iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-05 23:44:40.750501
1,sim,kernel_0,start_time,2015-11-05 23:44:40.772689
1,sim,kernel_0,wait_time,2015-11-05 23:44:42.159386
1,sim,kernel_0,res_time,2015-11-05 23:47:07.869277
1,sim,kernel_0,stop_time,2015-11-05 23:47:07.870761
1,sim,post,start_time,2015-11-05 23:47:07.870801
1,sim,post,stop_time,2015-11-05 23:47:07.888093
1,ana,kernel_0,start_time,2015-11-05 23:47:07.893196
1,ana,kernel_0,wait_time,2015-11-05 23:47:09.313575
1,ana,kernel_0,res_time,2015-11-05 23:49:10.287591
1,ana,kernel_0,stop_time,2015-11-05 23:49:10.289103
1,ana,post,start_time,2015-11-05 23:49:10.289147
1,ana,post,stop_time,2015-11-05 23:49:10.306573
