iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-10-24 18:43:33.662689
None,pre_loop,None,wait_time,2015-10-24 18:43:33.684301
None,pre_loop,None,res_time,2015-10-24 18:43:47.262811
None,pre_loop,None,stop_time,2015-10-24 18:43:47.263548
1,sim,kernel_0,start_time,2015-10-24 18:43:47.266859
1,sim,kernel_0,wait_time,2015-10-24 18:43:49.408564
1,sim,kernel_0,res_time,2015-10-24 18:48:04.895121
1,sim,kernel_0,stop_time,2015-10-24 18:48:04.896174
1,sim,kernel_1,start_time,2015-10-24 18:48:04.896204
1,sim,kernel_1,wait_time,2015-10-24 18:48:06.961287
1,sim,kernel_1,res_time,2015-10-24 18:52:41.542145
1,sim,kernel_1,stop_time,2015-10-24 18:52:41.546595
1,sim,post,start_time,2015-10-24 18:52:41.546626
1,sim,post,stop_time,2015-10-24 18:52:41.565829
1,ana,kernel_0,start_time,2015-10-24 18:52:41.600048
1,ana,kernel_0,wait_time,2015-10-24 18:52:41.713785
1,ana,kernel_0,res_time,2015-10-24 18:53:11.329176
1,ana,kernel_0,stop_time,2015-10-24 18:53:11.329900
1,ana,kernel_1,start_time,2015-10-24 18:53:11.329928
1,ana,kernel_1,wait_time,2015-10-24 18:53:11.374144
1,ana,kernel_1,res_time,2015-10-24 18:53:53.036224
1,ana,kernel_1,stop_time,2015-10-24 18:53:53.036944
1,ana,post,start_time,2015-10-24 18:53:53.036972
1,ana,post,stop_time,2015-10-24 18:53:53.037343
