uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-26 01:00:00.311000, 2015-09-26 01:00:00.739000, 2015-09-26 01:00:06.231000, 2015-09-26 01:00:06.244000, 2015-09-26 01:00:07.527000, 2015-09-26 01:00:09.540000
unit.000001, 1, sim, 2015-09-26 01:00:10.798000, 2015-09-26 01:00:14.295000, 2015-09-26 01:00:14.977000, 2015-09-26 01:03:25.915000, 2015-09-26 01:06:36.479000, 2015-09-26 01:06:37.775000
unit.000002, 1, sim, 2015-09-26 01:00:10.799000, 2015-09-26 01:00:14.474000, 2015-09-26 01:00:15.704000, 2015-09-26 01:03:26.020000, 2015-09-26 01:06:36.776000, 2015-09-26 01:06:37.951000
unit.000003, 1, sim, 2015-09-26 01:00:10.801000, 2015-09-26 01:00:13.936000, 2015-09-26 01:00:14.968000, 2015-09-26 01:00:14.982000, 2015-09-26 01:03:42.738000, 2015-09-26 01:03:44.409000
unit.000004, 1, sim, 2015-09-26 01:00:10.803000, 2015-09-26 01:00:14.530000, 2015-09-26 01:00:15.707000, 2015-09-26 01:03:26.118000, 2015-09-26 01:06:36.675000, 2015-09-26 01:06:38.117000
unit.000005, 1, sim, 2015-09-26 01:00:10.804000, 2015-09-26 01:00:12.217000, 2015-09-26 01:00:12.918000, 2015-09-26 01:00:12.930000, 2015-09-26 01:03:26.613000, 2015-09-26 01:03:27.772000
unit.000006, 1, sim, 2015-09-26 01:00:10.806000, 2015-09-26 01:00:12.401000, 2015-09-26 01:00:12.920000, 2015-09-26 01:00:12.931000, 2015-09-26 01:03:25.909000, 2015-09-26 01:03:27.897000
unit.000007, 1, sim, 2015-09-26 01:00:10.808000, 2015-09-26 01:00:13.997000, 2015-09-26 01:00:14.970000, 2015-09-26 01:00:14.984000, 2015-09-26 01:03:30.821000, 2015-09-26 01:03:33.325000
unit.000008, 1, sim, 2015-09-26 01:00:10.810000, 2015-09-26 01:00:12.578000, 2015-09-26 01:00:13.500000, 2015-09-26 01:00:13.512000, 2015-09-26 01:03:25.904000, 2015-09-26 01:03:27.950000
unit.000009, 1, sim, 2015-09-26 01:00:10.811000, 2015-09-26 01:00:12.720000, 2015-09-26 01:00:14.231000, 2015-09-26 01:00:14.243000, 2015-09-26 01:03:26.109000, 2015-09-26 01:03:28.249000
unit.000010, 1, sim, 2015-09-26 01:00:10.813000, 2015-09-26 01:00:13.116000, 2015-09-26 01:00:14.224000, 2015-09-26 01:00:14.239000, 2015-09-26 01:03:26.011000, 2015-09-26 01:03:28.126000
unit.000011, 1, sim, 2015-09-26 01:00:10.815000, 2015-09-26 01:00:13.293000, 2015-09-26 01:00:14.227000, 2015-09-26 01:00:14.240000, 2015-09-26 01:03:28.315000, 2015-09-26 01:03:29.513000
unit.000012, 1, sim, 2015-09-26 01:00:10.817000, 2015-09-26 01:00:12.754000, 2015-09-26 01:00:13.502000, 2015-09-26 01:00:13.513000, 2015-09-26 01:03:25.903000, 2015-09-26 01:03:28.073000
unit.000013, 1, sim, 2015-09-26 01:00:10.818000, 2015-09-26 01:00:12.936000, 2015-09-26 01:00:13.504000, 2015-09-26 01:00:13.515000, 2015-09-26 01:03:28.015000, 2015-09-26 01:03:29.395000
