uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.001224, 1, sim, 2015-09-29 12:24:53.659000, 2015-09-29 12:24:54.088000, 2015-09-29 12:24:55.889000, 2015-09-29 12:24:55.901000, 2015-09-29 12:25:05.729000, 2015-09-29 12:25:07.173000
unit.001225, 1, sim, 2015-09-29 12:24:53.661000, 2015-09-29 12:24:55.431000, 2015-09-29 12:24:55.698000, 2015-09-29 12:24:55.733000, 2015-09-29 12:25:04.622000, 2015-09-29 12:25:06.155000
unit.001226, 1, sim, 2015-09-29 12:24:53.666000, 2015-09-29 12:24:55.457000, 2015-09-29 12:24:55.710000, 2015-09-29 12:24:55.820000, 2015-09-29 12:25:05.524000, 2015-09-29 12:25:06.156000
unit.001227, 1, sim, 2015-09-29 12:24:53.667000, 2015-09-29 12:24:55.427000, 2015-09-29 12:24:55.696000, 2015-09-29 12:24:55.717000, 2015-09-29 12:25:05.727000, 2015-09-29 12:25:07.163000
unit.001228, 1, sim, 2015-09-29 12:24:53.669000, 2015-09-29 12:24:55.433000, 2015-09-29 12:24:55.699000, 2015-09-29 12:24:55.741000, 2015-09-29 12:25:04.621000, 2015-09-29 12:25:06.153000
unit.001229, 1, sim, 2015-09-29 12:24:53.671000, 2015-09-29 12:24:54.088000, 2015-09-29 12:24:55.694000, 2015-09-29 12:24:55.708000, 2015-09-29 12:25:04.620000, 2015-09-29 12:25:06.151000
unit.001230, 1, sim, 2015-09-29 12:24:53.672000, 2015-09-29 12:24:55.443000, 2015-09-29 12:24:55.702000, 2015-09-29 12:24:55.764000, 2015-09-29 12:25:05.727000, 2015-09-29 12:25:07.170000
unit.001231, 1, sim, 2015-09-29 12:24:53.674000, 2015-09-29 12:24:55.442000, 2015-09-29 12:24:55.701000, 2015-09-29 12:24:55.757000, 2015-09-29 12:25:05.728000, 2015-09-29 12:25:07.171000
unit.001232, 1, sim, 2015-09-29 12:24:53.679000, 2015-09-29 12:24:55.451000, 2015-09-29 12:24:55.707000, 2015-09-29 12:24:55.795000, 2015-09-29 12:25:04.621000, 2015-09-29 12:25:06.153000
unit.001233, 1, sim, 2015-09-29 12:24:53.681000, 2015-09-29 12:24:55.429000, 2015-09-29 12:24:55.697000, 2015-09-29 12:24:55.725000, 2015-09-29 12:25:04.620000, 2015-09-29 12:25:06.151000
unit.001234, 1, sim, 2015-09-29 12:24:53.683000, 2015-09-29 12:24:55.445000, 2015-09-29 12:24:55.704000, 2015-09-29 12:24:55.772000, 2015-09-29 12:25:05.625000, 2015-09-29 12:25:07.159000
unit.001235, 1, sim, 2015-09-29 12:24:53.684000, 2015-09-29 12:24:55.435000, 2015-09-29 12:24:55.701000, 2015-09-29 12:24:55.749000, 2015-09-29 12:25:04.622000, 2015-09-29 12:25:06.155000
