uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000292, 1, sim, 2015-09-29 12:02:22.659000, 2015-09-29 12:02:28.269000, 2015-09-29 12:02:28.729000, 2015-09-29 12:02:29.629000, 2015-09-29 12:02:39.462000, 2015-09-29 12:02:41.195000
unit.000293, 1, sim, 2015-09-29 12:02:22.661000, 2015-09-29 12:02:28.126000, 2015-09-29 12:02:28.435000, 2015-09-29 12:02:28.591000, 2015-09-29 12:02:39.040000, 2015-09-29 12:02:40.141000
unit.000294, 1, sim, 2015-09-29 12:02:22.667000, 2015-09-29 12:02:28.299000, 2015-09-29 12:02:28.749000, 2015-09-29 12:02:30.128000, 2015-09-29 12:02:39.256000, 2015-09-29 12:02:40.182000
unit.000295, 1, sim, 2015-09-29 12:02:22.670000, 2015-09-29 12:02:28.134000, 2015-09-29 12:02:28.439000, 2015-09-29 12:02:28.622000, 2015-09-29 12:02:39.040000, 2015-09-29 12:02:40.143000
unit.000296, 1, sim, 2015-09-29 12:02:22.672000, 2015-09-29 12:02:28.141000, 2015-09-29 12:02:28.443000, 2015-09-29 12:02:28.653000, 2015-09-29 12:02:39.040000, 2015-09-29 12:02:40.143000
unit.000297, 1, sim, 2015-09-29 12:02:22.673000, 2015-09-29 12:02:28.139000, 2015-09-29 12:02:28.442000, 2015-09-29 12:02:28.645000, 2015-09-29 12:02:39.038000, 2015-09-29 12:02:40.134000
unit.000298, 1, sim, 2015-09-29 12:02:22.680000, 2015-09-29 12:02:28.196000, 2015-09-29 12:02:28.466000, 2015-09-29 12:02:28.889000, 2015-09-29 12:02:39.672000, 2015-09-29 12:02:41.215000
unit.000299, 1, sim, 2015-09-29 12:02:22.681000, 2015-09-29 12:02:28.157000, 2015-09-29 12:02:28.450000, 2015-09-29 12:02:28.717000, 2015-09-29 12:02:38.721000, 2015-09-29 12:02:40.084000
unit.000300, 1, sim, 2015-09-29 12:02:22.689000, 2015-09-29 12:02:28.166000, 2015-09-29 12:02:28.455000, 2015-09-29 12:02:28.758000, 2015-09-29 12:02:39.253000, 2015-09-29 12:02:40.174000
unit.000301, 1, sim, 2015-09-29 12:02:22.691000, 2015-09-29 12:02:28.159000, 2015-09-29 12:02:28.452000, 2015-09-29 12:02:28.725000, 2015-09-29 12:02:38.827000, 2015-09-29 12:02:40.103000
unit.000302, 1, sim, 2015-09-29 12:02:22.693000, 2015-09-29 12:02:28.170000, 2015-09-29 12:02:28.458000, 2015-09-29 12:02:28.781000, 2015-09-29 12:02:38.722000, 2015-09-29 12:02:40.086000
unit.000303, 1, sim, 2015-09-29 12:02:22.698000, 2015-09-29 12:02:28.173000, 2015-09-29 12:02:28.459000, 2015-09-29 12:02:28.797000, 2015-09-29 12:02:38.722000, 2015-09-29 12:02:40.087000
unit.000304, 1, sim, 2015-09-29 12:02:22.700000, 2015-09-29 12:02:28.175000, 2015-09-29 12:02:28.460000, 2015-09-29 12:02:28.805000, 2015-09-29 12:02:38.725000, 2015-09-29 12:02:40.102000
unit.000305, 1, sim, 2015-09-29 12:02:22.705000, 2015-09-29 12:02:28.177000, 2015-09-29 12:02:28.461000, 2015-09-29 12:02:28.816000, 2015-09-29 12:02:39.671000, 2015-09-29 12:02:41.212000
unit.000306, 1, sim, 2015-09-29 12:02:22.707000, 2015-09-29 12:02:28.119000, 2015-09-29 12:02:28.431000, 2015-09-29 12:02:28.560000, 2015-09-29 12:02:39.039000, 2015-09-29 12:02:40.141000
unit.000307, 1, sim, 2015-09-29 12:02:22.709000, 2015-09-29 12:02:28.194000, 2015-09-29 12:02:28.464000, 2015-09-29 12:02:28.862000, 2015-09-29 12:02:39.674000, 2015-09-29 12:02:41.220000
