uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-22 03:51:34.481000, 2015-09-22 03:51:34.963000, 2015-09-22 03:51:46.442000, 2015-09-22 03:51:46.454000, 2015-09-22 03:51:49.123000, 2015-09-22 03:51:51.390000
unit.000001, 1, sim, 2015-09-22 03:52:16.222000, 2015-09-22 03:52:35.499000, 2015-09-22 03:52:36.568000, 2015-09-22 04:30:46.528000, 2015-09-22 04:33:58.141000, 2015-09-22 04:33:59.075000
unit.000002, 1, sim, 2015-09-22 03:52:16.224000, 2015-09-22 03:52:35.675000, 2015-09-22 03:52:36.575000, 2015-09-22 04:30:48.236000, 2015-09-22 04:33:58.747000, 2015-09-22 04:34:00.518000
unit.000003, 1, sim, 2015-09-22 03:52:16.226000, 2015-09-22 03:52:36.056000, 2015-09-22 03:52:37.299000, 2015-09-22 04:33:56.646000, 2015-09-22 04:37:07.264000, 2015-09-22 04:37:09.597000
unit.000004, 1, sim, 2015-09-22 03:52:16.228000, 2015-09-22 03:52:36.057000, 2015-09-22 03:52:37.303000, 2015-09-22 04:33:58.151000, 2015-09-22 04:37:09.873000, 2015-09-22 04:37:11.820000
unit.000005, 1, sim, 2015-09-22 03:52:16.233000, 2015-09-22 03:52:36.232000, 2015-09-22 03:52:37.307000, 2015-09-22 04:33:58.454000, 2015-09-22 04:37:11.679000, 2015-09-22 04:37:11.953000
unit.000006, 1, sim, 2015-09-22 03:52:16.237000, 2015-09-22 03:52:36.469000, 2015-09-22 03:52:37.313000, 2015-09-22 04:33:59.060000, 2015-09-22 04:37:09.670000, 2015-09-22 04:37:11.997000
unit.000007, 1, sim, 2015-09-22 03:52:16.239000, 2015-09-22 03:52:36.469000, 2015-09-22 03:52:37.316000, 2015-09-22 04:34:00.766000, 2015-09-22 04:37:12.786000, 2015-09-22 04:37:14.353000
unit.000008, 1, sim, 2015-09-22 03:52:16.241000, 2015-09-22 03:52:30.974000, 2015-09-22 03:52:31.607000, 2015-09-22 04:11:38.157000, 2015-09-22 04:14:48.869000, 2015-09-22 04:14:50.305000
unit.000009, 1, sim, 2015-09-22 03:52:16.247000, 2015-09-22 03:52:37.119000, 2015-09-22 03:52:37.884000, 2015-09-22 04:37:07.273000, 2015-09-22 04:40:17.784000, 2015-09-22 04:40:19.801000
