Start= 2015-09-03 02:14:51.848590
Allocating= 2015-09-03 02:14:51.873069
Allocated= 2015-09-03 02:14:57.221695
Executing= 2015-09-03 02:14:57.221858
Deallocating= 2015-09-03 02:31:48.551876
Done= 2015-09-03 02:32:03.822477
