iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-09-23 22:37:23.486295
None,pre_loop,None,wait_time,2015-09-23 22:37:24.031878
None,pre_loop,None,res_time,2015-09-23 22:37:36.517291
None,pre_loop,None,stop_time,2015-09-23 22:37:36.518081
1,sim,kernel_0,start_time,2015-09-23 22:37:36.519806
1,sim,kernel_0,wait_time,2015-09-23 22:37:43.081259
1,sim,kernel_0,res_time,2015-09-23 22:44:18.900033
1,sim,kernel_0,stop_time,2015-09-23 22:44:18.900776
1,sim,kernel_1,start_time,2015-09-23 22:44:18.900801
1,sim,kernel_1,wait_time,2015-09-23 22:44:24.961879
1,sim,kernel_1,res_time,2015-09-23 22:51:39.331784
1,sim,kernel_1,stop_time,2015-09-23 22:51:39.394068
1,sim,post,start_time,2015-09-23 22:51:39.394109
1,sim,post,stop_time,2015-09-23 22:51:39.410161
1,ana,kernel_0,start_time,2015-09-23 22:51:39.412784
1,ana,kernel_0,wait_time,2015-09-23 22:51:40.277250
1,ana,kernel_0,res_time,2015-09-23 22:54:10.524866
1,ana,kernel_0,stop_time,2015-09-23 22:54:10.525482
1,ana,kernel_1,start_time,2015-09-23 22:54:10.525507
1,ana,kernel_1,wait_time,2015-09-23 22:54:11.136328
1,ana,kernel_1,res_time,2015-09-23 22:54:25.884326
1,ana,kernel_1,stop_time,2015-09-23 22:54:25.884952
1,ana,post,start_time,2015-09-23 22:54:25.884977
1,ana,post,stop_time,2015-09-23 22:54:25.885208
