Start= 2015-09-03 00:12:21.921078
Allocating= 2015-09-03 00:12:21.954007
Allocated= 2015-09-03 00:12:26.613959
Executing= 2015-09-03 00:12:26.614131
Deallocating= 2015-09-03 00:25:28.020025
Done= 2015-09-03 00:25:42.572708
