uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1445696435.77, 1445696436.49, 1445696446.78, 1445696446.8, 1445696447.7, 1445696448.78
unit.000001, 1, sim, 1445696454.33, 1445696468.22, 1445696469.15, 1445696469.17, 1445696683.88, 1445696685.56
unit.000002, 1, sim, 1445696454.33, 1445696467.61, 1445696468.22, 1445696468.27, 1445696664.68, 1445696667.14
unit.000003, 1, sim, 1445696454.33, 1445696468.83, 1445696469.53, 1445696469.62, 1445696682.07, 1445696682.86
unit.000004, 1, sim, 1445696454.34, 1445696468.92, 1445696469.58, 1445696469.63, 1445696665.99, 1445696667.49
unit.000005, 1, sim, 1445696454.34, 1445696469.01, 1445696469.61, 1445696469.64, 1445696666.1, 1445696667.67
unit.000006, 1, sim, 1445696454.35, 1445696469.11, 1445696469.91, 1445696469.94, 1445696678.46, 1445696680.33
unit.000007, 1, sim, 1445696454.35, 1445696469.55, 1445696470.33, 1445696470.33, 1445696713.26, 1445696715.02
unit.000008, 1, sim, 1445696454.35, 1445696469.73, 1445696470.36, 1445696470.41, 1445696668.22, 1445696670.17
unit.000009, 1, sim, 1445696454.36, 1445696469.82, 1445696470.38, 1445696470.41, 1445696668.11, 1445696670.2
unit.000010, 1, sim, 1445696454.36, 1445696459.0, 1445696459.71, 1445696459.72, 1445696652.04, 1445696652.72
unit.000011, 1, sim, 1445696454.37, 1445696459.17, 1445696459.73, 1445696459.74, 1445696654.06, 1445696654.69
unit.000012, 1, sim, 1445696454.37, 1445696459.35, 1445696460.16, 1445696460.17, 1445696651.51, 1445696652.72
unit.000013, 1, sim, 1445696454.38, 1445696469.29, 1445696470.13, 1445696470.18, 1445696690.7, 1445696692.63
unit.000014, 1, sim, 1445696454.38, 1445696459.39, 1445696460.18, 1445696460.22, 1445696653.66, 1445696654.69
unit.000015, 1, sim, 1445696454.39, 1445696459.53, 1445696460.19, 1445696460.22, 1445696651.32, 1445696652.89
unit.000016, 1, sim, 1445696454.39, 1445696459.57, 1445696460.21, 1445696460.23, 1445696651.48, 1445696652.89
unit.000017, 1, sim, 1445696454.39, 1445696459.88, 1445696460.82, 1445696460.88, 1445696651.47, 1445696653.07
unit.000018, 1, sim, 1445696454.4, 1445696460.23, 1445696461.33, 1445696461.34, 1445696653.76, 1445696654.86
unit.000019, 1, sim, 1445696454.4, 1445696460.58, 1445696461.41, 1445696461.46, 1445696686.99, 1445696688.27
unit.000020, 1, sim, 1445696454.41, 1445696460.76, 1445696461.44, 1445696461.47, 1445696659.61, 1445696660.7
unit.000021, 1, sim, 1445696454.41, 1445696461.12, 1445696461.99, 1445696462.06, 1445696684.08, 1445696685.38
unit.000022, 1, sim, 1445696454.41, 1445696461.3, 1445696462.03, 1445696462.07, 1445696690.4, 1445696691.01
unit.000023, 1, sim, 1445696454.42, 1445696468.39, 1445696469.23, 1445696469.28, 1445696690.3, 1445696691.37
unit.000024, 1, sim, 1445696454.42, 1445696461.65, 1445696462.53, 1445696462.59, 1445696661.55, 1445696663.77
unit.000025, 1, sim, 1445696454.42, 1445696464.68, 1445696465.23, 1445696465.29, 1445696692.21, 1445696693.89
unit.000026, 1, sim, 1445696454.42, 1445696465.65, 1445696466.43, 1445696466.45, 1445696663.76, 1445696665.36
unit.000027, 1, sim, 1445696454.43, 1445696469.46, 1445696470.16, 1445696470.2, 1445696709.95, 1445696711.56
unit.000028, 1, sim, 1445696454.44, 1445696462.0, 1445696462.92, 1445696462.93, 1445696663.61, 1445696664.65
unit.000029, 1, sim, 1445696454.44, 1445696467.7, 1445696468.24, 1445696468.27, 1445696683.28, 1445696684.13
unit.000030, 1, sim, 1445696454.44, 1445696462.75, 1445696463.42, 1445696463.47, 1445696663.35, 1445696664.3
unit.000031, 1, sim, 1445696454.44, 1445696462.92, 1445696463.45, 1445696463.48, 1445696663.63, 1445696664.83
unit.000032, 1, sim, 1445696454.45, 1445696463.27, 1445696464.03, 1445696464.07, 1445696662.85, 1445696664.48
unit.000033, 1, sim, 1445696454.45, 1445696463.45, 1445696464.26, 1445696464.27, 1445696673.44, 1445696675.27
unit.000034, 1, sim, 1445696454.45, 1445696461.83, 1445696462.56, 1445696462.59, 1445696683.78, 1445696685.39
unit.000035, 1, sim, 1445696454.46, 1445696463.62, 1445696464.32, 1445696464.4, 1445696661.84, 1445696664.48
unit.000036, 1, sim, 1445696454.46, 1445696463.8, 1445696464.39, 1445696464.41, 1445696664.37, 1445696665.01
unit.000037, 1, sim, 1445696454.46, 1445696466.18, 1445696467.04, 1445696467.1, 1445696664.99, 1445696665.89
unit.000038, 1, sim, 1445696454.47, 1445696467.16, 1445696467.78, 1445696467.81, 1445696664.66, 1445696666.6
unit.000039, 1, sim, 1445696454.47, 1445696464.51, 1445696465.17, 1445696465.27, 1445696666.1, 1445696666.78
