uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446662627.78, 1446662628.06, 1446662635.8, 1446662636.0, 1446662636.58, 1446662651.08
unit.000001, step_1, 1446662627.78, 1446662628.07, 1446662636.21, 1446662636.41, 1446662637.07, 1446662652.58
unit.000002, step_1, 1446662627.79, 1446662628.07, 1446662637.02, 1446662637.22, 1446662637.88, 1446662655.4
unit.000003, step_1, 1446662627.79, 1446662628.07, 1446662636.61, 1446662636.81, 1446662637.47, 1446662654.0
unit.000004, step_1, 1446662627.79, 1446662628.08, 1446662637.22, 1446662637.42, 1446662638.08, 1446662656.04
unit.000005, step_1, 1446662627.79, 1446662628.08, 1446662637.42, 1446662637.63, 1446662638.28, 1446662656.8
unit.000006, step_1, 1446662627.8, 1446662628.08, 1446662637.62, 1446662637.83, 1446662638.48, 1446662657.72
unit.000007, step_1, 1446662627.8, 1446662628.06, 1446662634.37, 1446662634.57, 1446662635.16, 1446662645.14
unit.000008, step_1, 1446662627.8, 1446662628.05, 1446662633.19, 1446662633.39, 1446662634.35, 1446662641.38
unit.000009, step_1, 1446662627.8, 1446662628.06, 1446662633.81, 1446662634.28, 1446662634.86, 1446662643.64
unit.000010, step_1, 1446662627.8, 1446662628.06, 1446662634.01, 1446662634.39, 1446662635.06, 1446662644.78
unit.000011, step_1, 1446662627.8, 1446662628.06, 1446662634.58, 1446662634.78, 1446662635.36, 1446662646.28
unit.000012, step_1, 1446662627.81, 1446662628.06, 1446662634.78, 1446662634.98, 1446662635.66, 1446662646.65
unit.000013, step_1, 1446662627.81, 1446662628.06, 1446662634.98, 1446662635.18, 1446662635.76, 1446662647.8
unit.000014, step_1, 1446662627.81, 1446662628.06, 1446662635.39, 1446662635.59, 1446662636.17, 1446662649.57
unit.000015, step_1, 1446662627.81, 1446662628.06, 1446662635.59, 1446662635.79, 1446662636.37, 1446662650.32
unit.000016, step_1, 1446662627.81, 1446662628.07, 1446662636.0, 1446662636.21, 1446662636.77, 1446662651.83
unit.000017, step_1, 1446662627.81, 1446662628.07, 1446662636.41, 1446662636.61, 1446662637.27, 1446662653.25
unit.000018, step_1, 1446662627.81, 1446662628.07, 1446662636.81, 1446662637.02, 1446662637.67, 1446662654.64
unit.000019, step_1, 1446662627.82, 1446662628.05, 1446662633.41, 1446662633.61, 1446662634.46, 1446662641.6
unit.000020, step_1, 1446662627.82, 1446662628.06, 1446662635.19, 1446662635.39, 1446662635.96, 1446662648.82
unit.000021, step_1, 1446662627.82, 1446662628.05, 1446662632.79, 1446662633.07, 1446662633.75, 1446662640.01
unit.000022, step_1, 1446662627.82, 1446662628.05, 1446662632.99, 1446662633.19, 1446662633.85, 1446662639.86
unit.000023, step_1, 1446662627.82, 1446662628.06, 1446662633.61, 1446662633.81, 1446662634.76, 1446662643.28
unit.000024, step_2, 1446662658.88, 1446662663.27, 1446662664.87, 1446662665.08, 1446662666.94, 1446662672.68
unit.000025, step_2, 1446662658.88, 1446662664.1, 1446662666.62, 1446662666.89, 1446662668.65, 1446662672.74
unit.000026, step_2, 1446662658.89, 1446662664.25, 1446662666.89, 1446662667.03, 1446662669.05, 1446662673.77
unit.000027, step_2, 1446662658.89, 1446662666.08, 1446662667.96, 1446662668.09, 1446662669.95, 1446662673.83
unit.000028, step_2, 1446662658.89, 1446662666.08, 1446662668.09, 1446662668.29, 1446662670.15, 1446662674.87
unit.000029, step_2, 1446662658.89, 1446662667.29, 1446662669.04, 1446662669.19, 1446662671.11, 1446662674.93
unit.000030, step_2, 1446662658.89, 1446662667.29, 1446662669.19, 1446662669.39, 1446662671.26, 1446662675.97
unit.000031, step_2, 1446662658.89, 1446662668.38, 1446662669.91, 1446662670.11, 1446662672.06, 1446662676.01
unit.000032, step_2, 1446662658.89, 1446662668.39, 1446662670.11, 1446662670.32, 1446662672.16, 1446662677.06
unit.000033, step_2, 1446662658.9, 1446662669.4, 1446662670.84, 1446662671.11, 1446662672.96, 1446662677.1
unit.000034, step_2, 1446662658.9, 1446662669.41, 1446662671.04, 1446662671.24, 1446662673.17, 1446662678.15
unit.000035, step_2, 1446662658.9, 1446662670.34, 1446662671.76, 1446662671.96, 1446662673.87, 1446662678.18
unit.000036, step_2, 1446662658.9, 1446662670.37, 1446662671.96, 1446662672.16, 1446662674.07, 1446662679.25
unit.000037, step_2, 1446662658.9, 1446662671.21, 1446662672.69, 1446662672.89, 1446662674.77, 1446662679.27
unit.000038, step_2, 1446662658.9, 1446662671.27, 1446662672.89, 1446662673.14, 1446662674.87, 1446662680.34
unit.000039, step_2, 1446662658.91, 1446662672.14, 1446662673.85, 1446662674.05, 1446662675.88, 1446662680.36
unit.000040, step_2, 1446662658.91, 1446662672.21, 1446662674.06, 1446662674.26, 1446662676.08, 1446662681.43
unit.000041, step_2, 1446662658.91, 1446662659.16, 1446662661.85, 1446662662.05, 1446662663.93, 1446662668.29
unit.000042, step_2, 1446662658.91, 1446662659.16, 1446662662.05, 1446662662.25, 1446662664.13, 1446662669.48
unit.000043, step_2, 1446662658.91, 1446662661.23, 1446662662.78, 1446662662.98, 1446662664.83, 1446662669.41
unit.000044, step_2, 1446662658.92, 1446662661.41, 1446662663.09, 1446662663.29, 1446662665.23, 1446662670.5
unit.000045, step_2, 1446662658.92, 1446662662.22, 1446662663.74, 1446662663.95, 1446662665.84, 1446662670.57
unit.000046, step_2, 1446662658.92, 1446662662.37, 1446662663.94, 1446662664.15, 1446662666.04, 1446662671.59
unit.000047, step_2, 1446662658.92, 1446662663.15, 1446662664.74, 1446662664.87, 1446662666.74, 1446662671.65
