uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446662802.21, 1446662803.45, 1446662808.58, 1446662808.78, 1446662809.44, 1446662821.17
unit.000001, step_1, 1446662802.21, 1446662803.47, 1446662809.23, 1446662809.39, 1446662811.36, 1446662824.22
unit.000002, step_1, 1446662802.21, 1446662803.48, 1446662810.86, 1446662811.49, 1446662813.57, 1446662828.57
unit.000003, step_1, 1446662802.22, 1446662803.48, 1446662810.36, 1446662811.33, 1446662811.86, 1446662827.12
unit.000004, step_1, 1446662802.22, 1446662803.49, 1446662811.56, 1446662811.76, 1446662815.57, 1446662830.02
unit.000005, step_1, 1446662802.22, 1446662803.5, 1446662814.11, 1446662815.93, 1446662816.58, 1446662833.0
unit.000006, step_1, 1446662802.23, 1446662803.55, 1446662818.68, 1446662818.89, 1446662819.5, 1446662846.01
unit.000007, step_1, 1446662802.23, 1446662803.52, 1446662816.42, 1446662816.62, 1446662817.28, 1446662837.36
unit.000008, step_1, 1446662802.23, 1446662803.54, 1446662818.48, 1446662818.68, 1446662819.3, 1446662844.59
unit.000009, step_1, 1446662802.24, 1446662803.42, 1446662805.45, 1446662805.65, 1446662806.83, 1446662809.87
unit.000010, step_1, 1446662802.24, 1446662803.54, 1446662818.07, 1446662818.28, 1446662818.89, 1446662843.14
unit.000011, step_1, 1446662802.24, 1446662803.52, 1446662817.06, 1446662817.26, 1446662817.89, 1446662840.19
unit.000012, step_1, 1446662802.25, 1446662803.44, 1446662806.25, 1446662806.77, 1446662807.63, 1446662813.47
unit.000013, step_1, 1446662802.25, 1446662803.44, 1446662806.86, 1446662807.06, 1446662807.73, 1446662814.72
unit.000014, step_1, 1446662802.25, 1446662803.44, 1446662807.56, 1446662807.76, 1446662808.34, 1446662816.88
unit.000015, step_1, 1446662802.25, 1446662803.53, 1446662817.67, 1446662817.87, 1446662818.49, 1446662841.7
unit.000016, step_1, 1446662802.25, 1446662803.48, 1446662810.56, 1446662811.37, 1446662811.96, 1446662827.13
