iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2016-02-28 22:26:42.550983
1,sim,kernel_0,start_time,2016-02-28 22:26:42.551595
1,sim,kernel_0,wait_time,2016-02-28 22:26:42.559222
1,sim,kernel_0,res_time,2016-02-28 22:26:54.224002
1,sim,kernel_0,stop_time,2016-02-28 22:26:54.224219
1,sim,post,start_time,2016-02-28 22:26:54.224297
1,sim,post,stop_time,2016-02-28 22:26:54.224540
1,ana,kernel_0,start_time,2016-02-28 22:26:54.224854
1,ana,kernel_0,wait_time,2016-02-28 22:26:54.232270
1,ana,kernel_0,res_time,2016-02-28 22:27:02.320383
1,ana,kernel_0,stop_time,2016-02-28 22:27:02.320606
1,ana,post,start_time,2016-02-28 22:27:02.320679
1,ana,post,stop_time,2016-02-28 22:27:02.320903
