uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-10-07 16:12:11.466000, 2015-10-07 16:12:12.005000, 2015-10-07 16:12:29.735000, 2015-10-07 16:12:29.748000, 2015-10-07 16:12:31.324000, 2015-10-07 16:12:32.914000
unit.000001, 1, sim, 2015-10-07 16:12:35.901000, 2015-10-07 16:12:41.464000, 2015-10-07 16:12:42.506000, 2015-10-07 16:12:42.525000, 2015-10-07 16:17:44.794000, 2015-10-07 16:17:46.163000
unit.000002, 1, sim, 2015-10-07 16:12:35.907000, 2015-10-07 16:12:40.904000, 2015-10-07 16:12:41.990000, 2015-10-07 16:12:42.012000, 2015-10-07 16:17:45.602000, 2015-10-07 16:17:47.612000
unit.000003, 1, sim, 2015-10-07 16:12:35.908000, 2015-10-07 16:12:39.541000, 2015-10-07 16:12:40.687000, 2015-10-07 16:12:40.701000, 2015-10-07 16:17:35.333000, 2015-10-07 16:17:35.717000
unit.000004, 1, sim, 2015-10-07 16:12:35.927000, 2015-10-07 16:12:40.113000, 2015-10-07 16:12:41.333000, 2015-10-07 16:12:41.348000, 2015-10-07 16:17:44.793000, 2015-10-07 16:17:46.025000
unit.000005, 1, sim, 2015-10-07 16:12:35.929000, 2015-10-07 16:12:40.912000, 2015-10-07 16:12:41.999000, 2015-10-07 16:12:42.038000, 2015-10-07 16:17:45.198000, 2015-10-07 16:17:46.340000
unit.000006, 1, sim, 2015-10-07 16:12:35.943000, 2015-10-07 16:12:40.728000, 2015-10-07 16:12:41.389000, 2015-10-07 16:12:41.443000, 2015-10-07 16:17:45.197000, 2015-10-07 16:17:46.202000
unit.000007, 1, sim, 2015-10-07 16:12:35.944000, 2015-10-07 16:12:41.106000, 2015-10-07 16:12:42.023000, 2015-10-07 16:12:42.065000, 2015-10-07 16:17:41.376000, 2015-10-07 16:17:43.448000
unit.000008, 1, sim, 2015-10-07 16:12:35.962000, 2015-10-07 16:12:41.309000, 2015-10-07 16:12:42.039000, 2015-10-07 16:12:42.092000, 2015-10-07 16:17:46.108000, 2015-10-07 16:17:47.819000
unit.000009, 1, sim, 2015-10-07 16:12:35.963000, 2015-10-07 16:12:40.719000, 2015-10-07 16:12:41.384000, 2015-10-07 16:12:41.430000, 2015-10-07 16:17:42.180000, 2015-10-07 16:17:43.490000
unit.000010, 1, sim, 2015-10-07 16:12:35.965000, 2015-10-07 16:12:39.471000, 2015-10-07 16:12:40.681000, 2015-10-07 16:12:40.692000, 2015-10-07 16:17:37.549000, 2015-10-07 16:17:39.414000
unit.000011, 1, sim, 2015-10-07 16:12:35.982000, 2015-10-07 16:12:40.009000, 2015-10-07 16:12:40.707000, 2015-10-07 16:12:40.753000, 2015-10-07 16:17:38.867000, 2015-10-07 16:17:39.978000
unit.000012, 1, sim, 2015-10-07 16:12:35.984000, 2015-10-07 16:12:41.100000, 2015-10-07 16:12:42.008000, 2015-10-07 16:12:42.053000, 2015-10-07 16:17:44.190000, 2015-10-07 16:17:44.893000
unit.000013, 1, sim, 2015-10-07 16:12:36.012000, 2015-10-07 16:12:38.508000, 2015-10-07 16:12:39.400000, 2015-10-07 16:12:39.410000, 2015-10-07 16:17:38.058000, 2015-10-07 16:17:39.600000
unit.000014, 1, sim, 2015-10-07 16:12:36.022000, 2015-10-07 16:12:40.194000, 2015-10-07 16:12:41.342000, 2015-10-07 16:12:41.363000, 2015-10-07 16:17:45.200000, 2015-10-07 16:17:46.378000
