uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.001256, 1, sim, 2015-09-29 12:26:57.378000, 2015-09-29 12:26:59.823000, 2015-09-29 12:27:00.288000, 2015-09-29 12:27:01.335000, 2015-09-29 12:27:11.442000, 2015-09-29 12:27:13.518000
unit.001257, 1, sim, 2015-09-29 12:26:57.379000, 2015-09-29 12:26:59.707000, 2015-09-29 12:27:00.213000, 2015-09-29 12:27:00.457000, 2015-09-29 12:27:10.382000, 2015-09-29 12:27:11.398000
unit.001258, 1, sim, 2015-09-29 12:26:57.381000, 2015-09-29 12:26:59.787000, 2015-09-29 12:27:00.259000, 2015-09-29 12:27:01.002000, 2015-09-29 12:27:11.444000, 2015-09-29 12:27:13.521000
unit.001259, 1, sim, 2015-09-29 12:26:57.383000, 2015-09-29 12:26:59.717000, 2015-09-29 12:27:00.222000, 2015-09-29 12:27:00.551000, 2015-09-29 12:27:10.384000, 2015-09-29 12:27:11.401000
unit.001260, 1, sim, 2015-09-29 12:26:57.384000, 2015-09-29 12:26:59.826000, 2015-09-29 12:27:00.289000, 2015-09-29 12:27:01.353000, 2015-09-29 12:27:11.444000, 2015-09-29 12:27:13.520000
unit.001261, 1, sim, 2015-09-29 12:26:57.390000, 2015-09-29 12:26:59.830000, 2015-09-29 12:27:00.291000, 2015-09-29 12:27:01.386000, 2015-09-29 12:27:10.496000, 2015-09-29 12:27:12.430000
unit.001262, 1, sim, 2015-09-29 12:26:57.392000, 2015-09-29 12:26:59.851000, 2015-09-29 12:27:00.295000, 2015-09-29 12:27:01.486000, 2015-09-29 12:27:11.229000, 2015-09-29 12:27:12.496000
unit.001263, 1, sim, 2015-09-29 12:26:57.393000, 2015-09-29 12:26:59.813000, 2015-09-29 12:27:00.279000, 2015-09-29 12:27:01.188000, 2015-09-29 12:27:10.493000, 2015-09-29 12:27:12.426000
unit.001264, 1, sim, 2015-09-29 12:26:57.400000, 2015-09-29 12:26:59.862000, 2015-09-29 12:27:00.300000, 2015-09-29 12:27:01.634000, 2015-09-29 12:27:11.232000, 2015-09-29 12:27:12.498000
unit.001265, 1, sim, 2015-09-29 12:26:57.402000, 2015-09-29 12:26:59.815000, 2015-09-29 12:27:00.280000, 2015-09-29 12:27:01.225000, 2015-09-29 12:27:10.493000, 2015-09-29 12:27:12.426000
