Start= 2015-09-03 02:32:04.755212
Allocating= 2015-09-03 02:32:04.779770
Allocated= 2015-09-03 02:32:10.116731
Executing= 2015-09-03 02:32:10.116891
Deallocating= 2015-09-03 02:51:54.691029
Done= 2015-09-03 02:52:12.924953
