uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-10-02 15:30:57.796000, 2015-10-02 15:30:58.805000, 2015-10-02 15:31:09.491000, 2015-10-02 15:31:09.504000, 2015-10-02 15:31:10.554000, 2015-10-02 15:31:11.745000
unit.000001, 1, sim, 2015-10-02 15:31:51.927000, 2015-10-02 15:32:12.945000, 2015-10-02 15:32:14.946000, 2015-10-02 15:32:14.957000, 2015-10-02 15:35:25.634000, 2015-10-02 15:35:27.303000
unit.000002, 1, sim, 2015-10-02 15:31:51.945000, 2015-10-02 15:32:42.266000, 2015-10-02 15:32:43.081000, 2015-10-02 16:10:36.125000, 2015-10-02 16:13:46.185000, 2015-10-02 16:13:46.594000
unit.000003, 1, sim, 2015-10-02 15:31:51.947000, 2015-10-02 15:32:41.608000, 2015-10-02 15:32:42.564000, 2015-10-02 16:10:25.710000, 2015-10-02 16:13:36.569000, 2015-10-02 16:13:38.167000
unit.000004, 1, sim, 2015-10-02 15:31:51.949000, 2015-10-02 15:32:44.436000, 2015-10-02 15:32:45.164000, 2015-10-02 16:13:46.193000, 2015-10-02 16:16:56.855000, 2015-10-02 16:16:57.729000
unit.000005, 1, sim, 2015-10-02 15:31:51.977000, 2015-10-02 15:32:18.949000, 2015-10-02 15:32:20.014000, 2015-10-02 15:38:43.530000, 2015-10-02 15:41:54.383000, 2015-10-02 15:41:55.864000
unit.000006, 1, sim, 2015-10-02 15:31:52.001000, 2015-10-02 15:32:19.263000, 2015-10-02 15:32:20.016000, 2015-10-02 15:38:43.922000, 2015-10-02 15:41:54.503000, 2015-10-02 15:41:56.101000
unit.000007, 1, sim, 2015-10-02 15:31:52.008000, 2015-10-02 15:32:13.937000, 2015-10-02 15:32:14.430000, 2015-10-02 15:32:14.441000, 2015-10-02 15:35:25.133000, 2015-10-02 15:35:27.293000
unit.000008, 1, sim, 2015-10-02 15:31:52.009000, 2015-10-02 15:32:20.373000, 2015-10-02 15:32:21.192000, 2015-10-02 15:41:47.984000, 2015-10-02 15:44:58.443000, 2015-10-02 15:44:59.669000
unit.000009, 1, sim, 2015-10-02 15:31:52.033000, 2015-10-02 15:32:20.763000, 2015-10-02 15:32:21.711000, 2015-10-02 15:41:53.790000, 2015-10-02 15:45:07.860000, 2015-10-02 15:45:08.280000
unit.000010, 1, sim, 2015-10-02 15:31:52.038000, 2015-10-02 15:33:05.737000, 2015-10-02 15:33:06.606000, 2015-10-02 16:42:30.640000, 2015-10-02 16:45:41.198000, 2015-10-02 16:45:43.213000
