iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2016-01-21 12:18:16.688777
None,pre_loop,None,wait_time,2016-01-21 12:18:16.697042
None,pre_loop,None,res_time,2016-01-21 12:18:35.788603
None,pre_loop,None,stop_time,2016-01-21 12:18:35.789211
1,sim,kernel_0,start_time,2016-01-21 12:18:35.789957
1,sim,kernel_0,wait_time,2016-01-21 12:18:43.281592
1,sim,kernel_0,res_time,2016-01-21 12:22:58.117825
1,sim,kernel_0,stop_time,2016-01-21 12:22:58.122876
1,sim,post,start_time,2016-01-21 12:22:58.122909
1,sim,post,stop_time,2016-01-21 12:22:58.212775
1,ana,kernel_0,start_time,2016-01-21 12:22:58.425471
1,ana,kernel_0,wait_time,2016-01-21 12:22:58.706636
1,ana,kernel_0,res_time,2016-01-21 12:23:17.108860
1,ana,kernel_0,stop_time,2016-01-21 12:23:17.109568
1,ana,kernel_1,start_time,2016-01-21 12:23:17.109598
1,ana,kernel_1,wait_time,2016-01-21 12:23:17.337818
1,ana,kernel_1,res_time,2016-01-21 12:24:13.881554
1,ana,kernel_1,stop_time,2016-01-21 12:24:13.882099
1,ana,kernel_2,start_time,2016-01-21 12:24:13.882129
1,ana,kernel_2,wait_time,2016-01-21 12:24:14.105138
1,ana,kernel_2,res_time,2016-01-21 12:24:33.679726
1,ana,kernel_2,stop_time,2016-01-21 12:24:33.680057
1,ana,post,start_time,2016-01-21 12:24:33.680083
1,ana,post,stop_time,2016-01-21 12:24:33.680366
