Start= 2015-09-02 20:36:46.978521
Allocating= 2015-09-02 20:36:47.040960
Allocated= 2015-09-02 20:36:52.955978
Executing= 2015-09-02 20:36:52.956138
Deallocating= 2015-09-02 20:51:13.337608
Done= 2015-09-02 20:51:27.628941
