iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-10-27 21:29:38.651461
None,pre_loop,None,wait_time,2015-10-27 21:29:38.660751
None,pre_loop,None,res_time,2015-10-27 21:29:53.198802
None,pre_loop,None,stop_time,2015-10-27 21:29:53.199605
1,sim,kernel_0,start_time,2015-10-27 21:29:53.202785
1,sim,kernel_0,wait_time,2015-10-27 21:30:01.461629
1,sim,kernel_0,res_time,2015-10-27 21:57:33.139861
1,sim,kernel_0,stop_time,2015-10-27 21:57:33.145041
1,sim,kernel_1,start_time,2015-10-27 21:57:33.145073
1,sim,kernel_1,wait_time,2015-10-27 21:57:43.902511
1,sim,kernel_1,res_time,2015-10-27 22:28:12.496227
1,sim,kernel_1,stop_time,2015-10-27 22:28:12.510846
1,sim,post,start_time,2015-10-27 22:28:12.510894
1,sim,post,stop_time,2015-10-27 22:28:12.691887
1,ana,kernel_0,start_time,2015-10-27 22:28:12.918787
1,ana,kernel_0,wait_time,2015-10-27 22:28:18.548829
1,ana,kernel_0,res_time,2015-10-27 22:30:37.596495
1,ana,kernel_0,stop_time,2015-10-27 22:30:37.597203
1,ana,kernel_1,start_time,2015-10-27 22:30:37.597234
1,ana,kernel_1,wait_time,2015-10-27 22:30:44.256269
1,ana,kernel_1,res_time,2015-10-27 22:36:33.694170
1,ana,kernel_1,stop_time,2015-10-27 22:36:33.700852
1,ana,post,start_time,2015-10-27 22:36:33.700884
1,ana,post,stop_time,2015-10-27 22:36:33.702492
