iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-06 10:34:50.195325
1,sim,kernel_0,start_time,2015-11-06 10:34:50.226743
1,sim,kernel_0,wait_time,2015-11-06 10:34:51.259046
1,sim,kernel_0,res_time,2015-11-06 10:36:09.306381
1,sim,kernel_0,stop_time,2015-11-06 10:36:09.308160
1,sim,post,start_time,2015-11-06 10:36:09.308194
1,sim,post,stop_time,2015-11-06 10:36:09.320229
1,ana,kernel_0,start_time,2015-11-06 10:36:09.327977
1,ana,kernel_0,wait_time,2015-11-06 10:36:10.354421
1,ana,kernel_0,res_time,2015-11-06 10:37:15.632154
1,ana,kernel_0,stop_time,2015-11-06 10:37:15.633815
1,ana,post,start_time,2015-11-06 10:37:15.633856
1,ana,post,stop_time,2015-11-06 10:37:15.643718
