uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 1, sim, 1446764745.21, 1446764746.64, 1446764762.63, 1446764762.83, 1446764763.49, 1446764798.91
unit.000001, 1, sim, 1446764745.21, 1446764746.65, 1446764763.04, 1446764763.24, 1446764763.9, 1446764800.3
unit.000002, 1, sim, 1446764745.21, 1446764746.65, 1446764763.25, 1446764763.45, 1446764764.1, 1446764801.03
unit.000003, 1, sim, 1446764745.22, 1446764746.64, 1446764762.84, 1446764763.04, 1446764763.69, 1446764799.63
unit.000004, 1, sim, 1446764745.22, 1446764746.65, 1446764763.45, 1446764763.66, 1446764764.3, 1446764801.7
unit.000005, 1, sim, 1446764745.22, 1446764746.65, 1446764763.66, 1446764763.86, 1446764764.5, 1446764802.44
unit.000006, 1, sim, 1446764745.22, 1446764746.65, 1446764763.87, 1446764764.07, 1446764764.7, 1446764803.14
unit.000007, 1, sim, 1446764745.22, 1446764746.65, 1446764764.07, 1446764764.28, 1446764764.9, 1446764803.84
unit.000008, 1, sim, 1446764745.22, 1446764746.68, 1446764768.03, 1446764768.3, 1446764768.82, 1446764815.8
unit.000009, 1, sim, 1446764745.23, 1446764746.64, 1446764762.43, 1446764762.63, 1446764763.29, 1446764798.25
unit.000010, 1, sim, 1446764745.23, 1446764746.66, 1446764765.09, 1446764765.3, 1446764765.91, 1446764807.35
unit.000011, 1, sim, 1446764745.23, 1446764746.66, 1446764765.5, 1446764765.7, 1446764766.31, 1446764808.76
unit.000012, 1, sim, 1446764745.23, 1446764746.68, 1446764769.46, 1446764769.66, 1446764770.23, 1446764820.69
unit.000013, 1, sim, 1446764745.23, 1446764746.65, 1446764764.69, 1446764764.89, 1446764765.51, 1446764805.97
unit.000014, 1, sim, 1446764745.23, 1446764746.58, 1446764750.5, 1446764750.7, 1446764751.33, 1446764761.89
unit.000015, 1, sim, 1446764745.23, 1446764746.66, 1446764765.29, 1446764765.5, 1446764766.21, 1446764808.07
unit.000016, 1, sim, 1446764745.24, 1446764746.66, 1446764765.7, 1446764765.9, 1446764767.21, 1446764809.48
unit.000017, 1, sim, 1446764745.24, 1446764746.67, 1446764765.9, 1446764766.14, 1446764767.31, 1446764810.16
unit.000018, 1, sim, 1446764745.24, 1446764746.67, 1446764766.29, 1446764766.42, 1446764767.62, 1446764810.89
unit.000019, 1, sim, 1446764745.24, 1446764746.67, 1446764766.42, 1446764767.12, 1446764767.72, 1446764811.57
unit.000020, 1, sim, 1446764745.24, 1446764746.67, 1446764766.62, 1446764767.29, 1446764767.82, 1446764812.29
unit.000021, 1, sim, 1446764745.24, 1446764746.67, 1446764767.29, 1446764767.42, 1446764768.02, 1446764812.97
unit.000022, 1, sim, 1446764745.25, 1446764746.67, 1446764767.42, 1446764767.62, 1446764768.22, 1446764813.7
unit.000023, 1, sim, 1446764745.25, 1446764746.67, 1446764767.62, 1446764767.83, 1446764768.42, 1446764814.39
unit.000024, 1, sim, 1446764745.25, 1446764746.67, 1446764767.83, 1446764768.03, 1446764768.62, 1446764815.12
unit.000025, 1, sim, 1446764745.25, 1446764746.68, 1446764768.3, 1446764768.44, 1446764769.13, 1446764816.51
unit.000026, 1, sim, 1446764745.25, 1446764746.68, 1446764768.44, 1446764768.64, 1446764769.33, 1446764817.21
unit.000027, 1, sim, 1446764745.25, 1446764746.68, 1446764768.64, 1446764768.85, 1446764769.43, 1446764817.91
