uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446093835.29, 1446093836.06, 1446093845.86, 1446093846.06, 1446093847.59, 1446093849.1
unit.000001, 1, sim, 1446093867.79, 1446093874.0, 1446093935.59, 1446094839.76, 1446095032.22, 1446095033.98
unit.000002, 1, sim, 1446093867.79, 1446093873.65, 1446093914.93, 1446094467.18, 1446094657.97, 1446094658.62
unit.000003, 1, sim, 1446093867.79, 1446093874.24, 1446093946.81, 1446094908.01, 1446095100.77, 1446095101.87
unit.000004, 1, sim, 1446093867.79, 1446093872.85, 1446093880.59, 1446093880.79, 1446094079.29, 1446094080.75
unit.000005, 1, sim, 1446093867.79, 1446093872.85, 1446093880.79, 1446093880.99, 1446094079.69, 1446094081.77
unit.000006, 1, sim, 1446093867.79, 1446093872.86, 1446093881.0, 1446093881.2, 1446094080.51, 1446094083.91
unit.000007, 1, sim, 1446093867.8, 1446093872.86, 1446093881.41, 1446093881.61, 1446094079.8, 1446094081.77
unit.000008, 1, sim, 1446093867.8, 1446093872.86, 1446093881.62, 1446093881.82, 1446094080.3, 1446094083.91
unit.000009, 1, sim, 1446093867.8, 1446093872.78, 1446093873.6, 1446093873.8, 1446094068.51, 1446094069.16
unit.000010, 1, sim, 1446093867.8, 1446093872.78, 1446093873.8, 1446093874.0, 1446094073.55, 1446094074.53
unit.000011, 1, sim, 1446093867.8, 1446093872.78, 1446093874.0, 1446093874.2, 1446094066.59, 1446094068.15
unit.000012, 1, sim, 1446093867.8, 1446093872.78, 1446093874.21, 1446093874.41, 1446094069.82, 1446094071.32
unit.000013, 1, sim, 1446093867.81, 1446093872.78, 1446093874.41, 1446093874.61, 1446094068.71, 1446094070.31
unit.000014, 1, sim, 1446093867.81, 1446093872.79, 1446093874.62, 1446093874.82, 1446094067.84, 1446094069.17
unit.000015, 1, sim, 1446093867.81, 1446093872.79, 1446093874.82, 1446093875.02, 1446094067.2, 1446094068.15
unit.000016, 1, sim, 1446093867.81, 1446093872.79, 1446093875.03, 1446093875.23, 1446094068.92, 1446094070.31
unit.000017, 1, sim, 1446093867.81, 1446093872.79, 1446093875.44, 1446093875.64, 1446094069.02, 1446094070.31
unit.000018, 1, sim, 1446093867.82, 1446093872.8, 1446093876.05, 1446093876.3, 1446094068.61, 1446094070.31
unit.000019, 1, sim, 1446093867.82, 1446093872.79, 1446093875.24, 1446093875.43, 1446094069.93, 1446094071.32
unit.000020, 1, sim, 1446093867.82, 1446093872.81, 1446093876.67, 1446093876.87, 1446094075.56, 1446094076.56
unit.000021, 1, sim, 1446093867.82, 1446093872.81, 1446093876.87, 1446093877.07, 1446094106.14, 1446094106.94
unit.000022, 1, sim, 1446093867.82, 1446093872.81, 1446093877.08, 1446093877.31, 1446094108.85, 1446094110.18
unit.000023, 1, sim, 1446093867.82, 1446093872.81, 1446093877.31, 1446093877.48, 1446094094.8, 1446094095.53
unit.000024, 1, sim, 1446093867.82, 1446093872.82, 1446093877.49, 1446093877.7, 1446094077.68, 1446094078.58
unit.000025, 1, sim, 1446093867.83, 1446093872.82, 1446093877.7, 1446093877.89, 1446094094.39, 1446094095.53
unit.000026, 1, sim, 1446093867.83, 1446093872.82, 1446093877.9, 1446093878.1, 1446094079.13, 1446094080.75
unit.000027, 1, sim, 1446093867.83, 1446093872.82, 1446093878.32, 1446093878.52, 1446094104.44, 1446094105.75
unit.000028, 1, sim, 1446093867.83, 1446093872.83, 1446093878.52, 1446093878.73, 1446094078.79, 1446094079.6
unit.000029, 1, sim, 1446093867.83, 1446093872.83, 1446093878.74, 1446093878.93, 1446094077.78, 1446094079.6
unit.000030, 1, sim, 1446093867.83, 1446093872.83, 1446093879.14, 1446093879.35, 1446094102.83, 1446094103.74
unit.000031, 1, sim, 1446093867.84, 1446093872.84, 1446093879.35, 1446093879.55, 1446094076.87, 1446094078.58
unit.000032, 1, sim, 1446093867.84, 1446093872.84, 1446093879.56, 1446093879.76, 1446094101.52, 1446094102.73
unit.000033, 1, sim, 1446093867.84, 1446093872.84, 1446093879.76, 1446093879.97, 1446094077.28, 1446094078.58
unit.000034, 1, sim, 1446093867.84, 1446093872.84, 1446093880.17, 1446093880.37, 1446094079.59, 1446094081.77
