uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-10-01 13:31:24.372000, 2015-10-01 13:31:25.488000, 2015-10-01 13:31:37.716000, 2015-10-01 13:31:37.729000, 2015-10-01 13:31:40.021000, 2015-10-01 13:31:41.775000
unit.000001, 1, sim, 2015-10-01 13:32:17.519000, 2015-10-01 13:33:10.136000, 2015-10-01 13:33:10.609000, 2015-10-01 13:35:58.699000, 2015-10-01 13:39:12.761000, 2015-10-01 13:39:14.345000
unit.000002, 1, sim, 2015-10-01 13:32:17.523000, 2015-10-01 13:33:12.891000, 2015-10-01 13:33:13.466000, 2015-10-01 13:36:01.082000, 2015-10-01 13:39:12.464000, 2015-10-01 13:39:15.367000
unit.000003, 1, sim, 2015-10-01 13:32:17.533000, 2015-10-01 13:32:50.075000, 2015-10-01 13:32:50.809000, 2015-10-01 13:32:50.823000, 2015-10-01 13:36:08.716000, 2015-10-01 13:36:10.140000
unit.000004, 1, sim, 2015-10-01 13:32:17.544000, 2015-10-01 13:33:12.682000, 2015-10-01 13:33:13.464000, 2015-10-01 13:36:00.781000, 2015-10-01 13:39:12.148000, 2015-10-01 13:39:12.931000
unit.000005, 1, sim, 2015-10-01 13:32:17.545000, 2015-10-01 13:33:09.318000, 2015-10-01 13:33:10.085000, 2015-10-01 13:35:58.043000, 2015-10-01 13:39:08.240000, 2015-10-01 13:39:10.951000
unit.000006, 1, sim, 2015-10-01 13:32:17.562000, 2015-10-01 13:33:09.130000, 2015-10-01 13:33:10.082000, 2015-10-01 13:35:57.857000, 2015-10-01 13:39:12.160000, 2015-10-01 13:39:12.425000
unit.000007, 1, sim, 2015-10-01 13:32:17.568000, 2015-10-01 13:33:14.101000, 2015-10-01 13:33:15.025000, 2015-10-01 13:36:02.694000, 2015-10-01 13:39:14.974000, 2015-10-01 13:39:16.331000
unit.000008, 1, sim, 2015-10-01 13:32:17.583000, 2015-10-01 13:33:14.459000, 2015-10-01 13:33:15.029000, 2015-10-01 13:36:02.843000, 2015-10-01 13:39:15.275000, 2015-10-01 13:39:16.542000
unit.000009, 1, sim, 2015-10-01 13:32:17.585000, 2015-10-01 13:33:15.320000, 2015-10-01 13:33:16.067000, 2015-10-01 13:36:03.442000, 2015-10-01 13:39:14.873000, 2015-10-01 13:39:17.267000
unit.000010, 1, sim, 2015-10-01 13:32:17.594000, 2015-10-01 13:32:58.372000, 2015-10-01 13:32:58.864000, 2015-10-01 13:32:58.875000, 2015-10-01 13:36:15.367000, 2015-10-01 13:36:18.173000
unit.000011, 1, sim, 2015-10-01 13:32:17.596000, 2015-10-01 13:33:14.883000, 2015-10-01 13:33:15.547000, 2015-10-01 13:36:03.104000, 2015-10-01 13:39:18.597000, 2015-10-01 13:39:19.052000
unit.000012, 1, sim, 2015-10-01 13:32:17.597000, 2015-10-01 13:33:14.671000, 2015-10-01 13:33:15.547000, 2015-10-01 13:36:03.050000, 2015-10-01 13:39:16.982000, 2015-10-01 13:39:18.026000
unit.000013, 1, sim, 2015-10-01 13:32:17.615000, 2015-10-01 13:33:11.285000, 2015-10-01 13:33:11.898000, 2015-10-01 13:35:59.741000, 2015-10-01 13:39:10.250000, 2015-10-01 13:39:12.523000
unit.000014, 1, sim, 2015-10-01 13:32:17.625000, 2015-10-01 13:33:11.290000, 2015-10-01 13:33:11.900000, 2015-10-01 13:35:59.802000, 2015-10-01 13:39:10.432000, 2015-10-01 13:39:12.626000
unit.000015, 1, sim, 2015-10-01 13:32:17.636000, 2015-10-01 13:33:10.139000, 2015-10-01 13:33:10.612000, 2015-10-01 13:35:58.873000, 2015-10-01 13:39:12.948000, 2015-10-01 13:39:14.454000
unit.000016, 1, sim, 2015-10-01 13:32:17.638000, 2015-10-01 13:33:10.526000, 2015-10-01 13:33:11.130000, 2015-10-01 13:35:59.229000, 2015-10-01 13:39:09.839000, 2015-10-01 13:39:12.023000
unit.000017, 1, sim, 2015-10-01 13:32:17.640000, 2015-10-01 13:33:09.131000, 2015-10-01 13:33:10.083000, 2015-10-01 13:35:57.926000, 2015-10-01 13:39:08.443000, 2015-10-01 13:39:10.854000
unit.000018, 1, sim, 2015-10-01 13:32:17.651000, 2015-10-01 13:33:11.482000, 2015-10-01 13:33:12.421000, 2015-10-01 13:35:59.803000, 2015-10-01 13:39:09.952000, 2015-10-01 13:39:12.729000
unit.000019, 1, sim, 2015-10-01 13:32:17.655000, 2015-10-01 13:32:59.553000, 2015-10-01 13:33:00.426000, 2015-10-01 13:33:00.439000, 2015-10-01 13:36:17.372000, 2015-10-01 13:36:20.316000
unit.000020, 1, sim, 2015-10-01 13:32:17.657000, 2015-10-01 13:33:00.246000, 2015-10-01 13:33:00.948000, 2015-10-01 13:33:00.960000, 2015-10-01 13:36:18.283000, 2015-10-01 13:36:20.984000
