Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:49:02.347917; 2015-11-03 19:49:02.347933; 1.6e-05
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:49:02.347917; 2015-11-03 19:49:02.347933; 1.6e-05
cycle_1; ex_step; 2015-11-03 19:48:01.090335; 2015-11-03 19:49:02.347589; 61.257254
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:48:01.090335; 2015-11-03 19:48:02.790707; 1.700372
cycle_1; md_step; 2015-11-03 19:46:52.616411; 2015-11-03 19:48:01.089948; 68.473537
cycle_1; md_step_enmd_overhead; 2015-11-03 19:46:52.616411; 2015-11-03 19:46:53.271248; 0.654837
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000049; 1446580083.74; 1446580084.5; 1446580088.06; 1446580088.26; 1446580104.15; 1446580106.56; cycle_1; ex_step
unit.000048; 1446580083.73; 1446580084.5; 1446580087.86; 1446580088.06; 1446580104.05; 1446580107.68; cycle_1; ex_step
unit.000074; 1446580083.81; 1446580104.75; 1446580107.41; 1446580107.69; 1446580123.97; 1446580125.06; cycle_1; ex_step
unit.000087; 1446580083.86; 1446580115.56; 1446580117.73; 1446580117.94; 1446580133.6; 1446580134.69; cycle_1; ex_step
unit.000086; 1446580083.86; 1446580115.33; 1446580117.48; 1446580117.69; 1446580133.54; 1446580134.64; cycle_1; ex_step
unit.000089; 1446580083.87; 1446580117.15; 1446580119.31; 1446580119.49; 1446580135.69; 1446580136.79; cycle_1; ex_step
unit.000092; 1446580083.88; 1446580119.87; 1446580121.94; 1446580122.14; 1446580137.83; 1446580138.91; cycle_1; ex_step
unit.000069; 1446580083.8; 1446580100.28; 1446580102.13; 1446580102.33; 1446580118.73; 1446580119.81; cycle_1; ex_step
unit.000068; 1446580083.79; 1446580099.96; 1446580101.82; 1446580102.02; 1446580118.61; 1446580119.74; cycle_1; ex_step
unit.000085; 1446580083.86; 1446580114.11; 1446580116.18; 1446580116.38; 1446580132.52; 1446580133.6; cycle_1; ex_step
unit.000084; 1446580083.86; 1446580113.92; 1446580115.98; 1446580116.23; 1446580132.46; 1446580133.54; cycle_1; ex_step
