iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2016-05-21 03:08:09.344638
1,sim,kernel_0,start_time,2016-05-21 03:08:09.345963
1,sim,kernel_0,wait_time,2016-05-21 03:08:32.863709
1,sim,kernel_0,res_time,2016-05-21 04:34:09.272631
1,sim,kernel_0,stop_time,2016-05-21 04:34:09.292307
1,sim,kernel_1,start_time,2016-05-21 04:34:09.292377
1,sim,kernel_1,wait_time,2016-05-21 04:34:35.872211
1,sim,kernel_1,res_time,2016-05-21 05:56:08.773641
1,sim,kernel_1,stop_time,2016-05-21 05:56:08.797290
1,sim,post,start_time,2016-05-21 05:56:08.797394
1,sim,post,stop_time,2016-05-21 05:56:09.136900
1,ana,kernel_0,start_time,2016-05-21 05:56:16.291125
1,ana,kernel_0,wait_time,2016-05-21 05:56:31.360785
1,ana,kernel_0,res_time,2016-05-21 08:09:09.315085
1,ana,kernel_0,stop_time,2016-05-21 08:09:11.293074
1,ana,post,start_time,2016-05-21 08:09:11.293241
1,ana,post,stop_time,2016-05-21 08:09:11.293444
