Pilot wait= 2015-08-24 19:27:40.484520
Pilot active= 2015-08-24 19:34:07.788292
Preloop wait= 2015-08-24 19:34:08.278158
Preloop done= 2015-08-24 19:34:13.877913
Sims-1 wait= 2015-08-24 19:34:18.388599
Sims-1 done= 2015-08-24 19:34:25.293314
Sims-2 wait= 2015-08-24 19:34:29.583077
Sims-2 done= 2015-08-24 19:34:36.509149
Ana-1 wait= 2015-08-24 19:34:37.049669
Ana-1 done= 2015-08-24 19:34:41.148626
Ana-2 wait= 2015-08-24 19:34:41.614363
Ana-2 done= 2015-08-24 19:34:47.406760
Iter done= 2015-08-24 19:34:47.408827
Start= 2015-08-24 19:27:35.957729
Allocating= 2015-08-24 19:27:36.002713
Allocated= 2015-08-24 19:27:40.483765
Executing= 2015-08-24 19:27:40.483918
Deallocating= 2015-08-24 19:34:47.409410
Done= 2015-08-24 19:35:02.416775
