Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 20:03:42.627886; 2015-11-03 20:03:42.627898; 1.2e-05
cycle_1; pp_step_enmd_overhead; 2015-11-03 20:03:42.627886; 2015-11-03 20:03:42.627898; 1.2e-05
cycle_1; ex_step; 2015-11-03 20:00:44.294750; 2015-11-03 20:03:42.626662; 178.331912
cycle_1; ex_step_enmd_overhead; 2015-11-03 20:00:44.294750; 2015-11-03 20:00:45.832164; 1.537414
cycle_1; md_step; 2015-11-03 19:56:38.761608; 2015-11-03 20:00:44.293735; 245.532127
cycle_1; md_step_enmd_overhead; 2015-11-03 19:56:38.761608; 2015-11-03 19:56:40.210877; 1.449269
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000357; 1446580848.75; 1446580977.57; 1446580979.85; 1446580980.0; 1446580996.16; 1446580997.36; cycle_1; ex_step
unit.000356; 1446580848.75; 1446580977.47; 1446580979.59; 1446580979.85; 1446580995.66; 1446580996.76; cycle_1; ex_step
unit.000355; 1446580848.75; 1446580976.1; 1446580978.29; 1446580978.49; 1446580995.03; 1446580996.16; cycle_1; ex_step
unit.000354; 1446580848.75; 1446580976.01; 1446580978.09; 1446580978.29; 1446580994.57; 1446580995.66; cycle_1; ex_step
unit.000353; 1446580848.75; 1446580974.5; 1446580976.76; 1446580976.97; 1446580993.44; 1446580994.57; cycle_1; ex_step
unit.000352; 1446580848.75; 1446580974.41; 1446580976.63; 1446580976.76; 1446580992.85; 1446580994.03; cycle_1; ex_step
unit.000351; 1446580848.74; 1446580973.06; 1446580975.14; 1446580975.34; 1446580992.27; 1446580993.44; cycle_1; ex_step
unit.000350; 1446580848.74; 1446580972.94; 1446580974.94; 1446580975.18; 1446580991.32; 1446580992.84; cycle_1; ex_step
unit.000359; 1446580848.76; 1446580979.04; 1446580981.47; 1446580981.68; 1446580997.96; 1446580999.11; cycle_1; ex_step
unit.000358; 1446580848.76; 1446580978.9; 1446580980.81; 1446580981.02; 1446580996.77; 1446580997.96; cycle_1; ex_step
unit.000296; 1446580848.66; 1446580933.16; 1446580935.14; 1446580935.38; 1446580951.47; 1446580952.69; cycle_1; ex_step
unit.000297; 1446580848.66; 1446580933.3; 1446580935.34; 1446580935.55; 1446580952.09; 1446580953.4; cycle_1; ex_step
unit.000294; 1446580848.65; 1446580931.74; 1446580933.65; 1446580933.85; 1446580949.99; 1446580951.08; cycle_1; ex_step
unit.000295; 1446580848.66; 1446580931.9; 1446580933.97; 1446580934.17; 1446580950.37; 1446580951.47; cycle_1; ex_step
unit.000292; 1446580848.65; 1446580930.29; 1446580932.38; 1446580932.6; 1446580948.9; 1446580949.99; cycle_1; ex_step
unit.000293; 1446580848.65; 1446580930.4; 1446580932.58; 1446580932.78; 1446580949.26; 1446580950.37; cycle_1; ex_step
unit.000290; 1446580848.65; 1446580928.83; 1446580930.98; 1446580931.18; 1446580947.81; 1446580948.9; cycle_1; ex_step
unit.000291; 1446580848.65; 1446580928.91; 1446580931.18; 1446580931.39; 1446580947.92; 1446580949.26; cycle_1; ex_step
unit.000298; 1446580848.66; 1446580934.57; 1446580936.65; 1446580936.85; 1446580952.7; 1446580953.82; cycle_1; ex_step
unit.000299; 1446580848.66; 1446580934.72; 1446580936.85; 1446580937.06; 1446580953.4; 1446580954.49; cycle_1; ex_step
unit.000218; 1446580848.45; 1446580871.58; 1446580875.08; 1446580875.28; 1446580891.68; 1446580892.81; cycle_1; ex_step
unit.000219; 1446580848.45; 1446580874.24; 1446580876.4; 1446580876.6; 1446580892.71; 1446580893.92; cycle_1; ex_step
unit.000216; 1446580848.45; 1446580869.57; 1446580872.42; 1446580872.63; 1446580888.57; 1446580889.66; cycle_1; ex_step
unit.000217; 1446580848.45; 1446580871.58; 1446580874.88; 1446580875.08; 1446580891.56; 1446580892.71; cycle_1; ex_step
unit.000214; 1446580848.45; 1446580867.99; 1446580870.18; 1446580870.38; 1446580886.46; 1446580887.57; cycle_1; ex_step
unit.000215; 1446580848.45; 1446580869.21; 1446580872.22; 1446580872.42; 1446580888.4; 1446580889.55; cycle_1; ex_step
unit.000212; 1446580848.44; 1446580866.55; 1446580868.68; 1446580868.88; 1446580885.27; 1446580886.46; cycle_1; ex_step
unit.000213; 1446580848.44; 1446580867.8; 1446580869.69; 1446580869.89; 1446580886.32; 1446580887.4; cycle_1; ex_step
unit.000210; 1446580848.44; 1446580865.13; 1446580867.17; 1446580867.37; 1446580883.98; 1446580885.17; cycle_1; ex_step
unit.000211; 1446580848.44; 1446580866.42; 1446580868.47; 1446580868.67; 1446580885.17; 1446580886.32; cycle_1; ex_step
unit.000285; 1446580848.64; 1446580924.68; 1446580926.81; 1446580927.01; 1446580943.34; 1446580944.46; cycle_1; ex_step
unit.000284; 1446580848.64; 1446580924.47; 1446580926.5; 1446580926.73; 1446580943.17; 1446580944.26; cycle_1; ex_step
unit.000287; 1446580848.64; 1446580926.13; 1446580928.13; 1446580928.33; 1446580944.46; 1446580945.79; cycle_1; ex_step
unit.000286; 1446580848.64; 1446580925.85; 1446580927.82; 1446580928.02; 1446580944.26; 1446580945.43; cycle_1; ex_step
unit.000281; 1446580848.63; 1446580921.41; 1446580924.0; 1446580924.2; 1446580940.85; 1446580942.14; cycle_1; ex_step
unit.000280; 1446580848.63; 1446580921.04; 1446580923.68; 1446580923.88; 1446580940.73; 1446580942.04; cycle_1; ex_step
unit.000283; 1446580848.64; 1446580923.31; 1446580925.32; 1446580925.52; 1446580942.14; 1446580943.34; cycle_1; ex_step
unit.000282; 1446580848.63; 1446580923.06; 1446580925.0; 1446580925.2; 1446580942.04; 1446580943.17; cycle_1; ex_step
unit.000289; 1446580848.65; 1446580927.55; 1446580929.68; 1446580929.88; 1446580946.8; 1446580947.92; cycle_1; ex_step
unit.000288; 1446580848.64; 1446580927.33; 1446580929.48; 1446580929.68; 1446580945.44; 1446580946.8; cycle_1; ex_step
unit.000371; 1446580848.78; 1446580989.06; 1446580991.03; 1446580991.23; 1446581007.24; 1446581008.37; cycle_1; ex_step
unit.000370; 1446580848.78; 1446580987.73; 1446580990.26; 1446580990.4; 1446581007.02; 1446581008.13; cycle_1; ex_step
unit.000322; 1446580848.7; 1446580951.75; 1446580953.8; 1446580954.01; 1446580970.67; 1446580972.0; cycle_1; ex_step
unit.000323; 1446580848.7; 1446580951.88; 1446580954.01; 1446580954.21; 1446580970.88; 1446580972.15; cycle_1; ex_step
unit.000320; 1446580848.69; 1446580950.3; 1446580952.3; 1446580952.54; 1446580968.51; 1446580969.66; cycle_1; ex_step
