

step,probe,timestamp

allocate,start_time,2015-11-19 12:03:41.279086
allocate,stop_time,2015-11-19 12:03:44.531801


Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-19 19:32:20.035958; 2015-11-19 19:32:21.435938; 1.39998
cycle_1; pp_step_enmd_overhead; 2015-11-19 19:32:20.035958; 2015-11-19 19:32:21.435938; 1.39998
cycle_1; ex_step; 2015-11-19 19:31:53.984273; 2015-11-19 19:32:20.035862; 26.051589
cycle_1; ex_step_enmd_overhead; 2015-11-19 19:31:53.984273; 2015-11-19 19:31:53.990366; 0.006093
cycle_1; md_step; 2015-11-19 17:04:38.667570; 2015-11-19 19:31:53.966383; 8835.298813
cycle_1; md_step_enmd_overhead; 2015-11-19 17:04:38.667570; 2015-11-19 17:04:46.423103; 7.755533
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.002560; 2015-11-19 19:31:53.998000; 2015-11-19 19:31:55.607000; 2015-11-19 19:31:56.076000; 2015-11-19 19:31:56.085000; 2015-11-19 19:32:13.801000; 2015-11-19 19:32:17.808000; cycle_1; ex_step
unit.000509; 2015-11-19 17:04:59.059000; 2015-11-19 17:05:48.022000; 2015-11-19 17:05:48.512000; 2015-11-19 17:55:30.277000; 2015-11-19 17:57:46.300000; 2015-11-19 17:57:46.312000; cycle_1; md_step
unit.001585; 2015-11-19 17:04:59.813000; 2015-11-19 17:06:52.367000; 2015-11-19 17:06:52.751000; 2015-11-19 19:01:36.833000; 2015-11-19 19:03:54.697000; 2015-11-19 19:03:54.780000; cycle_1; md_step
unit.001584; 2015-11-19 17:04:59.813000; 2015-11-19 17:06:52.138000; 2015-11-19 17:06:52.738000; 2015-11-19 19:01:27.609000; 2015-11-19 19:03:46.741000; 2015-11-19 19:03:46.834000; cycle_1; md_step
unit.001587; 2015-11-19 17:04:59.814000; 2015-11-19 17:06:53.321000; 2015-11-19 17:06:53.877000; 2015-11-19 19:01:45.193000; 2015-11-19 19:04:06.640000; 2015-11-19 19:04:06.677000; cycle_1; md_step
unit.001586; 2015-11-19 17:04:59.814000; 2015-11-19 17:06:52.531000; 2015-11-19 17:06:53.275000; 2015-11-19 19:01:41.545000; 2015-11-19 19:04:00.548000; 2015-11-19 19:04:00.928000; cycle_1; md_step
unit.001581; 2015-11-19 17:04:59.811000; 2015-11-19 17:06:51.692000; 2015-11-19 17:06:52.156000; 2015-11-19 19:00:00.103000; 2015-11-19 19:02:18.047000; 2015-11-19 19:02:18.130000; cycle_1; md_step
unit.001580; 2015-11-19 17:04:59.810000; 2015-11-19 17:06:51.334000; 2015-11-19 17:06:52.148000; 2015-11-19 18:59:42.504000; 2015-11-19 19:02:01.567000; 2015-11-19 19:02:01.605000; cycle_1; md_step
unit.001583; 2015-11-19 17:04:59.812000; 2015-11-19 17:06:52.098000; 2015-11-19 17:06:52.422000; 2015-11-19 19:01:22.226000; 2015-11-19 19:03:40.061000; 2015-11-19 19:03:40.161000; cycle_1; md_step
unit.001582; 2015-11-19 17:04:59.811000; 2015-11-19 17:06:51.737000; 2015-11-19 17:06:52.161000; 2015-11-19 19:01:19.425000; 2015-11-19 19:03:37.775000; 2015-11-19 19:03:37.796000; cycle_1; md_step
unit.001589; 2015-11-19 17:04:59.816000; 2015-11-19 17:06:52.930000; 2015-11-19 17:06:53.564000; 2015-11-19 19:01:42.513000; 2015-11-19 19:04:01.002000; 2015-11-19 19:04:01.048000; cycle_1; md_step
