uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 1, sim, 2015-10-09 18:16:08.814000, 2015-10-09 18:16:14.153000, 2015-10-09 18:16:14.421000, 2015-10-09 18:16:14.552000, 2015-10-09 18:16:24.815000, 2015-10-09 18:16:26.441000
unit.000001, 1, sim, 2015-10-09 18:16:08.816000, 2015-10-09 18:16:14.106000, 2015-10-09 18:16:14.407000, 2015-10-09 18:16:14.483000, 2015-10-09 18:16:24.508000, 2015-10-09 18:16:26.388000
unit.000002, 1, sim, 2015-10-09 18:16:08.832000, 2015-10-09 18:16:14.182000, 2015-10-09 18:16:14.429000, 2015-10-09 18:16:14.588000, 2015-10-09 18:16:24.814000, 2015-10-09 18:16:26.432000
unit.000003, 1, sim, 2015-10-09 18:16:08.846000, 2015-10-09 18:16:14.126000, 2015-10-09 18:16:14.413000, 2015-10-09 18:16:14.509000, 2015-10-09 18:16:24.506000, 2015-10-09 18:16:26.380000
unit.000004, 1, sim, 2015-10-09 18:16:08.848000, 2015-10-09 18:16:14.063000, 2015-10-09 18:16:14.393000, 2015-10-09 18:16:14.421000, 2015-10-09 18:16:25.022000, 2015-10-09 18:16:26.493000
unit.000005, 1, sim, 2015-10-09 18:16:08.849000, 2015-10-09 18:16:14.223000, 2015-10-09 18:16:14.444000, 2015-10-09 18:16:14.678000, 2015-10-09 18:16:25.725000, 2015-10-09 18:16:27.503000
unit.000006, 1, sim, 2015-10-09 18:16:08.866000, 2015-10-09 18:16:14.167000, 2015-10-09 18:16:14.426000, 2015-10-09 18:16:14.570000, 2015-10-09 18:16:25.928000, 2015-10-09 18:16:27.506000
unit.000007, 1, sim, 2015-10-09 18:16:08.868000, 2015-10-09 18:16:14.201000, 2015-10-09 18:16:14.435000, 2015-10-09 18:16:14.614000, 2015-10-09 18:16:24.918000, 2015-10-09 18:16:26.462000
unit.000008, 1, sim, 2015-10-09 18:16:08.886000, 2015-10-09 18:16:14.080000, 2015-10-09 18:16:14.397000, 2015-10-09 18:16:14.439000, 2015-10-09 18:16:24.609000, 2015-10-09 18:16:26.394000
unit.000009, 1, sim, 2015-10-09 18:16:08.887000, 2015-10-09 18:16:14.081000, 2015-10-09 18:16:14.399000, 2015-10-09 18:16:14.448000, 2015-10-09 18:16:24.710000, 2015-10-09 18:16:26.431000
unit.000010, 1, sim, 2015-10-09 18:16:08.889000, 2015-10-09 18:16:14.095000, 2015-10-09 18:16:14.403000, 2015-10-09 18:16:14.465000, 2015-10-09 18:16:24.507000, 2015-10-09 18:16:26.384000
unit.000011, 1, sim, 2015-10-09 18:16:08.911000, 2015-10-09 18:16:14.102000, 2015-10-09 18:16:14.405000, 2015-10-09 18:16:14.474000, 2015-10-09 18:16:24.504000, 2015-10-09 18:16:26.376000
unit.000012, 1, sim, 2015-10-09 18:16:08.924000, 2015-10-09 18:16:14.114000, 2015-10-09 18:16:14.409000, 2015-10-09 18:16:14.491000, 2015-10-09 18:16:24.505000, 2015-10-09 18:16:26.378000
unit.000013, 1, sim, 2015-10-09 18:16:08.930000, 2015-10-09 18:16:14.117000, 2015-10-09 18:16:14.410000, 2015-10-09 18:16:14.500000, 2015-10-09 18:16:24.812000, 2015-10-09 18:16:26.420000
unit.000014, 1, sim, 2015-10-09 18:16:08.932000, 2015-10-09 18:16:14.135000, 2015-10-09 18:16:14.416000, 2015-10-09 18:16:14.527000, 2015-10-09 18:16:24.506000, 2015-10-09 18:16:26.382000
unit.000015, 1, sim, 2015-10-09 18:16:08.947000, 2015-10-09 18:16:14.147000, 2015-10-09 18:16:14.420000, 2015-10-09 18:16:14.544000, 2015-10-09 18:16:25.927000, 2015-10-09 18:16:27.506000
unit.000016, 1, sim, 2015-10-09 18:16:08.949000, 2015-10-09 18:16:14.163000, 2015-10-09 18:16:14.424000, 2015-10-09 18:16:14.561000, 2015-10-09 18:16:26.029000, 2015-10-09 18:16:27.508000
unit.000017, 1, sim, 2015-10-09 18:16:08.967000, 2015-10-09 18:16:14.173000, 2015-10-09 18:16:14.428000, 2015-10-09 18:16:14.579000, 2015-10-09 18:16:24.917000, 2015-10-09 18:16:26.457000
unit.000018, 1, sim, 2015-10-09 18:16:08.968000, 2015-10-09 18:16:14.191000, 2015-10-09 18:16:14.431000, 2015-10-09 18:16:14.596000, 2015-10-09 18:16:24.816000, 2015-10-09 18:16:26.451000
unit.000019, 1, sim, 2015-10-09 18:16:08.983000, 2015-10-09 18:16:14.210000, 2015-10-09 18:16:14.438000, 2015-10-09 18:16:14.638000, 2015-10-09 18:16:25.624000, 2015-10-09 18:16:27.501000
unit.000020, 1, sim, 2015-10-09 18:16:08.994000, 2015-10-09 18:16:14.218000, 2015-10-09 18:16:14.442000, 2015-10-09 18:16:14.655000, 2015-10-09 18:16:26.029000, 2015-10-09 18:16:27.511000
unit.000021, 1, sim, 2015-10-09 18:16:08.996000, 2015-10-09 18:16:14.227000, 2015-10-09 18:16:14.624000, 2015-10-09 18:16:14.689000, 2015-10-09 18:16:24.814000, 2015-10-09 18:16:26.438000
unit.000022, 1, sim, 2015-10-09 18:16:08.997000, 2015-10-09 18:16:14.055000, 2015-10-09 18:16:14.391000, 2015-10-09 18:16:14.412000, 2015-10-09 18:16:25.020000, 2015-10-09 18:16:26.483000
