uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1463638485.51, 1463638492.19, 1463638492.19, 1463638502.12, 1463638502.13, 1463638507.15, 1463638507.16,1463638532.49, 1463638645.4, 1463638645.41, 1463638645.64, 1463638646.82, 1463638646.85
unit.000001, 1, sim, 1463638485.51, 1463638496.26, 1463638496.26, 1463638506.0, 1463638506.01, 1463638528.41, 1463638528.42,1463638575.98, 1463638691.61, 1463638691.62, 1463638691.68, 1463638692.56, 1463638692.59
unit.000002, 1, sim, 1463638485.51, 1463638489.0, 1463638489.0, 1463638498.33, 1463638498.34, 1463638498.49, 1463638498.51,1463638499.02, 1463638613.9, 1463638613.92, 1463638614.0, 1463638614.8, 1463638614.83
unit.000003, 1, sim, 1463638485.52, 1463638489.12, 1463638489.12, 1463638498.4, 1463638498.42, 1463638498.65, 1463638498.67,1463638500.6, 1463638613.6, 1463638613.65, 1463638613.69, 1463638614.86, 1463638614.89
unit.000004, 1, sim, 1463638485.52, 1463638489.18, 1463638489.18, 1463638498.5, 1463638498.52, 1463638498.77, 1463638498.83,1463638501.57, 1463638617.92, 1463638617.93, 1463638617.99, 1463638619.42, 1463638619.45
unit.000005, 1, sim, 1463638485.52, 1463638489.24, 1463638489.24, 1463638498.59, 1463638498.6, 1463638498.89, 1463638498.92,1463638502.09, 1463638614.02, 1463638614.05, 1463638614.11, 1463638614.94, 1463638614.97
unit.000006, 1, sim, 1463638485.52, 1463638489.36, 1463638489.36, 1463638498.72, 1463638498.74, 1463638499.12, 1463638499.13,1463638503.2, 1463638613.61, 1463638613.7, 1463638613.78, 1463638615.0, 1463638615.03
unit.000007, 1, sim, 1463638485.52, 1463638489.53, 1463638489.53, 1463638498.87, 1463638498.9, 1463638499.65, 1463638499.68,1463638506.16, 1463638615.59, 1463638615.62, 1463638615.65, 1463638617.24, 1463638617.27
unit.000008, 1, sim, 1463638485.52, 1463638489.59, 1463638489.59, 1463638498.94, 1463638498.95, 1463638499.75, 1463638499.8,1463638506.28, 1463638616.17, 1463638616.18, 1463638616.26, 1463638617.28, 1463638617.31
unit.000009, 1, sim, 1463638485.52, 1463638489.65, 1463638489.65, 1463638499.01, 1463638499.03, 1463638499.93, 1463638499.95,1463638506.71, 1463638620.7, 1463638620.72, 1463638620.79, 1463638621.84, 1463638621.87
unit.000010, 1, sim, 1463638485.52, 1463638489.76, 1463638489.76, 1463638499.11, 1463638499.14, 1463638500.14, 1463638500.16,1463638506.85, 1463638620.62, 1463638620.63, 1463638620.64, 1463638621.9, 1463638621.93
unit.000011, 1, sim, 1463638485.52, 1463638489.89, 1463638489.89, 1463638499.25, 1463638499.28, 1463638500.65, 1463638500.69,1463638507.14, 1463638622.76, 1463638622.77, 1463638622.83, 1463638624.08, 1463638624.11
unit.000012, 1, sim, 1463638485.52, 1463638490.01, 1463638490.01, 1463638499.59, 1463638499.6, 1463638500.86, 1463638500.9,1463638507.36, 1463638621.43, 1463638621.48, 1463638621.64, 1463638622.97, 1463638623.0
unit.000013, 1, sim, 1463638485.52, 1463638490.12, 1463638490.12, 1463638499.7, 1463638499.72, 1463638501.14, 1463638501.17,1463638509.04, 1463638626.98, 1463638626.99, 1463638627.03, 1463638628.6, 1463638628.63
unit.000014, 1, sim, 1463638485.52, 1463638490.3, 1463638490.3, 1463638499.84, 1463638499.87, 1463638501.64, 1463638501.69,1463638510.54, 1463638628.0, 1463638628.02, 1463638628.05, 1463638628.69, 1463638628.72
unit.000015, 1, sim, 1463638485.52, 1463638490.42, 1463638490.42, 1463638499.97, 1463638499.99, 1463638501.91, 1463638501.94,1463638511.98, 1463638627.18, 1463638627.19, 1463638627.25, 1463638628.66, 1463638628.69
