uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446320424.11, 1446320424.74, 1446320434.78, 1446320434.98, 1446320436.61, 1446320437.77
unit.000001, 1, sim, 1446320457.21, 1446320464.69, 1446320515.04, 1446323386.47, 1446323578.81, 1446323580.74
unit.000002, 1, sim, 1446320457.21, 1446320464.66, 1446320511.36, 1446323189.49, 1446323382.84, 1446323384.07
unit.000003, 1, sim, 1446320457.21, 1446320464.33, 1446320486.23, 1446321660.41, 1446321855.84, 1446321857.25
unit.000004, 1, sim, 1446320457.21, 1446320464.47, 1446320499.92, 1446322589.39, 1446322781.82, 1446322783.65
unit.000005, 1, sim, 1446320457.21, 1446320464.46, 1446320499.1, 1446322426.79, 1446322619.24, 1446322620.32
unit.000006, 1, sim, 1446320457.22, 1446320464.92, 1446320521.17, 1446323768.6, 1446323961.14, 1446323962.73
unit.000007, 1, sim, 1446320457.22, 1446320464.92, 1446320521.6, 1446323772.12, 1446323965.55, 1446323966.77
unit.000008, 1, sim, 1446320457.22, 1446320465.02, 1446320523.0, 1446323943.05, 1446324135.74, 1446324137.83
unit.000009, 1, sim, 1446320457.22, 1446320465.03, 1446320524.23, 1446323958.56, 1446324155.89, 1446324157.41
unit.000010, 1, sim, 1446320457.22, 1446320464.86, 1446320517.07, 1446323566.99, 1446323759.27, 1446323760.47
unit.000011, 1, sim, 1446320457.22, 1446320464.91, 1446320520.76, 1446323761.69, 1446323956.53, 1446323958.0
unit.000012, 1, sim, 1446320457.23, 1446320465.05, 1446320526.88, 1446324147.02, 1446324339.72, 1446324341.04
unit.000013, 1, sim, 1446320457.23, 1446320465.44, 1446320558.3, 1446331296.12, 1446331488.97, 1446331490.57
unit.000014, 1, sim, 1446320457.23, 1446320465.06, 1446320528.51, 1446324166.24, 1446324362.88, 1446324365.06
unit.000015, 1, sim, 1446320457.23, 1446320465.13, 1446320534.65, 1446324544.33, 1446330129.64, 1446330130.51
unit.000016, 1, sim, 1446320457.23, 1446320465.18, 1446320539.94, 1446330320.4, 1446330511.04, 1446330511.83
unit.000017, 1, sim, 1446320457.23, 1446320465.08, 1446320529.94, 1446324337.24, 1446324531.07, 1446324532.54
unit.000018, 1, sim, 1446320457.24, 1446320465.27, 1446320547.28, 1446330703.6, 1446330894.87, 1446330896.46
unit.000019, 1, sim, 1446320457.24, 1446320465.37, 1446320550.56, 1446330895.13, 1446331086.4, 1446331088.04
unit.000020, 1, sim, 1446320457.24, 1446320465.37, 1446320550.8, 1446330895.66, 1446331087.11, 1446331089.1
unit.000021, 1, sim, 1446320457.24, 1446320465.38, 1446320551.36, 1446330899.57, 1446331092.13, 1446331093.27
unit.000022, 1, sim, 1446320457.24, 1446320465.38, 1446320551.98, 1446330914.72, 1446331107.56, 1446331108.77
unit.000023, 1, sim, 1446320457.24, 1446320465.39, 1446320552.38, 1446330940.86, 1446331137.41, 1446331138.74
unit.000024, 1, sim, 1446320457.25, 1446320465.39, 1446320553.0, 1446331085.92, 1446331277.35, 1446331278.46
unit.000025, 1, sim, 1446320457.25, 1446320465.4, 1446320553.86, 1446331087.22, 1446331278.46, 1446331279.48
unit.000026, 1, sim, 1446320457.25, 1446320465.41, 1446320554.64, 1446331092.24, 1446331285.28, 1446331286.67
unit.000027, 1, sim, 1446320457.25, 1446320465.41, 1446320555.65, 1446331137.53, 1446331331.88, 1446331333.01
unit.000028, 1, sim, 1446320457.25, 1446320465.42, 1446320556.07, 1446331277.26, 1446331468.9, 1446331470.69
