uid, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done
unit.002295, step_1, 2015-09-29 03:57:59.135000, 2015-09-29 03:58:00.640000, 2015-09-29 03:58:00.952000, 2015-09-29 03:58:01.310000, 2015-09-29 03:58:03.761000, 2015-09-29 03:58:04.703000
unit.002296, step_1, 2015-09-29 03:57:59.136000, 2015-09-29 03:58:00.621000, 2015-09-29 03:58:00.944000, 2015-09-29 03:58:01.208000, 2015-09-29 03:58:03.865000, 2015-09-29 03:58:04.710000
unit.002297, step_1, 2015-09-29 03:57:59.138000, 2015-09-29 03:58:00.673000, 2015-09-29 03:58:00.961000, 2015-09-29 03:58:01.460000, 2015-09-29 03:58:04.177000, 2015-09-29 03:58:05.738000
unit.002298, step_1, 2015-09-29 03:57:59.139000, 2015-09-29 03:58:00.586000, 2015-09-29 03:58:00.928000, 2015-09-29 03:58:01.054000, 2015-09-29 03:58:03.752000, 2015-09-29 03:58:04.687000
unit.002299, step_1, 2015-09-29 03:57:59.141000, 2015-09-29 03:58:00.692000, 2015-09-29 03:58:01.151000, 2015-09-29 03:58:01.587000, 2015-09-29 03:58:04.069000, 2015-09-29 03:58:05.718000
unit.002300, step_1, 2015-09-29 03:57:59.143000, 2015-09-29 03:58:00.631000, 2015-09-29 03:58:00.949000, 2015-09-29 03:58:01.278000, 2015-09-29 03:58:03.761000, 2015-09-29 03:58:04.701000
unit.002301, step_1, 2015-09-29 03:57:59.144000, 2015-09-29 03:58:00.656000, 2015-09-29 03:58:00.959000, 2015-09-29 03:58:01.408000, 2015-09-29 03:58:04.170000, 2015-09-29 03:58:05.718000
unit.002302, step_1, 2015-09-29 03:57:59.146000, 2015-09-29 03:58:00.647000, 2015-09-29 03:58:00.955000, 2015-09-29 03:58:01.335000, 2015-09-29 03:58:03.762000, 2015-09-29 03:58:04.703000
unit.002303, step_1, 2015-09-29 03:57:59.147000, 2015-09-29 03:58:00.677000, 2015-09-29 03:58:00.963000, 2015-09-29 03:58:01.482000, 2015-09-29 03:58:04.175000, 2015-09-29 03:58:05.735000
unit.002304, step_1, 2015-09-29 03:57:59.149000, 2015-09-29 03:58:00.592000, 2015-09-29 03:58:00.931000, 2015-09-29 03:58:01.078000, 2015-09-29 03:58:03.763000, 2015-09-29 03:58:04.705000
unit.002305, step_1, 2015-09-29 03:57:59.151000, 2015-09-29 03:58:00.636000, 2015-09-29 03:58:00.950000, 2015-09-29 03:58:01.287000, 2015-09-29 03:58:03.866000, 2015-09-29 03:58:04.711000
unit.002306, step_1, 2015-09-29 03:57:59.152000, 2015-09-29 03:58:00.654000, 2015-09-29 03:58:00.958000, 2015-09-29 03:58:01.400000, 2015-09-29 03:58:03.763000, 2015-09-29 03:58:04.704000
unit.002307, step_1, 2015-09-29 03:57:59.154000, 2015-09-29 03:58:00.581000, 2015-09-29 03:58:00.925000, 2015-09-29 03:58:01.031000, 2015-09-29 03:58:02.946000, 2015-09-29 03:58:03.681000
unit.002308, step_1, 2015-09-29 03:57:59.156000, 2015-09-29 03:58:00.569000, 2015-09-29 03:58:00.919000, 2015-09-29 03:58:00.983000, 2015-09-29 03:58:02.839000, 2015-09-29 03:58:03.672000
unit.002309, step_1, 2015-09-29 03:57:59.157000, 2015-09-29 03:58:00.573000, 2015-09-29 03:58:00.921000, 2015-09-29 03:58:00.999000, 2015-09-29 03:58:02.840000, 2015-09-29 03:58:03.672000
unit.002310, step_1, 2015-09-29 03:57:59.159000, 2015-09-29 03:58:00.623000, 2015-09-29 03:58:00.945000, 2015-09-29 03:58:01.216000, 2015-09-29 03:58:03.760000, 2015-09-29 03:58:04.701000
unit.002311, step_1, 2015-09-29 03:57:59.161000, 2015-09-29 03:58:00.608000, 2015-09-29 03:58:00.940000, 2015-09-29 03:58:01.166000, 2015-09-29 03:58:03.867000, 2015-09-29 03:58:04.713000
unit.002312, step_1, 2015-09-29 03:57:59.162000, 2015-09-29 03:58:00.564000, 2015-09-29 03:58:00.915000, 2015-09-29 03:58:00.959000, 2015-09-29 03:58:02.842000, 2015-09-29 03:58:03.677000
unit.002313, step_1, 2015-09-29 03:57:59.164000, 2015-09-29 03:58:00.684000, 2015-09-29 03:58:01.147000, 2015-09-29 03:58:01.542000, 2015-09-29 03:58:04.176000, 2015-09-29 03:58:05.736000
unit.002314, step_1, 2015-09-29 03:57:59.166000, 2015-09-29 03:58:00.606000, 2015-09-29 03:58:00.939000, 2015-09-29 03:58:01.149000, 2015-09-29 03:58:03.754000, 2015-09-29 03:58:04.691000
unit.002315, step_1, 2015-09-29 03:57:59.167000, 2015-09-29 03:58:00.585000, 2015-09-29 03:58:00.927000, 2015-09-29 03:58:01.046000, 2015-09-29 03:58:02.843000, 2015-09-29 03:58:03.677000
unit.002316, step_1, 2015-09-29 03:57:59.169000, 2015-09-29 03:58:00.629000, 2015-09-29 03:58:00.948000, 2015-09-29 03:58:01.270000, 2015-09-29 03:58:03.756000, 2015-09-29 03:58:04.694000
unit.002317, step_1, 2015-09-29 03:57:59.171000, 2015-09-29 03:58:00.661000, 2015-09-29 03:58:00.960000, 2015-09-29 03:58:01.416000, 2015-09-29 03:58:04.175000, 2015-09-29 03:58:05.734000
unit.002318, step_1, 2015-09-29 03:57:59.173000, 2015-09-29 03:58:00.577000, 2015-09-29 03:58:00.923000, 2015-09-29 03:58:01.015000, 2015-09-29 03:58:02.840000, 2015-09-29 03:58:03.673000
unit.002319, step_1, 2015-09-29 03:57:59.174000, 2015-09-29 03:57:59.664000, 2015-09-29 03:58:00.910000, 2015-09-29 03:58:00.923000, 2015-09-29 03:58:02.837000, 2015-09-29 03:58:03.668000
unit.002320, step_1, 2015-09-29 03:57:59.176000, 2015-09-29 03:58:00.559000, 2015-09-29 03:58:00.912000, 2015-09-29 03:58:00.941000, 2015-09-29 03:58:02.944000, 2015-09-29 03:58:03.679000
unit.002321, step_1, 2015-09-29 03:57:59.178000, 2015-09-29 03:58:00.652000, 2015-09-29 03:58:00.957000, 2015-09-29 03:58:01.392000, 2015-09-29 03:58:03.758000, 2015-09-29 03:58:04.696000
unit.002322, step_1, 2015-09-29 03:57:59.180000, 2015-09-29 03:58:00.571000, 2015-09-29 03:58:00.920000, 2015-09-29 03:58:00.991000, 2015-09-29 03:58:02.948000, 2015-09-29 03:58:03.684000
unit.002323, step_1, 2015-09-29 03:57:59.182000, 2015-09-29 03:58:00.651000, 2015-09-29 03:58:00.956000, 2015-09-29 03:58:01.384000, 2015-09-29 03:58:03.764000, 2015-09-29 03:58:04.708000
unit.002324, step_1, 2015-09-29 03:57:59.183000, 2015-09-29 03:58:00.643000, 2015-09-29 03:58:00.952000, 2015-09-29 03:58:01.318000, 2015-09-29 03:58:03.868000, 2015-09-29 03:58:04.714000
unit.002325, step_1, 2015-09-29 03:57:59.185000, 2015-09-29 03:58:00.675000, 2015-09-29 03:58:00.962000, 2015-09-29 03:58:01.473000, 2015-09-29 03:58:04.171000, 2015-09-29 03:58:05.720000
unit.002326, step_1, 2015-09-29 03:57:59.186000, 2015-09-29 03:58:00.639000, 2015-09-29 03:58:00.951000, 2015-09-29 03:58:01.302000, 2015-09-29 03:58:03.757000, 2015-09-29 03:58:04.694000
unit.002327, step_1, 2015-09-29 03:57:59.188000, 2015-09-29 03:58:00.616000, 2015-09-29 03:58:00.941000, 2015-09-29 03:58:01.183000, 2015-09-29 03:58:03.755000, 2015-09-29 03:58:04.692000
unit.002328, step_1, 2015-09-29 03:57:59.190000, 2015-09-29 03:58:00.693000, 2015-09-29 03:58:01.152000, 2015-09-29 03:58:01.610000, 2015-09-29 03:58:04.176000, 2015-09-29 03:58:05.738000
unit.002329, step_1, 2015-09-29 03:57:59.191000, 2015-09-29 03:58:00.604000, 2015-09-29 03:58:00.938000, 2015-09-29 03:58:01.141000, 2015-09-29 03:58:03.763000, 2015-09-29 03:58:04.706000
unit.002330, step_1, 2015-09-29 03:57:59.193000, 2015-09-29 03:58:00.627000, 2015-09-29 03:58:00.947000, 2015-09-29 03:58:01.262000, 2015-09-29 03:58:03.868000, 2015-09-29 03:58:04.714000
unit.002331, step_1, 2015-09-29 03:57:59.195000, 2015-09-29 03:58:00.679000, 2015-09-29 03:58:00.964000, 2015-09-29 03:58:01.502000, 2015-09-29 03:58:04.172000, 2015-09-29 03:58:05.723000
unit.002332, step_1, 2015-09-29 03:57:59.196000, 2015-09-29 03:58:00.644000, 2015-09-29 03:58:00.954000, 2015-09-29 03:58:01.326000, 2015-09-29 03:58:03.757000, 2015-09-29 03:58:04.696000
unit.002333, step_1, 2015-09-29 03:57:59.199000, 2015-09-29 03:58:00.617000, 2015-09-29 03:58:00.942000, 2015-09-29 03:58:01.191000, 2015-09-29 03:58:03.760000, 2015-09-29 03:58:04.700000
unit.002334, step_1, 2015-09-29 03:57:59.205000, 2015-09-29 03:58:00.625000, 2015-09-29 03:58:00.946000, 2015-09-29 03:58:01.224000, 2015-09-29 03:58:03.764000, 2015-09-29 03:58:04.707000
unit.002335, step_1, 2015-09-29 03:57:59.207000, 2015-09-29 03:58:00.597000, 2015-09-29 03:58:00.934000, 2015-09-29 03:58:01.103000, 2015-09-29 03:58:03.865000, 2015-09-29 03:58:04.709000
unit.002336, step_1, 2015-09-29 03:57:59.208000, 2015-09-29 03:58:00.590000, 2015-09-29 03:58:00.930000, 2015-09-29 03:58:01.071000, 2015-09-29 03:58:03.752000, 2015-09-29 03:58:04.687000
unit.002337, step_1, 2015-09-29 03:57:59.213000, 2015-09-29 03:58:00.688000, 2015-09-29 03:58:01.149000, 2015-09-29 03:58:01.570000, 2015-09-29 03:58:04.178000, 2015-09-29 03:58:05.746000
unit.002338, step_1, 2015-09-29 03:57:59.215000, 2015-09-29 03:58:00.619000, 2015-09-29 03:58:00.943000, 2015-09-29 03:58:01.199000, 2015-09-29 03:58:03.756000, 2015-09-29 03:58:04.693000
unit.002339, step_1, 2015-09-29 03:57:59.216000, 2015-09-29 03:58:00.579000, 2015-09-29 03:58:00.924000, 2015-09-29 03:58:01.023000, 2015-09-29 03:58:02.947000, 2015-09-29 03:58:03.683000
unit.002340, step_1, 2015-09-29 03:57:59.223000, 2015-09-29 03:58:00.593000, 2015-09-29 03:58:00.932000, 2015-09-29 03:58:01.087000, 2015-09-29 03:58:03.752000, 2015-09-29 03:58:04.689000
unit.002341, step_1, 2015-09-29 03:57:59.231000, 2015-09-29 03:57:59.659000, 2015-09-29 03:58:01.145000, 2015-09-29 03:58:01.526000, 2015-09-29 03:58:04.178000, 2015-09-29 03:58:05.752000
unit.002342, step_1, 2015-09-29 03:57:59.233000, 2015-09-29 03:58:00.690000, 2015-09-29 03:58:01.150000, 2015-09-29 03:58:01.578000, 2015-09-29 03:58:04.174000, 2015-09-29 03:58:05.729000
unit.002343, step_1, 2015-09-29 03:57:59.234000, 2015-09-29 03:58:00.566000, 2015-09-29 03:58:00.916000, 2015-09-29 03:58:00.966000, 2015-09-29 03:58:02.946000, 2015-09-29 03:58:03.682000
unit.002344, step_2, 2015-09-29 03:58:07.562000, 2015-09-29 03:58:08.738000, 2015-09-29 03:58:09.130000, 2015-09-29 03:58:09.216000, 2015-09-29 03:58:12.039000, 2015-09-29 03:58:18.199000
unit.002345, step_2, 2015-09-29 03:58:07.564000, 2015-09-29 03:58:08.804000, 2015-09-29 03:58:09.194000, 2015-09-29 03:58:09.738000, 2015-09-29 03:58:11.938000, 2015-09-29 03:58:34.159000
unit.002346, step_2, 2015-09-29 03:58:07.565000, 2015-09-29 03:58:08.801000, 2015-09-29 03:58:09.188000, 2015-09-29 03:58:09.699000, 2015-09-29 03:58:11.935000, 2015-09-29 03:58:32.761000
unit.002347, step_2, 2015-09-29 03:58:07.567000, 2015-09-29 03:58:08.751000, 2015-09-29 03:58:09.144000, 2015-09-29 03:58:09.317000, 2015-09-29 03:58:11.616000, 2015-09-29 03:58:21.706000
unit.002348, step_2, 2015-09-29 03:58:07.568000, 2015-09-29 03:58:08.714000, 2015-09-29 03:58:09.112000, 2015-09-29 03:58:09.129000, 2015-09-29 03:58:11.512000, 2015-09-29 03:58:13.672000
unit.002349, step_2, 2015-09-29 03:58:07.570000, 2015-09-29 03:58:08.787000, 2015-09-29 03:58:09.180000, 2015-09-29 03:58:09.630000, 2015-09-29 03:58:11.831000, 2015-09-29 03:58:30.609000
unit.002350, step_2, 2015-09-29 03:58:07.571000, 2015-09-29 03:58:08.732000, 2015-09-29 03:58:09.125000, 2015-09-29 03:58:09.191000, 2015-09-29 03:58:11.933000, 2015-09-29 03:58:17.238000
unit.002351, step_2, 2015-09-29 03:58:07.573000, 2015-09-29 03:58:08.740000, 2015-09-29 03:58:09.134000, 2015-09-29 03:58:09.240000, 2015-09-29 03:58:11.934000, 2015-09-29 03:58:19.090000
unit.002352, step_2, 2015-09-29 03:58:07.575000, 2015-09-29 03:58:08.768000, 2015-09-29 03:58:09.159000, 2015-09-29 03:58:09.476000, 2015-09-29 03:58:11.724000, 2015-09-29 03:58:25.655000
unit.002353, step_2, 2015-09-29 03:58:07.576000, 2015-09-29 03:58:08.825000, 2015-09-29 03:58:09.207000, 2015-09-29 03:58:09.920000, 2015-09-29 03:58:12.145000, 2015-09-29 03:58:38.118000
unit.002354, step_2, 2015-09-29 03:58:07.578000, 2015-09-29 03:58:08.796000, 2015-09-29 03:58:09.187000, 2015-09-29 03:58:09.679000, 2015-09-29 03:58:11.937000, 2015-09-29 03:58:32.393000
unit.002355, step_2, 2015-09-29 03:58:07.579000, 2015-09-29 03:58:08.766000, 2015-09-29 03:58:09.155000, 2015-09-29 03:58:09.441000, 2015-09-29 03:58:11.618000, 2015-09-29 03:58:24.770000
unit.002356, step_2, 2015-09-29 03:58:07.582000, 2015-09-29 03:58:08.744000, 2015-09-29 03:58:09.138000, 2015-09-29 03:58:09.258000, 2015-09-29 03:58:11.828000, 2015-09-29 03:58:19.999000
unit.002357, step_2, 2015-09-29 03:58:07.583000, 2015-09-29 03:58:08.811000, 2015-09-29 03:58:09.198000, 2015-09-29 03:58:09.795000, 2015-09-29 03:58:12.040000, 2015-09-29 03:58:35.446000
unit.002358, step_2, 2015-09-29 03:58:07.585000, 2015-09-29 03:58:08.774000, 2015-09-29 03:58:09.167000, 2015-09-29 03:58:09.535000, 2015-09-29 03:58:12.039000, 2015-09-29 03:58:27.428000
unit.002359, step_2, 2015-09-29 03:58:07.586000, 2015-09-29 03:58:08.784000, 2015-09-29 03:58:09.177000, 2015-09-29 03:58:09.603000, 2015-09-29 03:58:11.832000, 2015-09-29 03:58:29.714000
unit.002360, step_2, 2015-09-29 03:58:07.591000, 2015-09-29 03:58:08.719000, 2015-09-29 03:58:09.118000, 2015-09-29 03:58:09.156000, 2015-09-29 03:58:11.722000, 2015-09-29 03:58:15.458000
unit.002361, step_2, 2015-09-29 03:58:07.596000, 2015-09-29 03:58:08.734000, 2015-09-29 03:58:09.126000, 2015-09-29 03:58:09.200000, 2015-09-29 03:58:11.513000, 2015-09-29 03:58:17.309000
unit.002362, step_2, 2015-09-29 03:58:07.597000, 2015-09-29 03:58:08.826000, 2015-09-29 03:58:09.209000, 2015-09-29 03:58:09.938000, 2015-09-29 03:58:12.249000, 2015-09-29 03:58:38.610000
unit.002363, step_2, 2015-09-29 03:58:07.602000, 2015-09-29 03:58:08.728000, 2015-09-29 03:58:09.122000, 2015-09-29 03:58:09.173000, 2015-09-29 03:58:11.615000, 2015-09-29 03:58:16.350000
unit.002364, step_2, 2015-09-29 03:58:07.604000, 2015-09-29 03:58:08.829000, 2015-09-29 03:58:09.212000, 2015-09-29 03:58:09.977000, 2015-09-29 03:58:12.250000, 2015-09-29 03:58:39.501000
unit.002365, step_2, 2015-09-29 03:58:07.605000, 2015-09-29 03:58:08.823000, 2015-09-29 03:58:09.206000, 2015-09-29 03:58:09.889000, 2015-09-29 03:58:12.146000, 2015-09-29 03:58:37.721000
unit.002366, step_2, 2015-09-29 03:58:07.611000, 2015-09-29 03:58:08.754000, 2015-09-29 03:58:09.147000, 2015-09-29 03:58:09.365000, 2015-09-29 03:58:11.617000, 2015-09-29 03:58:22.598000
unit.002367, step_2, 2015-09-29 03:58:07.613000, 2015-09-29 03:58:08.778000, 2015-09-29 03:58:09.169000, 2015-09-29 03:58:09.545000, 2015-09-29 03:58:11.934000, 2015-09-29 03:58:27.945000
unit.002368, step_2, 2015-09-29 03:58:07.618000, 2015-09-29 03:58:08.834000, 2015-09-29 03:58:09.215000, 2015-09-29 03:58:10.030000, 2015-09-29 03:58:12.250000, 2015-09-29 03:58:40.384000
unit.002369, step_2, 2015-09-29 03:58:07.620000, 2015-09-29 03:58:08.760000, 2015-09-29 03:58:09.151000, 2015-09-29 03:58:09.409000, 2015-09-29 03:58:11.617000, 2015-09-29 03:58:23.486000
unit.002370, step_2, 2015-09-29 03:58:07.621000, 2015-09-29 03:58:08.772000, 2015-09-29 03:58:09.165000, 2015-09-29 03:58:09.520000, 2015-09-29 03:58:11.831000, 2015-09-29 03:58:27.060000
unit.002371, step_2, 2015-09-29 03:58:07.626000, 2015-09-29 03:58:08.771000, 2015-09-29 03:58:09.163000, 2015-09-29 03:58:09.508000, 2015-09-29 03:58:11.725000, 2015-09-29 03:58:26.544000
unit.002372, step_2, 2015-09-29 03:58:07.628000, 2015-09-29 03:58:08.750000, 2015-09-29 03:58:09.142000, 2015-09-29 03:58:09.298000, 2015-09-29 03:58:11.619000, 2015-09-29 03:58:20.894000
unit.002373, step_2, 2015-09-29 03:58:07.638000, 2015-09-29 03:58:08.801000, 2015-09-29 03:58:09.190000, 2015-09-29 03:58:09.711000, 2015-09-29 03:58:11.937000, 2015-09-29 03:58:33.276000
unit.002374, step_2, 2015-09-29 03:58:07.639000, 2015-09-29 03:58:08.842000, 2015-09-29 03:58:09.228000, 2015-09-29 03:58:10.078000, 2015-09-29 03:58:12.453000, 2015-09-29 03:58:41.690000
unit.002375, step_2, 2015-09-29 03:58:07.641000, 2015-09-29 03:58:08.730000, 2015-09-29 03:58:09.123000, 2015-09-29 03:58:09.182000, 2015-09-29 03:58:11.827000, 2015-09-29 03:58:16.413000
unit.002376, step_2, 2015-09-29 03:58:07.643000, 2015-09-29 03:58:08.795000, 2015-09-29 03:58:09.185000, 2015-09-29 03:58:09.669000, 2015-09-29 03:58:11.935000, 2015-09-29 03:58:31.866000
unit.002377, step_2, 2015-09-29 03:58:07.644000, 2015-09-29 03:58:08.823000, 2015-09-29 03:58:09.204000, 2015-09-29 03:58:09.865000, 2015-09-29 03:58:12.144000, 2015-09-29 03:58:37.216000
unit.002378, step_2, 2015-09-29 03:58:07.650000, 2015-09-29 03:58:08.782000, 2015-09-29 03:58:09.174000, 2015-09-29 03:58:09.577000, 2015-09-29 03:58:11.831000, 2015-09-29 03:58:28.828000
unit.002379, step_2, 2015-09-29 03:58:07.651000, 2015-09-29 03:58:08.833000, 2015-09-29 03:58:09.213000, 2015-09-29 03:58:10.007000, 2015-09-29 03:58:12.248000, 2015-09-29 03:58:39.907000
unit.002380, step_2, 2015-09-29 03:58:07.659000, 2015-09-29 03:58:08.835000, 2015-09-29 03:58:09.216000, 2015-09-29 03:58:10.039000, 2015-09-29 03:58:12.755000, 2015-09-29 03:58:40.806000
unit.002381, step_2, 2015-09-29 03:58:07.661000, 2015-09-29 03:58:08.843000, 2015-09-29 03:58:09.230000, 2015-09-29 03:58:10.103000, 2015-09-29 03:58:12.554000, 2015-09-29 03:58:42.145000
unit.002382, step_2, 2015-09-29 03:58:07.662000, 2015-09-29 03:58:08.827000, 2015-09-29 03:58:09.211000, 2015-09-29 03:58:09.957000, 2015-09-29 03:58:12.248000, 2015-09-29 03:58:39.007000
unit.002383, step_2, 2015-09-29 03:58:07.664000, 2015-09-29 03:58:08.803000, 2015-09-29 03:58:09.192000, 2015-09-29 03:58:09.724000, 2015-09-29 03:58:11.936000, 2015-09-29 03:58:33.652000
unit.002384, step_2, 2015-09-29 03:58:07.667000, 2015-09-29 03:58:08.743000, 2015-09-29 03:58:09.136000, 2015-09-29 03:58:09.249000, 2015-09-29 03:58:12.145000, 2015-09-29 03:58:19.925000
unit.002385, step_2, 2015-09-29 03:58:07.673000, 2015-09-29 03:58:08.793000, 2015-09-29 03:58:09.184000, 2015-09-29 03:58:09.655000, 2015-09-29 03:58:11.829000, 2015-09-29 03:58:31.498000
unit.002386, step_2, 2015-09-29 03:58:07.677000, 2015-09-29 03:58:08.815000, 2015-09-29 03:58:09.201000, 2015-09-29 03:58:09.824000, 2015-09-29 03:58:12.040000, 2015-09-29 03:58:36.329000
unit.002387, step_2, 2015-09-29 03:58:07.678000, 2015-09-29 03:58:08.810000, 2015-09-29 03:58:09.197000, 2015-09-29 03:58:09.777000, 2015-09-29 03:58:12.247000, 2015-09-29 03:58:35.042000
unit.002388, step_2, 2015-09-29 03:58:07.680000, 2015-09-29 03:58:08.784000, 2015-09-29 03:58:09.175000, 2015-09-29 03:58:09.589000, 2015-09-29 03:58:11.829000, 2015-09-29 03:58:29.210000
unit.002389, step_2, 2015-09-29 03:58:07.686000, 2015-09-29 03:58:08.793000, 2015-09-29 03:58:09.182000, 2015-09-29 03:58:09.641000, 2015-09-29 03:58:11.936000, 2015-09-29 03:58:30.980000
unit.002390, step_2, 2015-09-29 03:58:07.688000, 2015-09-29 03:58:08.812000, 2015-09-29 03:58:09.200000, 2015-09-29 03:58:09.809000, 2015-09-29 03:58:12.041000, 2015-09-29 03:58:35.934000
unit.002391, step_2, 2015-09-29 03:58:07.693000, 2015-09-29 03:58:08.779000, 2015-09-29 03:58:09.171000, 2015-09-29 03:58:09.556000, 2015-09-29 03:58:11.828000, 2015-09-29 03:58:28.312000
unit.002392, step_2, 2015-09-29 03:58:07.695000, 2015-09-29 03:58:08.760000, 2015-09-29 03:58:09.149000, 2015-09-29 03:58:09.388000, 2015-09-29 03:58:11.724000, 2015-09-29 03:58:22.788000
unit.002393, step_2, 2015-09-29 03:58:07.696000, 2015-09-29 03:58:08.841000, 2015-09-29 03:58:09.225000, 2015-09-29 03:58:10.054000, 2015-09-29 03:58:12.248000, 2015-09-29 03:58:41.266000
unit.002394, step_2, 2015-09-29 03:58:07.703000, 2015-09-29 03:58:08.736000, 2015-09-29 03:58:09.128000, 2015-09-29 03:58:09.208000, 2015-09-29 03:58:12.143000, 2015-09-29 03:58:18.152000
unit.002395, step_2, 2015-09-29 03:58:07.704000, 2015-09-29 03:58:08.738000, 2015-09-29 03:58:09.132000, 2015-09-29 03:58:09.230000, 2015-09-29 03:58:11.723000, 2015-09-29 03:58:19.039000
unit.002396, step_2, 2015-09-29 03:58:07.709000, 2015-09-29 03:58:08.805000, 2015-09-29 03:58:09.195000, 2015-09-29 03:58:09.755000, 2015-09-29 03:58:12.041000, 2015-09-29 03:58:34.556000
unit.002397, step_2, 2015-09-29 03:58:07.711000, 2015-09-29 03:58:08.717000, 2015-09-29 03:58:09.116000, 2015-09-29 03:58:09.147000, 2015-09-29 03:58:11.827000, 2015-09-29 03:58:14.593000
unit.002398, step_2, 2015-09-29 03:58:07.713000, 2015-09-29 03:58:08.767000, 2015-09-29 03:58:09.157000, 2015-09-29 03:58:09.450000, 2015-09-29 03:58:11.619000, 2015-09-29 03:58:25.279000
unit.002399, step_2, 2015-09-29 03:58:07.714000, 2015-09-29 03:58:08.762000, 2015-09-29 03:58:09.153000, 2015-09-29 03:58:09.429000, 2015-09-29 03:58:11.725000, 2015-09-29 03:58:24.391000
unit.002400, step_2, 2015-09-29 03:58:07.716000, 2015-09-29 03:58:08.753000, 2015-09-29 03:58:09.145000, 2015-09-29 03:58:09.335000, 2015-09-29 03:58:11.621000, 2015-09-29 03:58:21.777000
unit.002401, step_2, 2015-09-29 03:58:07.717000, 2015-09-29 03:58:08.769000, 2015-09-29 03:58:09.161000, 2015-09-29 03:58:09.492000, 2015-09-29 03:58:11.620000, 2015-09-29 03:58:26.170000
unit.002402, step_2, 2015-09-29 03:58:07.719000, 2015-09-29 03:58:08.721000, 2015-09-29 03:58:09.119000, 2015-09-29 03:58:09.164000, 2015-09-29 03:58:11.830000, 2015-09-29 03:58:15.525000
unit.002403, step_2, 2015-09-29 03:58:07.721000, 2015-09-29 03:58:08.711000, 2015-09-29 03:58:09.109000, 2015-09-29 03:58:09.120000, 2015-09-29 03:58:11.722000, 2015-09-29 03:58:13.671000
