Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-06 12:11:25.774005; 2015-11-06 12:11:25.774033; 2.8e-05
cycle_1; pp_step_enmd_overhead; 2015-11-06 12:11:25.774005; 2015-11-06 12:11:25.774033; 2.8e-05
cycle_1; ex_step; 2015-11-06 12:10:19.546024; 2015-11-06 12:11:25.773455; 66.227431
cycle_1; ex_step_enmd_overhead; 2015-11-06 12:10:19.546024; 2015-11-06 12:10:20.150215; 0.604191
cycle_1; md_step; 2015-11-06 12:08:51.790763; 2015-11-06 12:10:19.545445; 87.754682
cycle_1; md_step_enmd_overhead; 2015-11-06 12:08:51.790763; 2015-11-06 12:08:52.504605; 0.713842
CU_ID; Scheduling; StagingInput; Allocating; Executing; AgentStagingOutputPending; Done; Cycle; Step;
unit.000168; 1446811821.17; 1446811828.95; 1446811834.77; 1446811835.01; 1446811836.95; 1446811839.0; cycle_1; ex_step
unit.000169; 1446811821.17; 1446811831.95; 1446811833.64; 1446811833.8; 1446811835.65; 1446811838.0; cycle_1; ex_step
unit.000164; 1446811821.16; 1446811825.76; 1446811827.69; 1446811827.89; 1446811829.73; 1446811834.81; cycle_1; ex_step
unit.000165; 1446811821.16; 1446811826.01; 1446811829.44; 1446811829.64; 1446811831.43; 1446811835.82; cycle_1; ex_step
unit.000166; 1446811821.16; 1446811827.06; 1446811829.64; 1446811829.84; 1446811831.94; 1446811835.91; cycle_1; ex_step
unit.000167; 1446811821.16; 1446811828.95; 1446811832.6; 1446811832.8; 1446811834.64; 1446811836.91; cycle_1; ex_step
unit.000160; 1446811821.15; 1446811823.68; 1446811825.24; 1446811825.44; 1446811827.22; 1446811832.53; cycle_1; ex_step
unit.000161; 1446811821.15; 1446811823.78; 1446811825.55; 1446811825.75; 1446811827.62; 1446811833.64; cycle_1; ex_step
unit.000162; 1446811821.16; 1446811824.68; 1446811826.38; 1446811826.58; 1446811828.83; 1446811833.7; cycle_1; ex_step
unit.000163; 1446811821.16; 1446811824.95; 1446811826.69; 1446811827.05; 1446811828.93; 1446811834.73; cycle_1; ex_step
unit.000173; 1446811821.17; 1446811835.24; 1446811836.79; 1446811836.99; 1446811838.9; 1446811841.17; cycle_1; ex_step
unit.000172; 1446811821.17; 1446811834.18; 1446811836.07; 1446811836.27; 1446811838.15; 1446811840.18; cycle_1; ex_step
unit.000171; 1446811821.17; 1446811834.16; 1446811835.87; 1446811836.07; 1446811837.95; 1446811840.08; cycle_1; ex_step
unit.000170; 1446811821.17; 1446811833.1; 1446811834.97; 1446811835.17; 1446811837.05; 1446811839.09; cycle_1; ex_step
unit.000177; 1446811821.18; 1446811837.39; 1446811839.03; 1446811839.23; 1446811841.07; 1446811843.37; cycle_1; ex_step
unit.000176; 1446811821.18; 1446811836.32; 1446811837.89; 1446811838.09; 1446811839.96; 1446811842.26; cycle_1; ex_step
unit.000175; 1446811821.18; 1446811836.3; 1446811838.2; 1446811838.4; 1446811840.26; 1446811842.37; cycle_1; ex_step
unit.000174; 1446811821.18; 1446811835.26; 1446811837.0; 1446811837.2; 1446811839.06; 1446811841.27; cycle_1; ex_step
unit.000179; 1446811821.19; 1446811838.45; 1446811840.17; 1446811840.37; 1446811842.27; 1446811844.47; cycle_1; ex_step
unit.000178; 1446811821.19; 1446811837.64; 1446811839.34; 1446811839.54; 1446811841.37; 1446811843.46; cycle_1; ex_step
unit.000106; 1446811821.07; 1446811850.4; 1446811852.1; 1446811852.31; 1446811854.11; 1446811856.59; cycle_1; ex_step
unit.000107; 1446811821.07; 1446811851.26; 1446811852.83; 1446811853.03; 1446811854.92; 1446811857.58; cycle_1; ex_step
unit.000104; 1446811821.07; 1446811849.34; 1446811851.08; 1446811851.28; 1446811853.11; 1446811855.5; cycle_1; ex_step
unit.000105; 1446811821.07; 1446811850.19; 1446811851.9; 1446811852.1; 1446811854.01; 1446811856.48; cycle_1; ex_step
