Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:11:02.754331; 2015-11-03 19:11:02.754346; 1.5e-05
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:11:02.754331; 2015-11-03 19:11:02.754346; 1.5e-05
cycle_1; ex_step; 2015-11-03 19:09:16.364244; 2015-11-03 19:11:02.745626; 106.381382
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:09:16.364244; 2015-11-03 19:09:17.223071; 0.858827
cycle_1; md_step; 2015-11-03 19:07:09.186049; 2015-11-03 19:09:16.363698; 127.177649
cycle_1; md_step_enmd_overhead; 2015-11-03 19:07:09.186049; 2015-11-03 19:07:10.280085; 1.094036
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000168; 1446577758.77; 1446577772.28; 1446577774.32; 1446577774.52; 1446577791.04; 1446577792.14; cycle_1; ex_step
unit.000169; 1446577758.77; 1446577839.48; 1446577842.78; 1446577843.23; 1446577859.0; 1446577860.1; cycle_1; ex_step
unit.000164; 1446577758.76; 1446577769.3; 1446577771.56; 1446577771.77; 1446577787.82; 1446577788.91; cycle_1; ex_step
unit.000165; 1446577758.76; 1446577770.67; 1446577772.74; 1446577772.99; 1446577789.85; 1446577790.96; cycle_1; ex_step
unit.000166; 1446577758.76; 1446577770.88; 1446577772.94; 1446577773.14; 1446577789.92; 1446577791.04; cycle_1; ex_step
unit.000167; 1446577758.77; 1446577772.09; 1446577774.0; 1446577774.21; 1446577790.96; 1446577792.08; cycle_1; ex_step
unit.000160; 1446577758.74; 1446577765.87; 1446577768.35; 1446577768.55; 1446577785.52; 1446577786.63; cycle_1; ex_step
unit.000161; 1446577758.75; 1446577767.53; 1446577769.65; 1446577769.86; 1446577785.69; 1446577786.82; cycle_1; ex_step
unit.000162; 1446577758.75; 1446577767.63; 1446577769.91; 1446577770.11; 1446577786.63; 1446577787.75; cycle_1; ex_step
unit.000163; 1446577758.75; 1446577769.03; 1446577771.25; 1446577771.45; 1446577787.75; 1446577788.84; cycle_1; ex_step
unit.000173; 1446577758.78; 1446577775.24; 1446577777.36; 1446577777.56; 1446577794.29; 1446577795.6; cycle_1; ex_step
unit.000172; 1446577758.78; 1446577775.04; 1446577777.04; 1446577777.29; 1446577794.19; 1446577795.29; cycle_1; ex_step
unit.000171; 1446577758.78; 1446577773.65; 1446577775.89; 1446577776.07; 1446577792.14; 1446577793.29; cycle_1; ex_step
unit.000170; 1446577758.78; 1446577773.47; 1446577775.62; 1446577775.82; 1446577792.08; 1446577793.18; cycle_1; ex_step
unit.000177; 1446577758.8; 1446577778.07; 1446577780.24; 1446577780.44; 1446577797.48; 1446577798.57; cycle_1; ex_step
unit.000176; 1446577758.8; 1446577777.87; 1446577780.08; 1446577780.23; 1446577796.6; 1446577797.75; cycle_1; ex_step
unit.000175; 1446577758.79; 1446577776.69; 1446577778.73; 1446577778.93; 1446577796.39; 1446577797.48; cycle_1; ex_step
unit.000174; 1446577758.79; 1446577776.48; 1446577778.53; 1446577778.77; 1446577795.29; 1446577796.38; cycle_1; ex_step
unit.000179; 1446577758.8; 1446577779.53; 1446577782.32; 1446577782.52; 1446577798.75; 1446577799.84; cycle_1; ex_step
unit.000178; 1446577758.8; 1446577779.34; 1446577782.19; 1446577782.32; 1446577798.57; 1446577799.66; cycle_1; ex_step
unit.000106; 1446577758.56; 1446577801.51; 1446577805.1; 1446577805.3; 1446577822.05; 1446577823.14; cycle_1; ex_step
unit.000107; 1446577758.57; 1446577801.87; 1446577805.58; 1446577805.78; 1446577822.29; 1446577823.46; cycle_1; ex_step
unit.000104; 1446577758.55; 1446577799.82; 1446577802.03; 1446577802.23; 1446577818.18; 1446577819.28; cycle_1; ex_step
unit.000105; 1446577758.56; 1446577799.96; 1446577802.52; 1446577802.72; 1446577818.94; 1446577820.05; cycle_1; ex_step
unit.000102; 1446577758.55; 1446577798.26; 1446577800.42; 1446577800.62; 1446577817.09; 1446577818.17; cycle_1; ex_step
unit.000103; 1446577758.55; 1446577798.41; 1446577800.68; 1446577800.88; 1446577817.85; 1446577818.94; cycle_1; ex_step
unit.000100; 1446577758.54; 1446577796.51; 1446577798.92; 1446577799.12; 1446577815.74; 1446577816.85; cycle_1; ex_step
unit.000101; 1446577758.54; 1446577796.59; 1446577799.12; 1446577799.32; 1446577815.96; 1446577817.09; cycle_1; ex_step
unit.000108; 1446577758.57; 1446577804.01; 1446577806.96; 1446577807.16; 1446577823.15; 1446577824.24; cycle_1; ex_step
unit.000109; 1446577758.57; 1446577805.04; 1446577807.27; 1446577807.47; 1446577824.24; 1446577825.35; cycle_1; ex_step
unit.000188; 1446577758.83; 1446577789.56; 1446577791.6; 1446577791.8; 1446577809.21; 1446577810.31; cycle_1; ex_step
unit.000189; 1446577758.84; 1446577790.11; 1446577792.1; 1446577792.3; 1446577809.3; 1446577810.43; cycle_1; ex_step
unit.000186; 1446577758.83; 1446577787.75; 1446577790.19; 1446577790.39; 1446577808.05; 1446577809.21; cycle_1; ex_step
unit.000187; 1446577758.83; 1446577788.33; 1446577790.76; 1446577790.96; 1446577808.19; 1446577809.3; cycle_1; ex_step
