# 80/80 smic, 6000 steps

step,probe,timestamp

allocate,start_time,2015-10-02 13:17:11.759108
allocate,stop_time,2015-10-02 13:17:17.351683
deallocate,start_time,2015-10-02 13:54:22.002766
deallocate,stop_time,2015-10-02 13:54:35.741291

#####

ENMD-core-t-inside cluster.run() call: 2015-10-02 17:17:17.352749
ENMD-core-timing-1: 5.602538
ENMD-appl-timing-0: 0.000353
ENMD-appl-timing-1: 0.000558
ENMD-core-t-before cluster.run() call: 2015-10-02 17:17:17.352530


####

Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-02 17:46:38.750714; 2015-10-02 17:46:38.751811; 0.001097
cycle_1; pp_step_enmd_overhead; 2015-10-02 17:46:38.750714; 2015-10-02 17:46:38.751811; 0.001097
cycle_1; ex_step; 2015-10-02 17:46:31.728197; 2015-10-02 17:46:38.750644; 7.022447
cycle_1; ex_step_enmd_overhead; 2015-10-02 17:46:31.728197; 2015-10-02 17:46:31.731677; 0.00348
cycle_1; md_step; 2015-10-02 17:44:02.791528; 2015-10-02 17:46:31.727891; 148.936363
cycle_1; md_step_enmd_overhead; 2015-10-02 17:44:02.791528; 2015-10-02 17:44:03.115887; 0.324359
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000080; 2015-10-02 17:46:31.736000; 2015-10-02 17:46:32.301000; 2015-10-02 17:46:31.368000; 2015-10-02 17:46:31.396000; 2015-10-02 17:46:34.951000; 2015-10-02 17:46:37.245000; cycle_1; ex_step
unit.000025; 2015-10-02 17:44:03.519000; 2015-10-02 17:44:07.887000; 2015-10-02 17:44:07.064000; 2015-10-02 17:44:07.074000; 2015-10-02 17:46:24.907000; 2015-10-02 17:46:24.933000; cycle_1; md_step
unit.000024; 2015-10-02 17:44:03.519000; 2015-10-02 17:44:08.143000; 2015-10-02 17:44:07.323000; 2015-10-02 17:44:07.331000; 2015-10-02 17:46:26.158000; 2015-10-02 17:46:26.182000; cycle_1; md_step
unit.000027; 2015-10-02 17:44:03.521000; 2015-10-02 17:44:09.743000; 2015-10-02 17:44:09.202000; 2015-10-02 17:44:09.447000; 2015-10-02 17:46:28.219000; 2015-10-02 17:46:28.242000; cycle_1; md_step
unit.000026; 2015-10-02 17:44:03.520000; 2015-10-02 17:44:08.742000; 2015-10-02 17:44:07.921000; 2015-10-02 17:44:07.971000; 2015-10-02 17:46:24.989000; 2015-10-02 17:46:25.048000; cycle_1; md_step
unit.000021; 2015-10-02 17:44:03.517000; 2015-10-02 17:44:09.699000; 2015-10-02 17:44:08.820000; 2015-10-02 17:44:09.151000; 2015-10-02 17:46:28.177000; 2015-10-02 17:46:28.199000; cycle_1; md_step
unit.000020; 2015-10-02 17:44:03.516000; 2015-10-02 17:44:07.990000; 2015-10-02 17:44:07.296000; 2015-10-02 17:44:07.317000; 2015-10-02 17:46:24.933000; 2015-10-02 17:46:24.958000; cycle_1; md_step
unit.000009; 2015-10-02 17:44:03.508000; 2015-10-02 17:44:08.441000; 2015-10-02 17:44:07.706000; 2015-10-02 17:44:07.771000; 2015-10-02 17:46:26.207000; 2015-10-02 17:46:26.234000; cycle_1; md_step
unit.000008; 2015-10-02 17:44:03.507000; 2015-10-02 17:44:08.255000; 2015-10-02 17:44:07.530000; 2015-10-02 17:44:07.555000; 2015-10-02 17:46:26.184000; 2015-10-02 17:46:26.207000; cycle_1; md_step
unit.000007; 2015-10-02 17:44:03.507000; 2015-10-02 17:44:08.089000; 2015-10-02 17:44:07.297000; 2015-10-02 17:44:07.317000; 2015-10-02 17:46:24.964000; 2015-10-02 17:46:24.998000; cycle_1; md_step
unit.000006; 2015-10-02 17:44:03.506000; 2015-10-02 17:44:10.154000; 2015-10-02 17:44:09.562000; 2015-10-02 17:44:09.621000; 2015-10-02 17:46:28.304000; 2015-10-02 17:46:28.325000; cycle_1; md_step
unit.000005; 2015-10-02 17:44:03.505000; 2015-10-02 17:44:07.875000; 2015-10-02 17:44:07.066000; 2015-10-02 17:44:07.076000; 2015-10-02 17:46:24.888000; 2015-10-02 17:46:24.911000; cycle_1; md_step
unit.000004; 2015-10-02 17:44:03.504000; 2015-10-02 17:44:08.113000; 2015-10-02 17:44:07.301000; 2015-10-02 17:44:07.317000; 2015-10-02 17:46:26.142000; 2015-10-02 17:46:26.163000; cycle_1; md_step
unit.000003; 2015-10-02 17:44:03.503000; 2015-10-02 17:44:09.970000; 2015-10-02 17:44:09.500000; 2015-10-02 17:44:09.584000; 2015-10-02 17:46:29.730000; 2015-10-02 17:46:29.754000; cycle_1; md_step
unit.000002; 2015-10-02 17:44:03.502000; 2015-10-02 17:44:09.812000; 2015-10-02 17:44:09.203000; 2015-10-02 17:44:09.449000; 2015-10-02 17:46:28.217000; 2015-10-02 17:46:28.244000; cycle_1; md_step
unit.000001; 2015-10-02 17:44:03.501000; 2015-10-02 17:44:09.653000; 2015-10-02 17:44:08.753000; 2015-10-02 17:44:09.150000; 2015-10-02 17:46:28.170000; 2015-10-02 17:46:28.194000; cycle_1; md_step
unit.000000; 2015-10-02 17:44:03.500000; 2015-10-02 17:44:07.796000; 2015-10-02 17:44:07.033000; 2015-10-02 17:44:07.070000; 2015-10-02 17:46:24.845000; 2015-10-02 17:46:24.868000; cycle_1; md_step
