# smic temp, 1280 replicas, 6000 steps

step,probe,timestamp

allocate,start_time,2015-11-15 19:30:48.650711
allocate,stop_time,2015-11-15 19:30:55.982871
deallocate,start_time,2015-11-15 21:41:36.047437
deallocate,stop_time,2015-11-15 21:42:12.760995


Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-16 02:33:03.401082; 2015-11-16 02:33:03.640759; 0.239677
cycle_1; pp_step_enmd_overhead; 2015-11-16 02:33:03.401082; 2015-11-16 02:33:03.640759; 0.239677
cycle_1; ex_step; 2015-11-16 02:32:40.576955; 2015-11-16 02:33:03.400985; 22.82403
cycle_1; ex_step_enmd_overhead; 2015-11-16 02:32:40.576955; 2015-11-16 02:32:40.581350; 0.004395
cycle_1; md_step; 2015-11-16 02:28:59.865035; 2015-11-16 02:32:40.571889; 220.706854
cycle_1; md_step_enmd_overhead; 2015-11-16 02:28:59.865035; 2015-11-16 02:29:03.583712; 3.718677
cycle_2; pp_step; 2015-11-16 02:37:14.506022; 2015-11-16 02:37:14.753285; 0.247263
cycle_2; pp_step_enmd_overhead; 2015-11-16 02:37:14.506022; 2015-11-16 02:37:14.753285; 0.247263
cycle_2; ex_step; 2015-11-16 02:36:51.252238; 2015-11-16 02:37:14.505942; 23.253704
cycle_2; ex_step_enmd_overhead; 2015-11-16 02:36:51.252238; 2015-11-16 02:36:51.255636; 0.003398
cycle_2; md_step; 2015-11-16 02:33:03.640784; 2015-11-16 02:36:51.246711; 227.605927
cycle_2; md_step_enmd_overhead; 2015-11-16 02:33:03.640784; 2015-11-16 02:33:08.363103; 4.722319
cycle_3; pp_step; 2015-11-16 02:41:35.644854; 2015-11-16 02:41:35.867397; 0.222543
cycle_3; pp_step_enmd_overhead; 2015-11-16 02:41:35.644854; 2015-11-16 02:41:35.867397; 0.222543
cycle_3; ex_step; 2015-11-16 02:41:11.779933; 2015-11-16 02:41:35.644772; 23.864839
cycle_3; ex_step_enmd_overhead; 2015-11-16 02:41:11.779933; 2015-11-16 02:41:11.783443; 0.00351
cycle_3; md_step; 2015-11-16 02:37:14.753309; 2015-11-16 02:41:11.774580; 237.021271
cycle_3; md_step_enmd_overhead; 2015-11-16 02:37:14.753309; 2015-11-16 02:37:19.812303; 5.058994
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.001280; 2015-11-16 02:32:40.588000; 2015-11-16 02:32:41.728000; 2015-11-16 02:32:42.087000; 2015-11-16 02:32:42.104000; 2015-11-16 02:32:59.333000; 2015-11-16 02:33:02.100000; cycle_1; ex_step
unit.000357; 2015-11-16 02:29:09.913000; 2015-11-16 02:29:39.390000; 2015-11-16 02:29:39.712000; 2015-11-16 02:29:39.734000; 2015-11-16 02:31:59.698000; 2015-11-16 02:31:59.747000; cycle_1; md_step
unit.000356; 2015-11-16 02:29:09.912000; 2015-11-16 02:29:39.249000; 2015-11-16 02:29:39.433000; 2015-11-16 02:29:39.466000; 2015-11-16 02:31:59.537000; 2015-11-16 02:31:59.577000; cycle_1; md_step
unit.000355; 2015-11-16 02:29:09.912000; 2015-11-16 02:29:39.026000; 2015-11-16 02:29:39.206000; 2015-11-16 02:29:39.244000; 2015-11-16 02:31:59.309000; 2015-11-16 02:31:59.350000; cycle_1; md_step
unit.000354; 2015-11-16 02:29:09.911000; 2015-11-16 02:29:38.842000; 2015-11-16 02:29:39.011000; 2015-11-16 02:29:39.039000; 2015-11-16 02:31:59.088000; 2015-11-16 02:31:59.127000; cycle_1; md_step
unit.000353; 2015-11-16 02:29:09.910000; 2015-11-16 02:29:38.727000; 2015-11-16 02:29:39.011000; 2015-11-16 02:29:39.051000; 2015-11-16 02:31:58.972000; 2015-11-16 02:31:58.996000; cycle_1; md_step
unit.000352; 2015-11-16 02:29:09.910000; 2015-11-16 02:29:38.641000; 2015-11-16 02:29:38.993000; 2015-11-16 02:29:39.031000; 2015-11-16 02:31:58.862000; 2015-11-16 02:31:58.897000; cycle_1; md_step
unit.000351; 2015-11-16 02:29:09.909000; 2015-11-16 02:29:38.516000; 2015-11-16 02:29:38.781000; 2015-11-16 02:29:38.810000; 2015-11-16 02:31:58.735000; 2015-11-16 02:31:58.761000; cycle_1; md_step
unit.000350; 2015-11-16 02:29:09.908000; 2015-11-16 02:29:38.432000; 2015-11-16 02:29:38.777000; 2015-11-16 02:29:38.799000; 2015-11-16 02:31:58.665000; 2015-11-16 02:31:58.694000; cycle_1; md_step
unit.000359; 2015-11-16 02:29:09.914000; 2015-11-16 02:29:39.602000; 2015-11-16 02:29:40.016000; 2015-11-16 02:29:40.050000; 2015-11-16 02:32:00.030000; 2015-11-16 02:32:00.068000; cycle_1; md_step
unit.000358; 2015-11-16 02:29:09.914000; 2015-11-16 02:29:39.533000; 2015-11-16 02:29:40.004000; 2015-11-16 02:29:40.028000; 2015-11-16 02:31:59.919000; 2015-11-16 02:31:59.952000; cycle_1; md_step
unit.001192; 2015-11-16 02:29:10.556000; 2015-11-16 02:29:50.838000; 2015-11-16 02:29:51.043000; 2015-11-16 02:29:51.077000; 2015-11-16 02:32:10.998000; 2015-11-16 02:32:11.031000; cycle_1; md_step
unit.000762; 2015-11-16 02:29:10.188000; 2015-11-16 02:29:42.115000; 2015-11-16 02:29:42.374000; 2015-11-16 02:29:42.405000; 2015-11-16 02:32:02.722000; 2015-11-16 02:32:02.745000; cycle_1; md_step
unit.000763; 2015-11-16 02:29:10.189000; 2015-11-16 02:29:41.915000; 2015-11-16 02:29:42.133000; 2015-11-16 02:29:42.160000; 2015-11-16 02:32:02.543000; 2015-11-16 02:32:02.573000; cycle_1; md_step
unit.000409; 2015-11-16 02:29:09.949000; 2015-11-16 02:29:35.694000; 2015-11-16 02:29:36.067000; 2015-11-16 02:29:36.096000; 2015-11-16 02:31:56.178000; 2015-11-16 02:31:56.213000; cycle_1; md_step
unit.000408; 2015-11-16 02:29:09.948000; 2015-11-16 02:29:52.334000; 2015-11-16 02:29:52.621000; 2015-11-16 02:29:52.653000; 2015-11-16 02:32:11.308000; 2015-11-16 02:32:11.350000; cycle_1; md_step
unit.000766; 2015-11-16 02:29:10.191000; 2015-11-16 02:30:04.751000; 2015-11-16 02:30:05.081000; 2015-11-16 02:30:05.106000; 2015-11-16 02:32:26.681000; 2015-11-16 02:32:26.705000; cycle_1; md_step
unit.000767; 2015-11-16 02:29:10.191000; 2015-11-16 02:29:57.854000; 2015-11-16 02:29:58.233000; 2015-11-16 02:29:58.263000; 2015-11-16 02:32:17.144000; 2015-11-16 02:32:17.168000; cycle_1; md_step
unit.000764; 2015-11-16 02:29:10.189000; 2015-11-16 02:30:10.668000; 2015-11-16 02:30:11.049000; 2015-11-16 02:30:11.135000; 2015-11-16 02:32:31.296000; 2015-11-16 02:32:31.325000; cycle_1; md_step
unit.000765; 2015-11-16 02:29:10.190000; 2015-11-16 02:30:07.909000; 2015-11-16 02:30:08.179000; 2015-11-16 02:30:08.215000; 2015-11-16 02:32:27.523000; 2015-11-16 02:32:27.562000; cycle_1; md_step
unit.000403; 2015-11-16 02:29:09.945000; 2015-11-16 02:30:05.217000; 2015-11-16 02:30:05.520000; 2015-11-16 02:30:05.548000; 2015-11-16 02:32:24.393000; 2015-11-16 02:32:24.417000; cycle_1; md_step
unit.000402; 2015-11-16 02:29:09.944000; 2015-11-16 02:29:40.604000; 2015-11-16 02:29:40.967000; 2015-11-16 02:29:41.014000; 2015-11-16 02:32:01.393000; 2015-11-16 02:32:01.414000; cycle_1; md_step
unit.000401; 2015-11-16 02:29:09.943000; 2015-11-16 02:29:39.789000; 2015-11-16 02:29:40.241000; 2015-11-16 02:29:40.268000; 2015-11-16 02:32:00.293000; 2015-11-16 02:32:00.529000; cycle_1; md_step
unit.000400; 2015-11-16 02:29:09.943000; 2015-11-16 02:29:38.902000; 2015-11-16 02:29:39.205000; 2015-11-16 02:29:39.242000; 2015-11-16 02:31:59.164000; 2015-11-16 02:31:59.206000; cycle_1; md_step
unit.000407; 2015-11-16 02:29:09.948000; 2015-11-16 02:30:10.862000; 2015-11-16 02:30:11.188000; 2015-11-16 02:30:11.244000; 2015-11-16 02:32:31.391000; 2015-11-16 02:32:31.414000; cycle_1; md_step
unit.000406; 2015-11-16 02:29:09.947000; 2015-11-16 02:29:38.091000; 2015-11-16 02:29:38.367000; 2015-11-16 02:29:38.401000; 2015-11-16 02:31:58.394000; 2015-11-16 02:31:58.421000; cycle_1; md_step
unit.000405; 2015-11-16 02:29:09.946000; 2015-11-16 02:29:33.361000; 2015-11-16 02:29:33.742000; 2015-11-16 02:29:33.759000; 2015-11-16 02:31:52.130000; 2015-11-16 02:31:52.174000; cycle_1; md_step
unit.000404; 2015-11-16 02:29:09.945000; 2015-11-16 02:30:10.792000; 2015-11-16 02:30:10.976000; 2015-11-16 02:30:11.063000; 2015-11-16 02:32:29.697000; 2015-11-16 02:32:29.723000; cycle_1; md_step
unit.000560; 2015-11-16 02:29:10.050000; 2015-11-16 02:29:46.611000; 2015-11-16 02:29:46.952000; 2015-11-16 02:29:46.979000; 2015-11-16 02:32:06.553000; 2015-11-16 02:32:06.583000; cycle_1; md_step
unit.000561; 2015-11-16 02:29:10.050000; 2015-11-16 02:30:10.540000; 2015-11-16 02:30:10.755000; 2015-11-16 02:30:10.787000; 2015-11-16 02:32:29.622000; 2015-11-16 02:32:29.645000; cycle_1; md_step
unit.000562; 2015-11-16 02:29:10.051000; 2015-11-16 02:29:33.149000; 2015-11-16 02:29:33.512000; 2015-11-16 02:29:33.528000; 2015-11-16 02:31:51.983000; 2015-11-16 02:31:52.022000; cycle_1; md_step
unit.000563; 2015-11-16 02:29:10.052000; 2015-11-16 02:29:41.410000; 2015-11-16 02:29:41.657000; 2015-11-16 02:29:41.691000; 2015-11-16 02:32:02.041000; 2015-11-16 02:32:02.073000; cycle_1; md_step
unit.000564; 2015-11-16 02:29:10.052000; 2015-11-16 02:29:42.049000; 2015-11-16 02:29:42.350000; 2015-11-16 02:29:42.382000; 2015-11-16 02:32:02.639000; 2015-11-16 02:32:02.663000; cycle_1; md_step
unit.000565; 2015-11-16 02:29:10.053000; 2015-11-16 02:29:48.715000; 2015-11-16 02:29:49.011000; 2015-11-16 02:29:49.050000; 2015-11-16 02:32:08.131000; 2015-11-16 02:32:08.157000; cycle_1; md_step
unit.000218; 2015-11-16 02:29:09.823000; 2015-11-16 02:29:52.521000; 2015-11-16 02:29:52.869000; 2015-11-16 02:29:52.910000; 2015-11-16 02:32:10.488000; 2015-11-16 02:32:10.518000; cycle_1; md_step
unit.000219; 2015-11-16 02:29:09.823000; 2015-11-16 02:29:52.643000; 2015-11-16 02:29:52.838000; 2015-11-16 02:29:52.894000; 2015-11-16 02:32:10.552000; 2015-11-16 02:32:10.599000; cycle_1; md_step
