Pilot wait= 2015-08-24 16:18:47.593381
Pilot active= 2015-08-24 16:21:08.646590
Preloop wait= 2015-08-24 16:21:09.122294
Preloop done= 2015-08-24 16:21:14.218316
Sims-1 wait= 2015-08-24 16:21:43.975051
Sims-1 done= 2015-08-24 16:21:56.738563
Sims-2 wait= 2015-08-24 16:22:26.532769
Sims-2 done= 2015-08-24 16:22:35.975257
Ana-1 wait= 2015-08-24 16:22:36.506216
Ana-1 done= 2015-08-24 16:22:40.583265
Ana-2 wait= 2015-08-24 16:22:41.051470
Ana-2 done= 2015-08-24 16:22:46.119918
Iter done= 2015-08-24 16:22:46.121927
Start= 2015-08-24 16:18:43.374145
Allocating= 2015-08-24 16:18:43.397461
Allocated= 2015-08-24 16:18:47.592108
Executing= 2015-08-24 16:18:47.592261
Deallocating= 2015-08-24 16:22:46.125230
Done= 2015-08-24 16:23:04.476470
