uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446664125.19, 1446664126.2, 1446664151.23, 1446664151.43, 1446664152.04, 1446664199.54
unit.000001, step_1, 1446664125.19, 1446664126.12, 1446664145.38, 1446664146.26, 1446664146.91, 1446664180.33
unit.000002, step_1, 1446664125.2, 1446664126.19, 1446664150.42, 1446664150.62, 1446664151.23, 1446664196.74
unit.000003, step_1, 1446664125.2, 1446664126.03, 1446664136.06, 1446664136.26, 1446664136.95, 1446664153.09
unit.000004, step_1, 1446664125.2, 1446664126.03, 1446664135.85, 1446664136.06, 1446664136.75, 1446664151.9
unit.000005, step_1, 1446664125.2, 1446664126.03, 1446664136.26, 1446664136.46, 1446664137.86, 1446664153.32
unit.000006, step_1, 1446664125.2, 1446664126.05, 1446664136.89, 1446664137.09, 1446664138.56, 1446664155.86
unit.000007, step_1, 1446664125.2, 1446664126.05, 1446664137.88, 1446664138.35, 1446664138.96, 1446664157.5
unit.000008, step_1, 1446664125.2, 1446664126.06, 1446664138.85, 1446664139.05, 1446664139.67, 1446664160.27
unit.000009, step_1, 1446664125.21, 1446664126.05, 1446664136.48, 1446664136.68, 1446664138.26, 1446664154.47
unit.000010, step_1, 1446664125.21, 1446664126.06, 1446664138.13, 1446664138.41, 1446664139.06, 1446664158.66
unit.000011, step_1, 1446664125.21, 1446664126.06, 1446664139.26, 1446664139.46, 1446664140.07, 1446664161.66
unit.000012, step_1, 1446664125.21, 1446664125.97, 1446664133.2, 1446664133.4, 1446664134.03, 1446664142.87
unit.000013, step_1, 1446664125.21, 1446664126.03, 1446664135.04, 1446664135.24, 1446664135.85, 1446664149.09
unit.000014, step_1, 1446664125.21, 1446664126.01, 1446664134.43, 1446664134.63, 1446664135.24, 1446664147.49
unit.000015, step_1, 1446664125.22, 1446664126.18, 1446664149.6, 1446664149.8, 1446664150.43, 1446664193.95
unit.000016, step_1, 1446664125.22, 1446664125.95, 1446664131.58, 1446664131.78, 1446664132.52, 1446664137.49
unit.000017, step_1, 1446664125.22, 1446664126.09, 1446664141.5, 1446664141.7, 1446664142.28, 1446664170.06
unit.000018, step_1, 1446664125.22, 1446664126.09, 1446664142.11, 1446664142.38, 1446664142.99, 1446664171.95
unit.000019, step_1, 1446664125.22, 1446664125.99, 1446664134.01, 1446664134.21, 1446664134.84, 1446664146.03
unit.000020, step_1, 1446664125.22, 1446664126.1, 1446664143.12, 1446664143.39, 1446664144.29, 1446664175.7
unit.000021, step_1, 1446664125.22, 1446664126.11, 1446664143.73, 1446664143.94, 1446664146.2, 1446664177.55
unit.000022, step_1, 1446664125.23, 1446664126.12, 1446664144.4, 1446664146.03, 1446664146.7, 1446664178.95
unit.000023, step_1, 1446664125.23, 1446664126.09, 1446664141.91, 1446664142.11, 1446664142.79, 1446664171.52
unit.000024, step_1, 1446664125.23, 1446664126.13, 1446664146.53, 1446664146.73, 1446664147.41, 1446664183.1
unit.000025, step_1, 1446664125.23, 1446664126.13, 1446664146.94, 1446664147.15, 1446664147.81, 1446664184.56
unit.000026, step_1, 1446664125.24, 1446664126.14, 1446664147.36, 1446664147.56, 1446664148.21, 1446664186.07
unit.000027, step_1, 1446664125.24, 1446664126.14, 1446664147.76, 1446664147.97, 1446664148.62, 1446664187.52
unit.000028, step_1, 1446664125.25, 1446664126.15, 1446664148.17, 1446664148.37, 1446664149.02, 1446664188.92
unit.000029, step_1, 1446664125.25, 1446664126.16, 1446664148.58, 1446664148.78, 1446664149.42, 1446664190.3
unit.000030, step_1, 1446664125.25, 1446664126.18, 1446664149.2, 1446664149.4, 1446664150.03, 1446664192.53
unit.000031, step_1, 1446664125.25, 1446664126.19, 1446664149.81, 1446664150.01, 1446664150.63, 1446664194.51
unit.000032, step_1, 1446664125.26, 1446664126.19, 1446664150.62, 1446664150.82, 1446664151.51, 1446664197.33
unit.000033, step_1, 1446664125.26, 1446664126.2, 1446664151.02, 1446664151.23, 1446664151.84, 1446664198.72
unit.000034, step_1, 1446664125.26, 1446664126.2, 1446664151.43, 1446664151.63, 1446664152.25, 1446664200.13
unit.000035, step_1, 1446664125.26, 1446664126.21, 1446664151.84, 1446664152.04, 1446664152.65, 1446664201.64
unit.000036, step_1, 1446664125.27, 1446664126.21, 1446664152.65, 1446664152.85, 1446664153.45, 1446664204.68
unit.000037, step_1, 1446664125.27, 1446664125.95, 1446664131.78, 1446664131.98, 1446664132.62, 1446664136.91
unit.000038, step_1, 1446664125.27, 1446664125.97, 1446664132.79, 1446664132.99, 1446664133.63, 1446664141.34
unit.000039, step_1, 1446664125.28, 1446664126.03, 1446664135.65, 1446664135.85, 1446664136.45, 1446664151.69
unit.000040, step_1, 1446664125.28, 1446664126.21, 1446664152.04, 1446664152.24, 1446664152.85, 1446664202.69
unit.000041, step_1, 1446664125.28, 1446664126.03, 1446664135.24, 1446664135.44, 1446664136.05, 1446664150.3
unit.000042, step_1, 1446664125.28, 1446664126.06, 1446664138.38, 1446664138.58, 1446664139.17, 1446664158.88
unit.000043, step_1, 1446664125.29, 1446664126.07, 1446664139.47, 1446664139.67, 1446664140.27, 1446664162.81
unit.000044, step_1, 1446664125.3, 1446664126.09, 1446664142.52, 1446664142.72, 1446664143.39, 1446664173.34
unit.000045, step_1, 1446664125.31, 1446664126.07, 1446664139.88, 1446664140.08, 1446664140.67, 1446664164.2
unit.000046, step_1, 1446664125.32, 1446664126.08, 1446664140.28, 1446664140.49, 1446664141.08, 1446664165.58
unit.000047, step_1, 1446664125.32, 1446664126.08, 1446664140.69, 1446664140.89, 1446664141.58, 1446664167.06
unit.000048, step_1, 1446664125.33, 1446664126.08, 1446664141.09, 1446664141.37, 1446664141.88, 1446664168.61
unit.000049, step_1, 1446664125.33, 1446664126.09, 1446664141.7, 1446664141.91, 1446664142.58, 1446664170.5
unit.000050, step_1, 1446664125.33, 1446664126.09, 1446664142.38, 1446664142.52, 1446664143.19, 1446664172.91
unit.000051, step_1, 1446664125.33, 1446664125.97, 1446664132.59, 1446664132.79, 1446664133.43, 1446664140.45
unit.000052, step_1, 1446664125.34, 1446664126.1, 1446664143.39, 1446664143.53, 1446664145.6, 1446664176.16
unit.000053, step_1, 1446664125.34, 1446664126.11, 1446664143.97, 1446664144.29, 1446664146.6, 1446664178.49
