uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1445651283.53, 1445651284.16, 1445651295.27, 1445651295.28, 1445651296.46, 1445651298.41
unit.000001, 1, sim, 1445651308.42, 1445651323.9, 1445651324.41, 1445651324.46, 1445651522.26, 1445651525.01
unit.000002, 1, sim, 1445651308.43, 1445651321.18, 1445651321.99, 1445651322.05, 1445651520.21, 1445651522.87
unit.000003, 1, sim, 1445651308.43, 1445651328.71, 1445651329.24, 1445651329.27, 1445651527.39, 1445651529.18
unit.000004, 1, sim, 1445651308.44, 1445651325.32, 1445651326.19, 1445651326.33, 1445651522.78, 1445651526.78
unit.000005, 1, sim, 1445651308.45, 1445651325.68, 1445651326.28, 1445651326.37, 1445651525.25, 1445651527.05
unit.000006, 1, sim, 1445651308.45, 1445651312.87, 1445651313.59, 1445651313.6, 1445651535.3, 1445651535.6
unit.000007, 1, sim, 1445651308.45, 1445651313.22, 1445651313.88, 1445651313.89, 1445651518.45, 1445651518.85
unit.000008, 1, sim, 1445651308.47, 1445651316.52, 1445651317.14, 1445651317.16, 1445651518.45, 1445651518.94
unit.000009, 1, sim, 1445651308.47, 1445651334.96, 1445651335.52, 1445651335.56, 1445651536.42, 1445651538.19
unit.000010, 1, sim, 1445651308.47, 1445651324.44, 1445651325.06, 1445651325.1, 1445651523.39, 1445651525.63
unit.000011, 1, sim, 1445651308.48, 1445651325.32, 1445651326.16, 1445651326.2, 1445651523.24, 1445651526.7
unit.000012, 1, sim, 1445651308.49, 1445651313.64, 1445651314.64, 1445651314.69, 1445651534.09, 1445651534.54
unit.000013, 1, sim, 1445651308.5, 1445651315.42, 1445651316.26, 1445651316.33, 1445651514.74, 1445651516.57
unit.000014, 1, sim, 1445651308.5, 1445651332.47, 1445651333.35, 1445651333.38, 1445651530.42, 1445651533.38
unit.000015, 1, sim, 1445651308.51, 1445651316.69, 1445651317.52, 1445651317.53, 1445651535.62, 1445651536.59
unit.000016, 1, sim, 1445651308.51, 1445651317.2, 1445651317.99, 1445651318.07, 1445651514.86, 1445651517.28
unit.000017, 1, sim, 1445651308.51, 1445651317.38, 1445651318.01, 1445651318.08, 1445651515.87, 1445651517.37
unit.000018, 1, sim, 1445651308.53, 1445651320.01, 1445651321.03, 1445651321.14, 1445651520.21, 1445651521.9
unit.000019, 1, sim, 1445651308.53, 1445651322.65, 1445651323.25, 1445651323.28, 1445651543.56, 1445651548.42
unit.000020, 1, sim, 1445651308.53, 1445651325.15, 1445651325.76, 1445651325.81, 1445651523.4, 1445651526.25
unit.000021, 1, sim, 1445651308.53, 1445651316.33, 1445651317.09, 1445651317.1, 1445651527.49, 1445651528.47
unit.000022, 1, sim, 1445651308.54, 1445651319.47, 1445651320.21, 1445651320.27, 1445651517.41, 1445651520.28
unit.000023, 1, sim, 1445651308.54, 1445651320.18, 1445651321.09, 1445651321.15, 1445651520.2, 1445651522.08
unit.000024, 1, sim, 1445651308.55, 1445651320.83, 1445651321.39, 1445651321.45, 1445651520.1, 1445651522.6
unit.000025, 1, sim, 1445651308.56, 1445651335.32, 1445651335.85, 1445651335.88, 1445651533.79, 1445651536.06
unit.000026, 1, sim, 1445651308.56, 1445651321.53, 1445651322.2, 1445651322.21, 1445651520.0, 1445651523.06
