uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1468423816.2, 1468423818.86, 1468423818.86, 1468423821.58, 1468423821.58, 1468423821.63, 1468423821.64,1468423821.82, 1468423833.23, 1468423833.44, 1468423833.45, 1468423834.34, 1468423834.44
unit.000001, 1, sim, 1468423816.2, 1468423823.82, 1468423823.82, 1468423825.22, 1468423825.22, 1468423825.22, 1468423825.23,1468423825.24, 1468423836.89, 1468423837.08, 1468423837.1, 1468423839.31, 1468423839.41
unit.000002, 1, sim, 1468423816.2, 1468423824.93, 1468423824.93, 1468423826.39, 1468423826.4, 1468423826.4, 1468423826.4,1468423826.4, 1468423838.43, 1468423838.77, 1468423838.78, 1468423840.38, 1468423840.49
unit.000003, 1, sim, 1468423816.2, 1468423826.12, 1468423826.12, 1468423827.57, 1468423827.58, 1468423827.58, 1468423827.58,1468423827.58, 1468423838.44, 1468423839.33, 1468423839.35, 1468423841.57, 1468423841.67
unit.000004, 1, sim, 1468423816.2, 1468423827.38, 1468423827.38, 1468423828.83, 1468423828.83, 1468423828.83, 1468423828.83,1468423828.84, 1468423840.46, 1468423840.49, 1468423840.5, 1468423842.86, 1468423842.97
unit.000005, 1, sim, 1468423816.2, 1468423819.98, 1468423819.98, 1468423821.68, 1468423821.68, 1468423821.68, 1468423821.68,1468423822.19, 1468423834.64, 1468423834.67, 1468423834.68, 1468423835.43, 1468423835.53
unit.000006, 1, sim, 1468423816.2, 1468423820.18, 1468423820.18, 1468423821.69, 1468423821.69, 1468423821.7, 1468423821.7,1468423822.26, 1468423834.54, 1468423834.62, 1468423834.63, 1468423835.62, 1468423835.72
unit.000007, 1, sim, 1468423816.2, 1468423830.95, 1468423830.95, 1468423832.34, 1468423832.34, 1468423832.34, 1468423832.35,1468423832.37, 1468423843.03, 1468423843.12, 1468423843.12, 1468423846.45, 1468423846.55
unit.000008, 1, sim, 1468423816.2, 1468423819.45, 1468423819.45, 1468423821.61, 1468423821.61, 1468423821.66, 1468423821.66,1468423822.03, 1468423833.24, 1468423833.52, 1468423833.53, 1468423834.94, 1468423835.04
unit.000009, 1, sim, 1468423816.2, 1468423820.65, 1468423820.65, 1468423821.96, 1468423821.96, 1468423821.96, 1468423821.96,1468423822.41, 1468423834.54, 1468423834.58, 1468423834.59, 1468423836.13, 1468423836.23
unit.000010, 1, sim, 1468423816.2, 1468423821.84, 1468423821.84, 1468423823.14, 1468423823.16, 1468423823.16, 1468423823.16,1468423823.24, 1468423835.15, 1468423835.17, 1468423835.19, 1468423837.33, 1468423837.43
unit.000011, 1, sim, 1468423816.2, 1468423823.02, 1468423823.02, 1468423824.32, 1468423824.32, 1468423824.33, 1468423824.33,1468423824.35, 1468423835.16, 1468423835.24, 1468423835.25, 1468423838.51, 1468423838.62
unit.000012, 1, sim, 1468423816.2, 1468423824.21, 1468423824.21, 1468423825.5, 1468423825.51, 1468423825.51, 1468423825.51,1468423825.53, 1468423836.87, 1468423836.93, 1468423836.95, 1468423839.7, 1468423839.8
unit.000013, 1, sim, 1468423816.2, 1468423821.56, 1468423821.56, 1468423822.84, 1468423822.85, 1468423822.85, 1468423822.85,1468423822.92, 1468423835.25, 1468423835.31, 1468423835.32, 1468423837.02, 1468423837.12
unit.000014, 1, sim, 1468423816.2, 1468423821.76, 1468423821.76, 1468423823.13, 1468423823.14, 1468423823.15, 1468423823.15,1468423823.15, 1468423835.16, 1468423835.26, 1468423835.26, 1468423837.21, 1468423837.32
unit.000015, 1, sim, 1468423816.2, 1468423821.96, 1468423821.96, 1468423823.43, 1468423823.44, 1468423823.44, 1468423823.44,1468423823.44, 1468423835.16, 1468423835.3, 1468423835.31, 1468423837.41, 1468423837.51
unit.000016, 1, sim, 1468423816.2, 1468423822.16, 1468423822.16, 1468423823.45, 1468423823.45, 1468423823.45, 1468423823.45,1468423823.5, 1468423835.15, 1468423835.19, 1468423835.2, 1468423837.61, 1468423837.71
unit.000017, 1, sim, 1468423816.2, 1468423822.36, 1468423822.36, 1468423823.73, 1468423823.73, 1468423823.73, 1468423823.73,1468423823.73, 1468423835.26, 1468423835.38, 1468423835.39, 1468423837.81, 1468423837.91
