uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 1, sim, 2015-10-09 18:02:11.756000, 2015-10-09 18:02:22.214000, 2015-10-09 18:02:22.503000, 2015-10-09 18:02:22.631000, 2015-10-09 18:02:33.742000, 2015-10-09 18:02:34.853000
unit.000001, 1, sim, 2015-10-09 18:02:11.759000, 2015-10-09 18:02:22.150000, 2015-10-09 18:02:22.481000, 2015-10-09 18:02:22.536000, 2015-10-09 18:02:32.730000, 2015-10-09 18:02:33.806000
unit.000002, 1, sim, 2015-10-09 18:02:11.763000, 2015-10-09 18:02:22.198000, 2015-10-09 18:02:22.497000, 2015-10-09 18:02:22.605000, 2015-10-09 18:02:32.833000, 2015-10-09 18:02:33.815000
unit.000003, 1, sim, 2015-10-09 18:02:11.765000, 2015-10-09 18:02:22.074000, 2015-10-09 18:02:22.236000, 2015-10-09 18:02:22.279000, 2015-10-09 18:02:32.524000, 2015-10-09 18:02:32.787000
unit.000004, 1, sim, 2015-10-09 18:02:11.769000, 2015-10-09 18:02:22.186000, 2015-10-09 18:02:22.493000, 2015-10-09 18:02:22.589000, 2015-10-09 18:02:33.740000, 2015-10-09 18:02:34.845000
unit.000005, 1, sim, 2015-10-09 18:02:11.784000, 2015-10-09 18:02:22.204000, 2015-10-09 18:02:22.499000, 2015-10-09 18:02:22.614000, 2015-10-09 18:02:33.741000, 2015-10-09 18:02:34.847000
unit.000006, 1, sim, 2015-10-09 18:02:11.785000, 2015-10-09 18:02:22.226000, 2015-10-09 18:02:22.505000, 2015-10-09 18:02:22.640000, 2015-10-09 18:02:33.537000, 2015-10-09 18:02:33.838000
unit.000007, 1, sim, 2015-10-09 18:02:11.788000, 2015-10-09 18:02:22.229000, 2015-10-09 18:02:22.508000, 2015-10-09 18:02:22.648000, 2015-10-09 18:02:32.834000, 2015-10-09 18:02:33.818000
unit.000008, 1, sim, 2015-10-09 18:02:11.798000, 2015-10-09 18:02:12.456000, 2015-10-09 18:02:22.847000, 2015-10-09 18:02:22.858000, 2015-10-09 18:02:32.835000, 2015-10-09 18:02:33.834000
unit.000009, 1, sim, 2015-10-09 18:02:11.804000, 2015-10-09 18:02:22.067000, 2015-10-09 18:02:22.232000, 2015-10-09 18:02:22.260000, 2015-10-09 18:02:31.616000, 2015-10-09 18:02:32.766000
unit.000010, 1, sim, 2015-10-09 18:02:11.817000, 2015-10-09 18:02:22.070000, 2015-10-09 18:02:22.235000, 2015-10-09 18:02:22.269000, 2015-10-09 18:02:32.523000, 2015-10-09 18:02:32.782000
unit.000011, 1, sim, 2015-10-09 18:02:11.819000, 2015-10-09 18:02:22.079000, 2015-10-09 18:02:22.238000, 2015-10-09 18:02:22.287000, 2015-10-09 18:02:31.617000, 2015-10-09 18:02:32.767000
unit.000012, 1, sim, 2015-10-09 18:02:11.827000, 2015-10-09 18:02:22.088000, 2015-10-09 18:02:22.240000, 2015-10-09 18:02:22.297000, 2015-10-09 18:02:32.626000, 2015-10-09 18:02:33.790000
unit.000013, 1, sim, 2015-10-09 18:02:11.829000, 2015-10-09 18:02:22.102000, 2015-10-09 18:02:22.243000, 2015-10-09 18:02:22.315000, 2015-10-09 18:02:32.627000, 2015-10-09 18:02:33.791000
unit.000014, 1, sim, 2015-10-09 18:02:11.835000, 2015-10-09 18:02:22.114000, 2015-10-09 18:02:22.471000, 2015-10-09 18:02:22.483000, 2015-10-09 18:02:32.422000, 2015-10-09 18:02:32.782000
unit.000015, 1, sim, 2015-10-09 18:02:11.836000, 2015-10-09 18:02:22.134000, 2015-10-09 18:02:22.475000, 2015-10-09 18:02:22.500000, 2015-10-09 18:02:32.729000, 2015-10-09 18:02:33.806000
unit.000016, 1, sim, 2015-10-09 18:02:11.846000, 2015-10-09 18:02:22.137000, 2015-10-09 18:02:22.477000, 2015-10-09 18:02:22.517000, 2015-10-09 18:02:32.728000, 2015-10-09 18:02:33.795000
unit.000017, 1, sim, 2015-10-09 18:02:11.850000, 2015-10-09 18:02:22.174000, 2015-10-09 18:02:22.488000, 2015-10-09 18:02:22.572000, 2015-10-09 18:02:33.638000, 2015-10-09 18:02:33.838000
unit.000018, 1, sim, 2015-10-09 18:02:11.852000, 2015-10-09 18:02:22.160000, 2015-10-09 18:02:22.484000, 2015-10-09 18:02:22.554000, 2015-10-09 18:02:32.831000, 2015-10-09 18:02:33.809000
unit.000019, 1, sim, 2015-10-09 18:02:11.853000, 2015-10-09 18:02:22.153000, 2015-10-09 18:02:22.482000, 2015-10-09 18:02:22.545000, 2015-10-09 18:02:33.739000, 2015-10-09 18:02:34.845000
unit.000020, 1, sim, 2015-10-09 18:02:11.860000, 2015-10-09 18:02:22.146000, 2015-10-09 18:02:22.479000, 2015-10-09 18:02:22.528000, 2015-10-09 18:02:31.618000, 2015-10-09 18:02:32.770000
