uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446548137.1, 1446548932.52, 1446548137.1, 1446548936.86, 1446549127.89, 1446549129.72
unit.000001, step_1, 1446548137.1, 1446548945.5, 1446548137.1, 1446548950.16, 1446549144.19, 1446549145.22
unit.000002, step_1, 1446548137.1, 1446548958.91, 1446548137.1, 1446548963.29, 1446549155.87, 1446549156.87
unit.000003, step_1, 1446548137.1, 1446548962.6, 1446548137.1, 1446548967.53, 1446549158.58, 1446549159.9
unit.000004, step_1, 1446548137.11, 1446548966.71, 1446548137.11, 1446548971.37, 1446549162.01, 1446549162.94
unit.000005, step_1, 1446548137.11, 1446548974.38, 1446548137.11, 1446548978.91, 1446549170.16, 1446549171.3
unit.000006, step_1, 1446548137.11, 1446548987.17, 1446548137.11, 1446548991.67, 1446549188.07, 1446549189.95
unit.000007, step_1, 1446548137.11, 1446548993.64, 1446548137.11, 1446548998.54, 1446549193.91, 1446549195.12
unit.000008, step_1, 1446548137.11, 1446549001.72, 1446548137.11, 1446549006.55, 1446549197.63, 1446549198.4
unit.000009, step_1, 1446548137.11, 1446549009.47, 1446548137.11, 1446549013.89, 1446549206.38, 1446549207.77
unit.000010, step_1, 1446548137.12, 1446549014.87, 1446548137.12, 1446549019.24, 1446549212.22, 1446549213.0
unit.000011, step_1, 1446548137.12, 1446549024.57, 1446548137.12, 1446549028.65, 1446549221.38, 1446549222.33
unit.000012, step_1, 1446548137.12, 1446549035.99, 1446548137.12, 1446549040.12, 1446549232.55, 1446549233.84
unit.000013, step_1, 1446548137.12, 1446549044.0, 1446548137.12, 1446549048.13, 1446549242.0, 1446549244.14
unit.000014, step_1, 1446548137.12, 1446549055.07, 1446548137.12, 1446549059.53, 1446549252.36, 1446549253.71
unit.000015, step_1, 1446548137.12, 1446549063.0, 1446548137.12, 1446549067.38, 1446549260.14, 1446549261.39
unit.000016, step_1, 1446548137.12, 1446549068.4, 1446548137.12, 1446549073.22, 1446549267.75, 1446549268.78
unit.000017, step_1, 1446548137.13, 1446549080.5, 1446548137.13, 1446549085.24, 1446549276.7, 1446549278.03
unit.000018, step_1, 1446548137.13, 1446549088.47, 1446548137.13, 1446549093.08, 1446549285.66, 1446549287.2
unit.000019, step_1, 1446548137.13, 1446549092.41, 1446548137.13, 1446549096.95, 1446549290.28, 1446549291.45
unit.000020, step_1, 1446548137.13, 1446549104.21, 1446548137.13, 1446549108.75, 1446549301.35, 1446549301.94
unit.000021, step_1, 1446548137.13, 1446549650.69, 1446548137.13, 1446549655.2, 1446549847.76, 1446549849.16
unit.000022, step_1, 1446548137.13, 1446548223.12, 1446548137.13, 1446548227.39, 1446548418.74, 1446548420.66
unit.000023, step_1, 1446548137.14, 1446548435.45, 1446548137.14, 1446548439.64, 1446548630.18, 1446548632.12
unit.000024, step_1, 1446548137.14, 1446549776.29, 1446548137.14, 1446549780.54, 1446549973.07, 1446549974.8
unit.000025, step_1, 1446548137.14, 1446549422.65, 1446548137.14, 1446549427.17, 1446549621.76, 1446549623.54
unit.000026, step_1, 1446548137.14, 1446549878.17, 1446548137.14, 1446549882.05, 1446550075.89, 1446550077.25
unit.000027, step_1, 1446548137.14, 1446549924.8, 1446548137.14, 1446549929.54, 1446550127.52, 1446550128.21
unit.000028, step_1, 1446548137.14, 1446548414.83, 1446548137.14, 1446548419.39, 1446548610.04, 1446548610.53
unit.000029, step_1, 1446548137.14, 1446548424.63, 1446548137.14, 1446548428.89, 1446548619.51, 1446548620.74
unit.000030, step_1, 1446548137.15, 1446548431.96, 1446548137.15, 1446548436.11, 1446548627.16, 1446548629.03
