uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446637813.44, 1446637814.07, 1446637823.97, 1446637824.17, 1446637824.91, 1446637826.1
unit.000001, 1, sim, 1446637827.34, 1446637828.24, 1446637834.81, 1446637834.94, 1446637863.57, 1446637865.27
unit.000002, 1, sim, 1446637827.34, 1446637828.3, 1446637837.34, 1446637837.79, 1446637867.99, 1446637869.3
unit.000003, 1, sim, 1446637827.35, 1446637828.26, 1446637835.85, 1446637835.98, 1446637866.18, 1446637867.29
unit.000004, 1, sim, 1446637827.35, 1446637828.26, 1446637835.57, 1446637835.77, 1446637866.98, 1446637868.29
unit.000005, 1, sim, 1446637827.35, 1446637828.19, 1446637833.29, 1446637833.49, 1446637862.16, 1446637863.26
unit.000006, 1, sim, 1446637827.35, 1446637828.17, 1446637832.46, 1446637832.67, 1446637861.45, 1446637862.23
unit.000007, 1, sim, 1446637827.35, 1446637828.13, 1446637831.01, 1446637831.21, 1446637860.35, 1446637861.22
unit.000008, 1, sim, 1446637827.35, 1446637828.12, 1446637830.18, 1446637830.39, 1446637859.74, 1446637860.21
unit.000009, 1, sim, 1446637827.35, 1446637828.19, 1446637833.09, 1446637833.29, 1446637861.86, 1446637863.25
unit.000010, 1, sim, 1446637827.36, 1446637828.14, 1446637831.43, 1446637831.63, 1446637860.95, 1446637862.23
unit.000011, 1, sim, 1446637827.36, 1446637828.33, 1446637838.99, 1446637839.12, 1446637868.49, 1446637870.31
unit.000012, 1, sim, 1446637827.36, 1446637828.32, 1446637838.71, 1446637838.91, 1446637868.69, 1446637871.32
unit.000013, 1, sim, 1446637827.36, 1446637828.31, 1446637838.09, 1446637838.29, 1446637868.8, 1446637871.32
unit.000014, 1, sim, 1446637827.36, 1446637828.28, 1446637836.6, 1446637836.81, 1446637867.69, 1446637869.3
unit.000015, 1, sim, 1446637827.36, 1446637828.1, 1446637829.14, 1446637829.35, 1446637852.61, 1446637854.17
unit.000016, 1, sim, 1446637827.37, 1446637828.24, 1446637834.54, 1446637834.74, 1446637859.84, 1446637861.22
unit.000017, 1, sim, 1446637827.37, 1446637828.22, 1446637833.92, 1446637834.12, 1446637864.07, 1446637866.28
unit.000018, 1, sim, 1446637827.37, 1446637828.2, 1446637833.5, 1446637833.7, 1446637861.96, 1446637863.25
unit.000019, 1, sim, 1446637827.37, 1446637828.17, 1446637832.05, 1446637832.25, 1446637861.35, 1446637862.23
unit.000020, 1, sim, 1446637827.37, 1446637828.14, 1446637831.22, 1446637831.42, 1446637860.75, 1446637861.22
unit.000021, 1, sim, 1446637827.37, 1446637828.11, 1446637829.77, 1446637829.97, 1446637856.22, 1446637857.19
unit.000022, 1, sim, 1446637827.37, 1446637828.12, 1446637830.6, 1446637830.8, 1446637859.94, 1446637861.22
unit.000023, 1, sim, 1446637827.38, 1446637828.18, 1446637832.74, 1446637832.87, 1446637862.26, 1446637865.27
unit.000024, 1, sim, 1446637827.38, 1446637828.25, 1446637835.16, 1446637835.36, 1446637864.77, 1446637866.29
unit.000025, 1, sim, 1446637827.38, 1446637828.19, 1446637832.88, 1446637833.08, 1446637861.66, 1446637863.25
unit.000026, 1, sim, 1446637827.38, 1446637828.11, 1446637829.98, 1446637830.18, 1446637856.83, 1446637858.2
unit.000027, 1, sim, 1446637827.38, 1446637828.3, 1446637837.88, 1446637838.08, 1446637868.29, 1446637870.31
unit.000028, 1, sim, 1446637827.38, 1446637828.13, 1446637830.81, 1446637831.01, 1446637859.54, 1446637860.21
unit.000029, 1, sim, 1446637827.39, 1446637828.11, 1446637829.36, 1446637829.56, 1446637854.31, 1446637855.18
unit.000030, 1, sim, 1446637827.39, 1446637828.24, 1446637834.95, 1446637835.15, 1446637865.68, 1446637867.29
unit.000031, 1, sim, 1446637827.39, 1446637828.28, 1446637836.4, 1446637836.6, 1446637867.28, 1446637869.3
unit.000032, 1, sim, 1446637827.39, 1446637828.29, 1446637837.13, 1446637837.34, 1446637868.59, 1446637870.31
unit.000033, 1, sim, 1446637827.39, 1446637828.31, 1446637838.3, 1446637838.5, 1446637868.09, 1446637870.31
