uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-23 04:28:50.495000, 2015-09-23 04:28:51.125000, 2015-09-23 04:29:00.519000, 2015-09-23 04:29:00.531000, 2015-09-23 04:29:01.673000, 2015-09-23 04:29:03.552000
unit.000001, 1, sim, 2015-09-23 04:29:26.996000, 2015-09-23 04:30:03.470000, 2015-09-23 04:30:04.466000, 2015-09-23 05:11:16.280000, 2015-09-23 05:14:28.190000, 2015-09-23 05:14:30.291000
unit.000002, 1, sim, 2015-09-23 04:29:26.997000, 2015-09-23 04:29:59.653000, 2015-09-23 04:30:00.855000, 2015-09-23 05:07:54.707000, 2015-09-23 05:11:05.215000, 2015-09-23 05:11:06.454000
unit.000003, 1, sim, 2015-09-23 04:29:26.999000, 2015-09-23 04:30:05.089000, 2015-09-23 04:30:06.142000, 2015-09-23 05:14:29.808000, 2015-09-23 05:17:41.016000, 2015-09-23 05:17:42.507000
unit.000004, 1, sim, 2015-09-23 04:29:27.001000, 2015-09-23 04:30:05.496000, 2015-09-23 04:30:06.857000, 2015-09-23 05:17:27.468000, 2015-09-23 05:20:37.769000, 2015-09-23 05:20:40.070000
unit.000005, 1, sim, 2015-09-23 04:29:27.010000, 2015-09-23 04:30:05.319000, 2015-09-23 04:30:06.850000, 2015-09-23 05:14:34.324000, 2015-09-23 05:17:45.432000, 2015-09-23 05:17:47.590000
unit.000006, 1, sim, 2015-09-23 04:29:27.012000, 2015-09-23 04:30:05.584000, 2015-09-23 04:30:06.860000, 2015-09-23 05:17:30.068000, 2015-09-23 05:20:40.678000, 2015-09-23 05:20:42.689000
unit.000007, 1, sim, 2015-09-23 04:29:27.013000, 2015-09-23 04:30:06.129000, 2015-09-23 04:30:06.870000, 2015-09-23 05:17:35.086000, 2015-09-23 05:20:45.396000, 2015-09-23 05:20:47.149000
unit.000008, 1, sim, 2015-09-23 04:29:27.015000, 2015-09-23 04:29:59.474000, 2015-09-23 04:30:00.140000, 2015-09-23 05:04:57.565000, 2015-09-23 05:08:07.972000, 2015-09-23 05:08:10.064000
unit.000009, 1, sim, 2015-09-23 04:29:27.016000, 2015-09-23 04:30:06.305000, 2015-09-23 04:30:07.441000, 2015-09-23 05:17:35.289000, 2015-09-23 05:20:48.208000, 2015-09-23 05:20:49.848000
unit.000010, 1, sim, 2015-09-23 04:29:27.026000, 2015-09-23 04:30:03.646000, 2015-09-23 04:30:04.472000, 2015-09-23 05:11:18.190000, 2015-09-23 05:14:30.605000, 2015-09-23 05:14:31.865000
unit.000011, 1, sim, 2015-09-23 04:29:27.028000, 2015-09-23 04:30:04.666000, 2015-09-23 04:30:06.129000, 2015-09-23 05:14:27.990000, 2015-09-23 05:17:39.900000, 2015-09-23 05:17:41.812000
unit.000012, 1, sim, 2015-09-23 04:29:27.032000, 2015-09-23 04:30:05.673000, 2015-09-23 04:30:06.864000, 2015-09-23 05:17:30.170000, 2015-09-23 05:20:43.086000, 2015-09-23 05:20:45.148000
unit.000013, 1, sim, 2015-09-23 04:29:27.033000, 2015-09-23 04:30:06.481000, 2015-09-23 04:30:07.447000, 2015-09-23 05:17:37.300000, 2015-09-23 05:20:48.712000, 2015-09-23 05:20:50.193000
unit.000014, 1, sim, 2015-09-23 04:29:27.042000, 2015-09-23 04:30:06.903000, 2015-09-23 04:30:07.454000, 2015-09-23 05:17:40.112000, 2015-09-23 05:20:50.519000, 2015-09-23 05:20:53.007000
unit.000015, 1, sim, 2015-09-23 04:29:27.043000, 2015-09-23 04:30:07.834000, 2015-09-23 04:30:08.615000, 2015-09-23 05:20:40.687000, 2015-09-23 05:23:51.496000, 2015-09-23 05:23:52.977000
unit.000016, 1, sim, 2015-09-23 04:29:27.045000, 2015-09-23 04:30:07.658000, 2015-09-23 04:30:08.608000, 2015-09-23 05:20:37.776000, 2015-09-23 05:23:49.085000, 2015-09-23 05:23:51.448000
unit.000017, 1, sim, 2015-09-23 04:29:27.047000, 2015-09-23 04:30:05.952000, 2015-09-23 04:30:06.867000, 2015-09-23 05:17:32.578000, 2015-09-23 05:20:45.293000, 2015-09-23 05:20:46.781000
unit.000018, 1, sim, 2015-09-23 04:29:27.048000, 2015-09-23 04:30:08.012000, 2015-09-23 04:30:08.622000, 2015-09-23 05:20:45.302000, 2015-09-23 05:23:56.611000, 2015-09-23 05:23:58.054000
unit.000019, 1, sim, 2015-09-23 04:29:27.049000, 2015-09-23 04:30:13.831000, 2015-09-23 04:30:15.057000, 2015-09-23 05:30:27.292000, 2015-09-23 05:33:40.304000, 2015-09-23 05:33:41.750000
unit.000020, 1, sim, 2015-09-23 04:29:27.053000, 2015-09-23 04:30:08.339000, 2015-09-23 04:30:09.196000, 2015-09-23 05:20:48.217000, 2015-09-23 05:23:59.323000, 2015-09-23 05:24:00.747000
unit.000021, 1, sim, 2015-09-23 04:29:27.055000, 2015-09-23 04:30:22.787000, 2015-09-23 04:30:23.526000, 2015-09-23 05:46:23.987000, 2015-09-23 05:49:36.200000, 2015-09-23 05:49:37.526000
unit.000022, 1, sim, 2015-09-23 04:29:27.056000, 2015-09-23 04:30:22.968000, 2015-09-23 04:30:24.099000, 2015-09-23 05:46:31.208000, 2015-09-23 05:49:43.124000, 2015-09-23 05:49:45.383000
unit.000023, 1, sim, 2015-09-23 04:29:27.064000, 2015-09-23 04:30:01.842000, 2015-09-23 04:30:02.909000, 2015-09-23 05:11:08.039000, 2015-09-23 05:14:20.249000, 2015-09-23 05:14:21.825000
unit.000024, 1, sim, 2015-09-23 04:29:27.065000, 2015-09-23 04:30:03.108000, 2015-09-23 04:30:03.740000, 2015-09-23 05:11:15.364000, 2015-09-23 05:14:25.773000, 2015-09-23 05:14:27.237000
unit.000025, 1, sim, 2015-09-23 04:29:27.067000, 2015-09-23 04:30:03.294000, 2015-09-23 04:30:04.458000, 2015-09-23 05:11:15.678000, 2015-09-23 05:14:29.800000, 2015-09-23 05:14:30.646000
unit.000026, 1, sim, 2015-09-23 04:29:27.068000, 2015-09-23 04:30:23, 2015-09-23 04:30:24.102000, 2015-09-23 05:46:32.615000, 2015-09-23 05:49:43.828000, 2015-09-23 05:49:45.437000
unit.000027, 1, sim, 2015-09-23 04:29:27.078000, 2015-09-23 04:30:24.363000, 2015-09-23 04:30:25.279000, 2015-09-23 05:49:36.207000, 2015-09-23 05:52:47.218000, 2015-09-23 05:52:48.061000
unit.000028, 1, sim, 2015-09-23 04:29:27.079000, 2015-09-23 04:30:24.661000, 2015-09-23 04:30:25.275000, 2015-09-23 05:49:36.104000, 2015-09-23 05:52:46.509000, 2015-09-23 05:52:48.059000
unit.000029, 1, sim, 2015-09-23 04:29:27.081000, 2015-09-23 04:30:25.330000, 2015-09-23 04:30:25.864000, 2015-09-23 05:49:45.543000, 2015-09-23 05:52:56.654000, 2015-09-23 05:52:57.333000
unit.000030, 1, sim, 2015-09-23 04:29:27.086000, 2015-09-23 04:30:25.331000, 2015-09-23 04:30:25.867000, 2015-09-23 05:52:31.264000, 2015-09-23 05:55:42.071000, 2015-09-23 05:55:44.292000
unit.000031, 1, sim, 2015-09-23 04:29:27.088000, 2015-09-23 04:30:26.016000, 2015-09-23 04:30:27.013000, 2015-09-23 05:52:38.986000, 2015-09-23 05:55:51.299000, 2015-09-23 05:55:52.290000
unit.000032, 1, sim, 2015-09-23 04:29:27.089000, 2015-09-23 04:30:26.371000, 2015-09-23 04:30:27.027000, 2015-09-23 05:52:44.309000, 2015-09-23 05:55:55.018000, 2015-09-23 05:55:55.862000
unit.000033, 1, sim, 2015-09-23 04:29:27.095000, 2015-09-23 04:30:25.096000, 2015-09-23 04:30:25.861000, 2015-09-23 05:49:43.836000, 2015-09-23 05:52:55.850000, 2015-09-23 05:52:57.334000
unit.000034, 1, sim, 2015-09-23 04:29:27.097000, 2015-09-23 04:30:04.488000, 2015-09-23 04:30:05.216000, 2015-09-23 05:14:23.072000, 2015-09-23 05:17:35.281000, 2015-09-23 05:17:37.176000
unit.000035, 1, sim, 2015-09-23 04:29:27.103000, 2015-09-23 04:30:04.229000, 2015-09-23 04:30:05.206000, 2015-09-23 05:14:20.258000, 2015-09-23 05:17:32.569000, 2015-09-23 05:17:34.454000
unit.000036, 1, sim, 2015-09-23 04:29:27.104000, 2015-09-23 04:30:25.506000, 2015-09-23 04:30:26.431000, 2015-09-23 05:52:34.071000, 2015-09-23 05:55:47.185000, 2015-09-23 05:55:48.819000
unit.000037, 1, sim, 2015-09-23 04:29:27.110000, 2015-09-23 04:30:10.760000, 2015-09-23 04:30:11.543000, 2015-09-23 05:24:04.666000, 2015-09-23 05:27:15.973000, 2015-09-23 05:27:17.165000
unit.000038, 1, sim, 2015-09-23 04:29:27.111000, 2015-09-23 04:30:26.775000, 2015-09-23 04:30:27.607000, 2015-09-23 05:52:49.037000, 2015-09-23 05:56:01.653000, 2015-09-23 05:56:02.026000
unit.000039, 1, sim, 2015-09-23 04:29:27.118000, 2015-09-23 04:30:11.704000, 2015-09-23 04:30:12.993000, 2015-09-23 05:27:12.951000, 2015-09-23 05:30:23.361000, 2015-09-23 05:30:25.203000
unit.000040, 1, sim, 2015-09-23 04:29:27.120000, 2015-09-23 04:30:27.384000, 2015-09-23 04:30:28.187000, 2015-09-23 05:55:42.081000, 2015-09-23 05:58:56.199000, 2015-09-23 05:58:58.039000
unit.000041, 1, sim, 2015-09-23 04:29:27.121000, 2015-09-23 04:30:27.560000, 2015-09-23 04:30:28.193000, 2015-09-23 05:55:49.502000, 2015-09-23 05:59:02.924000, 2015-09-23 05:59:04.364000
unit.000042, 1, sim, 2015-09-23 04:29:27.124000, 2015-09-23 04:30:27.803000, 2015-09-23 04:30:28.766000, 2015-09-23 05:55:52.013000, 2015-09-23 05:59:02.116000, 2015-09-23 05:59:04.640000
unit.000043, 1, sim, 2015-09-23 04:29:27.125000, 2015-09-23 04:30:16.998000, 2015-09-23 04:30:17.981000, 2015-09-23 05:36:51.327000, 2015-09-23 05:40:03.046000, 2015-09-23 05:40:04.603000
unit.000044, 1, sim, 2015-09-23 04:29:27.131000, 2015-09-23 04:30:28.394000, 2015-09-23 04:30:29.348000, 2015-09-23 05:55:59.651000, 2015-09-23 05:59:12.467000, 2015-09-23 05:59:14.283000
unit.000045, 1, sim, 2015-09-23 04:29:27.134000, 2015-09-23 04:30:28.570000, 2015-09-23 04:30:29.926000, 2015-09-23 05:56:01.661000, 2015-09-23 05:59:14.173000, 2015-09-23 05:59:15.496000
unit.000046, 1, sim, 2015-09-23 04:29:27.137000, 2015-09-23 04:30:29.054000, 2015-09-23 04:30:29.933000, 2015-09-23 05:56:07.278000, 2015-09-23 05:59:17.887000, 2015-09-23 05:59:19.410000
unit.000047, 1, sim, 2015-09-23 04:29:27.143000, 2015-09-23 04:30:29.323000, 2015-09-23 04:30:29.943000, 2015-09-23 05:58:59.819000, 2015-09-23 06:02:11.027000, 2015-09-23 06:02:12.526000
unit.000048, 1, sim, 2015-09-23 04:29:27.144000, 2015-09-23 04:30:24.074000, 2015-09-23 04:30:24.690000, 2015-09-23 05:49:32.882000, 2015-09-23 05:52:43.692000, 2015-09-23 05:52:45.465000
unit.000049, 1, sim, 2015-09-23 04:29:27.146000, 2015-09-23 04:30:30.050000, 2015-09-23 04:30:31.095000, 2015-09-23 05:59:06.746000, 2015-09-23 06:02:19.258000, 2015-09-23 06:02:20.094000
unit.000050, 1, sim, 2015-09-23 04:29:27.147000, 2015-09-23 04:30:30.465000, 2015-09-23 04:30:31.109000, 2015-09-23 05:59:10.768000, 2015-09-23 06:02:22.675000, 2015-09-23 06:02:24.420000
unit.000051, 1, sim, 2015-09-23 04:29:27.149000, 2015-09-23 04:30:30.641000, 2015-09-23 04:30:31.691000, 2015-09-23 05:59:14.181000, 2015-09-23 06:02:24.884000, 2015-09-23 06:02:27.107000
unit.000052, 1, sim, 2015-09-23 04:29:27.157000, 2015-09-23 04:29:37.179000, 2015-09-23 04:29:37.834000, 2015-09-23 04:29:37.845000, 2015-09-23 04:32:50.316000, 2015-09-23 04:32:50.960000
unit.000053, 1, sim, 2015-09-23 04:29:27.158000, 2015-09-23 04:30:30.226000, 2015-09-23 04:30:31.103000, 2015-09-23 05:59:08.557000, 2015-09-23 06:02:22.672000, 2015-09-23 06:02:24.008000
unit.000054, 1, sim, 2015-09-23 04:29:27.160000, 2015-09-23 04:29:37.357000, 2015-09-23 04:29:38.412000, 2015-09-23 04:29:38.423000, 2015-09-23 04:32:49.608000, 2015-09-23 04:32:50.984000
unit.000055, 1, sim, 2015-09-23 04:29:27.161000, 2015-09-23 04:29:37.390000, 2015-09-23 04:29:39.139000, 2015-09-23 04:29:39.155000, 2015-09-23 04:32:51.321000, 2015-09-23 04:32:52.406000
unit.000056, 1, sim, 2015-09-23 04:29:27.169000, 2015-09-23 04:29:37.538000, 2015-09-23 04:29:38.417000, 2015-09-23 04:29:38.433000, 2015-09-23 04:32:49.610000, 2015-09-23 04:32:51.136000
unit.000057, 1, sim, 2015-09-23 04:29:27.170000, 2015-09-23 04:29:37.737000, 2015-09-23 04:29:39.135000, 2015-09-23 04:29:39.146000, 2015-09-23 04:32:51.625000, 2015-09-23 04:32:52.250000
unit.000058, 1, sim, 2015-09-23 04:29:27.172000, 2015-09-23 04:29:38.305000, 2015-09-23 04:29:39.144000, 2015-09-23 04:29:39.164000, 2015-09-23 04:32:53.939000, 2015-09-23 04:32:55.927000
unit.000059, 1, sim, 2015-09-23 04:29:27.178000, 2015-09-23 04:29:38.464000, 2015-09-23 04:29:39.147000, 2015-09-23 04:29:39.173000, 2015-09-23 04:32:53.535000, 2015-09-23 04:32:54.761000
unit.000060, 1, sim, 2015-09-23 04:29:27.180000, 2015-09-23 04:29:38.482000, 2015-09-23 04:29:39.151000, 2015-09-23 04:29:39.184000, 2015-09-23 04:32:52.230000, 2015-09-23 04:32:53.572000
unit.000061, 1, sim, 2015-09-23 04:29:27.181000, 2015-09-23 04:29:38.641000, 2015-09-23 04:29:39.865000, 2015-09-23 04:29:39.877000, 2015-09-23 04:32:58.470000, 2015-09-23 04:32:59.305000
unit.000062, 1, sim, 2015-09-23 04:29:27.188000, 2015-09-23 04:29:38.658000, 2015-09-23 04:29:39.870000, 2015-09-23 04:29:39.886000, 2015-09-23 04:32:58.262000, 2015-09-23 04:32:59.374000
unit.000063, 1, sim, 2015-09-23 04:29:27.193000, 2015-09-23 04:29:38.824000, 2015-09-23 04:29:39.874000, 2015-09-23 04:29:39.895000, 2015-09-23 04:32:58.158000, 2015-09-23 04:32:59.481000
unit.000064, 1, sim, 2015-09-23 04:29:27.195000, 2015-09-23 04:29:38.835000, 2015-09-23 04:29:39.879000, 2015-09-23 04:29:39.904000, 2015-09-23 04:32:58.266000, 2015-09-23 04:32:59.550000
unit.000065, 1, sim, 2015-09-23 04:29:27.196000, 2015-09-23 04:29:39.176000, 2015-09-23 04:29:40.595000, 2015-09-23 04:29:40.606000, 2015-09-23 04:33:02.084000, 2015-09-23 04:33:03.598000
unit.000066, 1, sim, 2015-09-23 04:29:27.202000, 2015-09-23 04:30:23.808000, 2015-09-23 04:30:24.693000, 2015-09-23 05:49:32.985000, 2015-09-23 05:52:43.796000, 2015-09-23 05:52:45.641000
unit.000067, 1, sim, 2015-09-23 04:29:27.204000, 2015-09-23 04:29:55.174000, 2015-09-23 04:29:55.838000, 2015-09-23 04:58:31.306000, 2015-09-23 05:01:43.927000, 2015-09-23 05:01:45.702000
unit.000068, 1, sim, 2015-09-23 04:29:27.205000, 2015-09-23 04:30:23.319000, 2015-09-23 04:30:24.112000, 2015-09-23 05:49:22.951000, 2015-09-23 05:52:34.062000, 2015-09-23 05:52:36.129000
unit.000069, 1, sim, 2015-09-23 04:29:27.207000, 2015-09-23 04:29:54.997000, 2015-09-23 04:29:55.832000, 2015-09-23 04:58:31.199000, 2015-09-23 05:01:41.609000, 2015-09-23 05:01:43.811000
unit.000070, 1, sim, 2015-09-23 04:29:27.208000, 2015-09-23 04:29:40.123000, 2015-09-23 04:29:41.331000, 2015-09-23 04:32:53.949000, 2015-09-23 04:36:04.157000, 2015-09-23 04:36:05.713000
unit.000071, 1, sim, 2015-09-23 04:29:27.218000, 2015-09-23 04:30:02.255000, 2015-09-23 04:30:02.916000, 2015-09-23 05:11:10.552000, 2015-09-23 05:14:23.065000, 2015-09-23 05:14:24.530000
unit.000072, 1, sim, 2015-09-23 04:29:27.219000, 2015-09-23 04:29:40.991000, 2015-09-23 04:29:42.211000, 2015-09-23 04:36:01.642000, 2015-09-23 04:39:13.150000, 2015-09-23 04:39:14.090000
unit.000073, 1, sim, 2015-09-23 04:29:27.221000, 2015-09-23 04:29:41.003000, 2015-09-23 04:29:42.214000, 2015-09-23 04:36:01.846000, 2015-09-23 04:39:13.356000, 2015-09-23 04:39:14.267000
unit.000074, 1, sim, 2015-09-23 04:29:27.226000, 2015-09-23 04:29:41.178000, 2015-09-23 04:29:42.221000, 2015-09-23 04:36:02.052000, 2015-09-23 04:39:14.962000, 2015-09-23 04:39:17.019000
unit.000075, 1, sim, 2015-09-23 04:29:27.228000, 2015-09-23 04:30:26.549000, 2015-09-23 04:30:27.600000, 2015-09-23 05:52:47.226000, 2015-09-23 05:55:59.745000, 2015-09-23 05:56:00.979000
unit.000076, 1, sim, 2015-09-23 04:29:27.230000, 2015-09-23 04:30:24.902000, 2015-09-23 04:30:25.850000, 2015-09-23 05:49:36.310000, 2015-09-23 05:52:46.814000, 2015-09-23 05:52:48.236000
unit.000077, 1, sim, 2015-09-23 04:29:27.231000, 2015-09-23 04:29:40.628000, 2015-09-23 04:29:41.349000, 2015-09-23 04:32:58.286000, 2015-09-23 04:36:08.474000, 2015-09-23 04:36:10.608000
unit.000078, 1, sim, 2015-09-23 04:29:27.239000, 2015-09-23 04:29:41.537000, 2015-09-23 04:29:42.941000, 2015-09-23 04:36:04.166000, 2015-09-23 04:39:15.773000, 2015-09-23 04:39:17.373000
unit.000079, 1, sim, 2015-09-23 04:29:27.240000, 2015-09-23 04:29:41.522000, 2015-09-23 04:29:42.937000, 2015-09-23 04:36:03.878000, 2015-09-23 04:39:15.369000, 2015-09-23 04:39:17.257000
unit.000080, 1, sim, 2015-09-23 04:29:27.247000, 2015-09-23 04:30:10.579000, 2015-09-23 04:30:11.536000, 2015-09-23 05:24:02.152000, 2015-09-23 05:27:13.758000, 2015-09-23 05:27:15.573000
unit.000081, 1, sim, 2015-09-23 04:29:27.248000, 2015-09-23 04:29:42.138000, 2015-09-23 04:29:42.953000, 2015-09-23 04:36:08.786000, 2015-09-23 04:39:20.587000, 2015-09-23 04:39:22.209000
unit.000082, 1, sim, 2015-09-23 04:29:27.253000, 2015-09-23 04:30:12.700000, 2015-09-23 04:30:13.598000, 2015-09-23 05:30:12.734000, 2015-09-23 05:33:22.839000, 2015-09-23 05:33:24.795000
unit.000083, 1, sim, 2015-09-23 04:29:27.255000, 2015-09-23 04:29:42.678000, 2015-09-23 04:29:43.683000, 2015-09-23 04:39:12.756000, 2015-09-23 04:42:23.057000, 2015-09-23 04:42:24.381000
unit.000084, 1, sim, 2015-09-23 04:29:27.259000, 2015-09-23 04:30:08.665000, 2015-09-23 04:30:09.205000, 2015-09-23 05:20:50.536000, 2015-09-23 05:24:01.938000, 2015-09-23 05:24:03.793000
unit.000085, 1, sim, 2015-09-23 04:29:27.261000, 2015-09-23 04:30:08.843000, 2015-09-23 04:30:09.786000, 2015-09-23 05:20:51.240000, 2015-09-23 05:24:02.145000, 2015-09-23 05:24:04.039000
unit.000086, 1, sim, 2015-09-23 04:29:27.264000, 2015-09-23 04:30:09.079000, 2015-09-23 04:30:09.793000, 2015-09-23 05:20:53.351000, 2015-09-23 05:24:04.453000, 2015-09-23 05:24:06.779000
unit.000087, 1, sim, 2015-09-23 04:29:27.266000, 2015-09-23 04:30:20.429000, 2015-09-23 04:30:21.487000, 2015-09-23 05:43:13.175000, 2015-09-23 05:46:25.386000, 2015-09-23 05:46:25.822000
unit.000088, 1, sim, 2015-09-23 04:29:27.267000, 2015-09-23 04:30:09.979000, 2015-09-23 04:30:10.952000, 2015-09-23 05:23:56.823000, 2015-09-23 05:27:10.330000, 2015-09-23 05:27:12.197000
unit.000089, 1, sim, 2015-09-23 04:29:27.275000, 2015-09-23 04:29:42.943000, 2015-09-23 04:29:43.694000, 2015-09-23 04:39:13.365000, 2015-09-23 04:42:28.088000, 2015-09-23 04:42:29.393000
unit.000090, 1, sim, 2015-09-23 04:29:27.276000, 2015-09-23 04:30:26.194000, 2015-09-23 04:30:27.020000, 2015-09-23 05:52:43.701000, 2015-09-23 05:55:55.521000, 2015-09-23 05:55:57.128000
unit.000091, 1, sim, 2015-09-23 04:29:27.282000, 2015-09-23 04:30:27.511000, 2015-09-23 04:30:28.190000, 2015-09-23 05:55:47.194000, 2015-09-23 05:58:59.809000, 2015-09-23 05:59:01.542000
unit.000092, 1, sim, 2015-09-23 04:29:27.283000, 2015-09-23 04:30:09.712000, 2015-09-23 04:30:10.369000, 2015-09-23 05:23:51.505000, 2015-09-23 05:27:02.808000, 2015-09-23 05:27:04.639000
unit.000093, 1, sim, 2015-09-23 04:29:27.287000, 2015-09-23 04:30:10.844000, 2015-09-23 04:30:11.546000, 2015-09-23 05:24:06.271000, 2015-09-23 05:27:17.982000, 2015-09-23 05:27:20.200000
unit.000094, 1, sim, 2015-09-23 04:29:27.289000, 2015-09-23 04:30:31.099000, 2015-09-23 04:30:31.698000, 2015-09-23 05:59:17.896000, 2015-09-23 06:02:29.904000, 2015-09-23 06:02:31.273000
unit.000095, 1, sim, 2015-09-23 04:29:27.294000, 2015-09-23 04:30:11.118000, 2015-09-23 04:30:12.266000, 2015-09-23 05:27:00.409000, 2015-09-23 05:30:11.019000, 2015-09-23 05:30:12.557000
unit.000096, 1, sim, 2015-09-23 04:29:27.296000, 2015-09-23 04:30:11.255000, 2015-09-23 04:30:12.270000, 2015-09-23 05:27:02.817000, 2015-09-23 05:30:15.433000, 2015-09-23 05:30:17.025000
unit.000097, 1, sim, 2015-09-23 04:29:27.297000, 2015-09-23 04:29:41.168000, 2015-09-23 04:29:42.217000, 2015-09-23 04:36:01.948000, 2015-09-23 04:39:12.747000, 2015-09-23 04:39:14.444000
unit.000098, 1, sim, 2015-09-23 04:29:27.303000, 2015-09-23 04:30:11.519000, 2015-09-23 04:30:12.280000, 2015-09-23 05:27:10.340000, 2015-09-23 05:30:20.649000, 2015-09-23 05:30:22.615000
unit.000099, 1, sim, 2015-09-23 04:29:27.305000, 2015-09-23 04:29:44.557000, 2015-09-23 04:29:45.432000, 2015-09-23 04:42:23.570000, 2015-09-23 04:45:33.877000, 2015-09-23 04:45:34.954000
unit.000100, 1, sim, 2015-09-23 04:29:27.306000, 2015-09-23 04:29:39, 2015-09-23 04:29:39.882000, 2015-09-23 04:29:39.912000, 2015-09-23 04:32:57.851000, 2015-09-23 04:32:59.657000
unit.000101, 1, sim, 2015-09-23 04:29:27.308000, 2015-09-23 04:30:12.125000, 2015-09-23 04:30:13.007000, 2015-09-23 05:27:15.273000, 2015-09-23 05:30:26.078000, 2015-09-23 05:30:27.167000
unit.000102, 1, sim, 2015-09-23 04:29:27.318000, 2015-09-23 04:29:39.918000, 2015-09-23 04:29:40.619000, 2015-09-23 04:32:51.636000, 2015-09-23 04:36:01.939000, 2015-09-23 04:36:03.181000
unit.000103, 1, sim, 2015-09-23 04:29:27.334000, 2015-09-23 04:29:39.768000, 2015-09-23 04:29:40.615000, 2015-09-23 04:32:51.330000, 2015-09-23 04:36:01.633000, 2015-09-23 04:36:03.171000
unit.000104, 1, sim, 2015-09-23 04:29:27.340000, 2015-09-23 04:29:56.327000, 2015-09-23 04:29:57.003000, 2015-09-23 05:01:39.503000, 2015-09-23 05:04:50.114000, 2015-09-23 05:04:51.812000
