uid, iter, step, uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 0, pre_loop, 1453285953.28, 1453285954.09, 1453285964.04, 1453285964.27, 1453285964.37, 1453285964.51, 1453285964.61,1453285964.74, 1453285973.28, 1453285973.48, 1453285973.59, 1453285975.06, 1453285975.14
unit.000001, 1, sim, 1453285994.9, 1453286073.69, 1453286094.95, 1453286240.27, 1453286240.54, 1453286240.65, 1453286240.75,1453286240.85, 1453286245.0, 1453286245.28, 1453286245.39, 1453286246.84, 1453286246.94
unit.000002, 1, sim, 1453285994.9, 1453286015.32, 1453286022.35, 1453286043.94, 1453286044.16, 1453286044.26, 1453286044.6,1453286044.61, 1453286048.64, 1453286049.66, 1453286049.68, 1453286050.66, 1453286050.75
unit.000003, 1, sim, 1453285994.9, 1453286015.85, 1453286022.75, 1453286045.31, 1453286045.62, 1453286045.72, 1453286045.82,1453286045.92, 1453286051.55, 1453286052.15, 1453286052.3, 1453286053.6, 1453286053.69
unit.000004, 1, sim, 1453285994.9, 1453286013.37, 1453286020.14, 1453286037.27, 1453286037.56, 1453286037.66, 1453286037.76,1453286037.87, 1453286041.63, 1453286044.7, 1453286044.87, 1453286045.49, 1453286045.58
unit.000005, 1, sim, 1453285994.91, 1453286084.48, 1453286106.84, 1453286277.13, 1453286277.32, 1453286277.42, 1453286277.52,1453286277.62, 1453286282.02, 1453286282.49, 1453286282.63, 1453286283.34, 1453286283.44
unit.000006, 1, sim, 1453285994.91, 1453286086.97, 1453286111.38, 1453286286.12, 1453286286.35, 1453286286.45, 1453286286.55,1453286286.65, 1453286290.68, 1453286290.94, 1453286291.09, 1453286291.39, 1453286291.48
unit.000007, 1, sim, 1453285994.91, 1453286089.14, 1453286113.74, 1453286293.43, 1453286293.65, 1453286293.76, 1453286293.85,1453286293.96, 1453286298.64, 1453286298.74, 1453286298.86, 1453286300.14, 1453286300.23
unit.000008, 1, sim, 1453285994.91, 1453286083.56, 1453286105.84, 1453286273.84, 1453286274.02, 1453286274.13, 1453286274.22,1453286274.33, 1453286278.08, 1453286278.22, 1453286278.35, 1453286279.65, 1453286279.74
unit.000009, 1, sim, 1453285994.91, 1453286091.83, 1453286116.76, 1453286302.81, 1453286303.01, 1453286303.11, 1453286303.21,1453286303.31, 1453286308.03, 1453286308.21, 1453286308.35, 1453286308.88, 1453286308.97
unit.000010, 1, sim, 1453285994.91, 1453286017.87, 1453286025.06, 1453286052.68, 1453286052.82, 1453286052.93, 1453286053.02,1453286053.13, 1453286059.46, 1453286059.87, 1453286060.03, 1453286061.42, 1453286061.51
unit.000011, 1, sim, 1453285994.92, 1453286096.11, 1453286121.61, 1453286318.43, 1453286318.64, 1453286318.82, 1453286318.84,1453286318.94, 1453286322.44, 1453286322.95, 1453286323.05, 1453286324.21, 1453286324.3
