,Active,Canceled,Done,Failed,Launching,New,PendingActive,PendingLaunch,cores,finished,n_units,pid,resource,runtime,sid,started
0,100.65748119354248,153.21054697036743,,,9.701371192932129,9.296175003051758,57.380457162857056,9.296175003051758,16,153.21054697036743,17,pilot.0000,xsede.stampede,10,rp.session.radical.vivek.016994.0014,100.65748119354248
