uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-30 19:16:45.927000, 2015-09-30 19:16:46.404000, 2015-09-30 19:16:58.043000, 2015-09-30 19:16:58.056000, 2015-09-30 19:17:00.900000, 2015-09-30 19:17:02.285000
unit.000001, 1, sim, 2015-09-30 19:17:33.819000, 2015-09-30 19:17:52.118000, 2015-09-30 19:17:52.928000, 2015-09-30 19:17:52.950000, 2015-09-30 19:21:10.791000, 2015-09-30 19:21:13.249000
unit.000002, 1, sim, 2015-09-30 19:17:33.821000, 2015-09-30 19:17:52.873000, 2015-09-30 19:17:53.532000, 2015-09-30 19:21:00.396000, 2015-09-30 19:24:22.015000, 2015-09-30 19:24:23.455000
unit.000003, 1, sim, 2015-09-30 19:17:33.829000, 2015-09-30 19:17:53.631000, 2015-09-30 19:17:54.696000, 2015-09-30 19:21:08.291000, 2015-09-30 19:24:27.353000, 2015-09-30 19:24:29.062000
unit.000004, 1, sim, 2015-09-30 19:17:33.832000, 2015-09-30 19:17:53.869000, 2015-09-30 19:17:54.699000, 2015-09-30 19:21:08.391000, 2015-09-30 19:24:27.386000, 2015-09-30 19:24:29.066000
unit.000005, 1, sim, 2015-09-30 19:17:33.841000, 2015-09-30 19:17:49.621000, 2015-09-30 19:17:50.416000, 2015-09-30 19:17:50.429000, 2015-09-30 19:21:00.869000, 2015-09-30 19:21:02.664000
unit.000006, 1, sim, 2015-09-30 19:17:33.842000, 2015-09-30 19:17:50.610000, 2015-09-30 19:17:51.736000, 2015-09-30 19:17:51.748000, 2015-09-30 19:21:08.482000, 2015-09-30 19:21:10.454000
unit.000007, 1, sim, 2015-09-30 19:17:33.850000, 2015-09-30 19:18:33.027000, 2015-09-30 19:18:33.917000, 2015-09-30 19:50:37.447000, 2015-09-30 19:54:05.828000, 2015-09-30 19:54:09.096000
unit.000008, 1, sim, 2015-09-30 19:17:33.856000, 2015-09-30 19:18:10.847000, 2015-09-30 19:18:11.517000, 2015-09-30 19:34:19.004000, 2015-09-30 19:37:34.099000, 2015-09-30 19:37:35.459000
unit.000009, 1, sim, 2015-09-30 19:17:33.862000, 2015-09-30 19:17:49.623000, 2015-09-30 19:17:50.418000, 2015-09-30 19:17:50.429000, 2015-09-30 19:21:01.068000, 2015-09-30 19:21:02.776000
unit.000010, 1, sim, 2015-09-30 19:17:33.866000, 2015-09-30 19:17:50.395000, 2015-09-30 19:17:51.156000, 2015-09-30 19:17:51.170000, 2015-09-30 19:21:08.382000, 2015-09-30 19:21:10.430000
unit.000011, 1, sim, 2015-09-30 19:17:33.868000, 2015-09-30 19:18:02.061000, 2015-09-30 19:18:03.075000, 2015-09-30 19:27:56.290000, 2015-09-30 19:31:07.446000, 2015-09-30 19:31:08.442000
unit.000012, 1, sim, 2015-09-30 19:17:33.877000, 2015-09-30 19:18:34.200000, 2015-09-30 19:18:35.227000, 2015-09-30 19:50:37.536000, 2015-09-30 19:54:06.022000, 2015-09-30 19:54:10.215000
unit.000013, 1, sim, 2015-09-30 19:17:33.878000, 2015-09-30 19:18:05.527000, 2015-09-30 19:18:06.542000, 2015-09-30 19:31:03.750000, 2015-09-30 19:34:14.222000, 2015-09-30 19:34:15.487000
unit.000014, 1, sim, 2015-09-30 19:17:33.890000, 2015-09-30 19:18:04.967000, 2015-09-30 19:18:05.953000, 2015-09-30 19:28:01.642000, 2015-09-30 19:31:14.867000, 2015-09-30 19:31:15.696000
unit.000015, 1, sim, 2015-09-30 19:17:33.891000, 2015-09-30 19:18:06.053000, 2015-09-30 19:18:07.124000, 2015-09-30 19:31:04.345000, 2015-09-30 19:34:17.135000, 2015-09-30 19:34:18.590000
unit.000016, 1, sim, 2015-09-30 19:17:33.896000, 2015-09-30 19:18:06.275000, 2015-09-30 19:18:07.128000, 2015-09-30 19:31:06.650000, 2015-09-30 19:34:16.930000, 2015-09-30 19:34:18.783000
unit.000017, 1, sim, 2015-09-30 19:17:33.898000, 2015-09-30 19:18:06.661000, 2015-09-30 19:18:07.713000, 2015-09-30 19:31:07.072000, 2015-09-30 19:34:19.942000, 2015-09-30 19:34:21.331000
unit.000018, 1, sim, 2015-09-30 19:17:33.899000, 2015-09-30 19:18:05.616000, 2015-09-30 19:18:06.544000, 2015-09-30 19:31:03.999000, 2015-09-30 19:34:14.728000, 2015-09-30 19:34:15.829000
unit.000019, 1, sim, 2015-09-30 19:17:33.901000, 2015-09-30 19:18:07.174000, 2015-09-30 19:18:08.441000, 2015-09-30 19:31:07.454000, 2015-09-30 19:34:19.335000, 2015-09-30 19:34:21.775000
unit.000020, 1, sim, 2015-09-30 19:17:33.914000, 2015-09-30 19:18:07.500000, 2015-09-30 19:18:08.444000, 2015-09-30 19:31:08.652000, 2015-09-30 19:34:19.400000, 2015-09-30 19:34:21.973000
unit.000021, 1, sim, 2015-09-30 19:17:33.919000, 2015-09-30 19:18:07.721000, 2015-09-30 19:18:08.446000, 2015-09-30 19:31:08.680000, 2015-09-30 19:34:19.839000, 2015-09-30 19:34:22.167000
unit.000022, 1, sim, 2015-09-30 19:17:33.920000, 2015-09-30 19:18:07.211000, 2015-09-30 19:18:08.443000, 2015-09-30 19:31:07.477000, 2015-09-30 19:34:19.537000, 2015-09-30 19:34:21.817000
unit.000023, 1, sim, 2015-09-30 19:17:33.930000, 2015-09-30 19:18:08.081000, 2015-09-30 19:18:09.176000, 2015-09-30 19:31:09.160000, 2015-09-30 19:34:24.053000, 2015-09-30 19:34:25.343000
unit.000024, 1, sim, 2015-09-30 19:17:33.935000, 2015-09-30 19:18:08.155000, 2015-09-30 19:18:09.178000, 2015-09-30 19:31:09.215000, 2015-09-30 19:34:20.039000, 2015-09-30 19:34:22.547000
unit.000025, 1, sim, 2015-09-30 19:17:33.942000, 2015-09-30 19:18:08.951000, 2015-09-30 19:18:09.759000, 2015-09-30 19:31:10.657000, 2015-09-30 19:34:22.144000, 2015-09-30 19:34:22.786000
unit.000026, 1, sim, 2015-09-30 19:17:33.946000, 2015-09-30 19:18:08.953000, 2015-09-30 19:18:09.760000, 2015-09-30 19:31:10.818000, 2015-09-30 19:34:21.948000, 2015-09-30 19:34:22.947000
unit.000027, 1, sim, 2015-09-30 19:17:33.950000, 2015-09-30 19:18:49.637000, 2015-09-30 19:18:50.704000, 2015-09-30 20:03:39.197000, 2015-09-30 20:06:52.995000, 2015-09-30 20:06:55.261000
unit.000028, 1, sim, 2015-09-30 19:17:33.952000, 2015-09-30 19:18:09.468000, 2015-09-30 19:18:10.343000, 2015-09-30 19:31:14.769000, 2015-09-30 19:34:27.052000, 2015-09-30 19:34:27.907000
unit.000029, 1, sim, 2015-09-30 19:17:33.953000, 2015-09-30 19:18:09.727000, 2015-09-30 19:18:10.346000, 2015-09-30 19:31:23.040000, 2015-09-30 19:34:34.329000, 2015-09-30 19:34:35.848000
unit.000030, 1, sim, 2015-09-30 19:17:33.963000, 2015-09-30 19:18:09.987000, 2015-09-30 19:18:10.933000, 2015-09-30 19:34:14.490000, 2015-09-30 19:37:26.111000, 2015-09-30 19:37:28.085000
