uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-25 22:57:47.333000, 2015-09-25 22:57:47.894000, 2015-09-25 22:57:53.420000, 2015-09-25 22:57:53.433000, 2015-09-25 22:57:55.023000, 2015-09-25 22:57:55.916000
unit.000001, 1, sim, 2015-09-25 22:57:57.508000, 2015-09-25 22:58:01.246000, 2015-09-25 22:58:02.180000, 2015-09-25 22:58:02.196000, 2015-09-25 23:01:20.819000, 2015-09-25 23:01:22.072000
unit.000002, 1, sim, 2015-09-25 22:57:57.519000, 2015-09-25 22:58:00.579000, 2015-09-25 22:58:01.407000, 2015-09-25 22:58:01.419000, 2015-09-25 23:01:18.414000, 2015-09-25 23:01:19.078000
unit.000003, 1, sim, 2015-09-25 22:57:57.521000, 2015-09-25 22:58:00.403000, 2015-09-25 22:58:01.402000, 2015-09-25 22:58:01.416000, 2015-09-25 23:01:14.011000, 2015-09-25 23:01:15.572000
unit.000004, 1, sim, 2015-09-25 22:57:57.523000, 2015-09-25 22:57:59.506000, 2015-09-25 22:58:00.036000, 2015-09-25 22:58:00.047000, 2015-09-25 23:01:13.207000, 2015-09-25 23:01:15.109000
unit.000005, 1, sim, 2015-09-25 22:57:57.525000, 2015-09-25 22:57:59.330000, 2015-09-25 22:58:00.034000, 2015-09-25 22:58:00.046000, 2015-09-25 23:01:14.004000, 2015-09-25 23:01:14.933000
unit.000006, 1, sim, 2015-09-25 22:57:57.531000, 2015-09-25 22:57:59.682000, 2015-09-25 22:58:00.640000, 2015-09-25 22:58:00.653000, 2015-09-25 23:01:16.408000, 2015-09-25 23:01:17.926000
unit.000007, 1, sim, 2015-09-25 22:57:57.533000, 2015-09-25 22:57:59.858000, 2015-09-25 22:58:00.641000, 2015-09-25 22:58:00.654000, 2015-09-25 23:01:13.106000, 2015-09-25 23:01:15.284000
unit.000008, 1, sim, 2015-09-25 22:57:57.542000, 2015-09-25 22:58:00.718000, 2015-09-25 22:58:01.409000, 2015-09-25 22:58:01.420000, 2015-09-25 23:01:18.317000, 2015-09-25 23:01:19.191000
unit.000009, 1, sim, 2015-09-25 22:57:57.543000, 2015-09-25 22:58:00.894000, 2015-09-25 22:58:02.170000, 2015-09-25 22:58:02.187000, 2015-09-25 23:01:18.418000, 2015-09-25 23:01:19.254000
unit.000010, 1, sim, 2015-09-25 22:57:57.545000, 2015-09-25 22:58:00.755000, 2015-09-25 22:58:02.168000, 2015-09-25 22:58:02.185000, 2015-09-25 23:01:18.615000, 2015-09-25 23:01:20.456000
unit.000011, 1, sim, 2015-09-25 22:57:57.547000, 2015-09-25 22:58:01.600000, 2015-09-25 22:58:02.945000, 2015-09-25 23:01:13.312000, 2015-09-25 23:04:25.786000, 2015-09-25 23:04:27.373000
unit.000012, 1, sim, 2015-09-25 22:57:57.548000, 2015-09-25 22:58:00.930000, 2015-09-25 22:58:02.171000, 2015-09-25 22:58:02.190000, 2015-09-25 23:01:18.619000, 2015-09-25 23:01:20.521000
unit.000013, 1, sim, 2015-09-25 22:57:57.552000, 2015-09-25 22:58:00.033000, 2015-09-25 22:58:00.643000, 2015-09-25 22:58:00.655000, 2015-09-25 23:01:13.908000, 2015-09-25 23:01:15.396000
unit.000014, 1, sim, 2015-09-25 22:57:57.554000, 2015-09-25 22:58:00.227000, 2015-09-25 22:58:01.399000, 2015-09-25 22:58:01.416000, 2015-09-25 23:01:13.206000, 2015-09-25 23:01:15.460000
unit.000015, 1, sim, 2015-09-25 22:57:57.555000, 2015-09-25 22:57:59.873000, 2015-09-25 22:58:01.405000, 2015-09-25 22:58:01.420000, 2015-09-25 23:01:13.303000, 2015-09-25 23:01:15.636000
unit.000016, 1, sim, 2015-09-25 22:57:57.557000, 2015-09-25 22:58:01.070000, 2015-09-25 22:58:02.174000, 2015-09-25 22:58:02.193000, 2015-09-25 23:01:19.119000, 2015-09-25 23:01:20.631000
unit.000017, 1, sim, 2015-09-25 22:57:57.567000, 2015-09-25 22:58:01.422000, 2015-09-25 22:58:02.185000, 2015-09-25 23:01:13.216000, 2015-09-25 23:04:25.475000, 2015-09-25 23:04:27.086000
unit.000018, 1, sim, 2015-09-25 22:57:57.569000, 2015-09-25 22:58:01.106000, 2015-09-25 22:58:02.180000, 2015-09-25 22:58:02.194000, 2015-09-25 23:01:20.423000, 2015-09-25 23:01:20.807000
unit.000019, 1, sim, 2015-09-25 22:57:57.570000, 2015-09-25 22:58:01.282000, 2015-09-25 22:58:02.185000, 2015-09-25 23:01:13.116000, 2015-09-25 23:04:23.473000, 2015-09-25 23:04:24.733000
unit.000020, 1, sim, 2015-09-25 22:57:57.577000, 2015-09-25 22:58:01.458000, 2015-09-25 22:58:02.189000, 2015-09-25 23:01:13.217000, 2015-09-25 23:04:25.876000, 2015-09-25 23:04:27.262000
unit.000021, 1, sim, 2015-09-25 22:57:57.578000, 2015-09-25 22:58:01.642000, 2015-09-25 22:58:02.946000, 2015-09-25 23:01:13.918000, 2015-09-25 23:04:29.486000, 2015-09-25 23:04:30.881000
unit.000022, 1, sim, 2015-09-25 22:57:57.580000, 2015-09-25 22:58:01.777000, 2015-09-25 22:58:02.951000, 2015-09-25 23:01:14.019000, 2015-09-25 23:04:25.877000, 2015-09-25 23:04:27.438000
unit.000023, 1, sim, 2015-09-25 22:57:57.581000, 2015-09-25 22:58:01.826000, 2015-09-25 22:58:02.951000, 2015-09-25 23:01:14.013000, 2015-09-25 23:04:25.575000, 2015-09-25 23:04:27.549000
unit.000024, 1, sim, 2015-09-25 22:57:57.591000, 2015-09-25 22:58:01.962000, 2015-09-25 22:58:02.954000, 2015-09-25 23:01:16.418000, 2015-09-25 23:04:31.885000, 2015-09-25 23:04:33.523000
unit.000025, 1, sim, 2015-09-25 22:57:57.592000, 2015-09-25 22:58:02.002000, 2015-09-25 22:58:02.960000, 2015-09-25 23:01:18.326000, 2015-09-25 23:04:30.586000, 2015-09-25 23:04:32.079000
unit.000026, 1, sim, 2015-09-25 22:57:57.594000, 2015-09-25 22:58:02.141000, 2015-09-25 22:58:02.962000, 2015-09-25 23:01:18.422000, 2015-09-25 23:04:30.585000, 2015-09-25 23:04:32.145000
unit.000027, 1, sim, 2015-09-25 22:57:57.595000, 2015-09-25 22:58:02.178000, 2015-09-25 22:58:02.966000, 2015-09-25 23:01:18.426000, 2015-09-25 23:04:32.791000, 2015-09-25 23:04:34.675000
unit.000028, 1, sim, 2015-09-25 22:57:57.597000, 2015-09-25 22:58:02.317000, 2015-09-25 22:58:03.571000, 2015-09-25 23:01:18.623000, 2015-09-25 23:04:33, 2015-09-25 23:04:34.790000
unit.000029, 1, sim, 2015-09-25 22:57:57.599000, 2015-09-25 22:58:02.357000, 2015-09-25 22:58:03.573000, 2015-09-25 23:01:18.626000, 2015-09-25 23:04:33.395000, 2015-09-25 23:04:34.851000
unit.000030, 1, sim, 2015-09-25 22:57:57.600000, 2015-09-25 22:58:02.493000, 2015-09-25 22:58:03.575000, 2015-09-25 23:01:19.127000, 2015-09-25 23:04:31.085000, 2015-09-25 23:04:32.259000
unit.000031, 1, sim, 2015-09-25 22:57:57.602000, 2015-09-25 22:58:02.533000, 2015-09-25 22:58:03.575000, 2015-09-25 23:01:20.432000, 2015-09-25 23:04:30.785000, 2015-09-25 23:04:32.321000
unit.000032, 1, sim, 2015-09-25 22:57:57.603000, 2015-09-25 22:58:02.670000, 2015-09-25 22:58:03.578000, 2015-09-25 23:01:20.828000, 2015-09-25 23:04:32.889000, 2015-09-25 23:04:34.966000
unit.000033, 1, sim, 2015-09-25 23:04:36.794000, 2015-09-25 23:04:40.047000, 2015-09-25 23:04:41.016000, 2015-09-25 23:08:12.504000, 2015-09-25 23:11:45.709000, 2015-09-25 23:11:47.212000
unit.000034, 1, sim, 2015-09-25 23:04:36.796000, 2015-09-25 23:04:39.069000, 2015-09-25 23:04:40.241000, 2015-09-25 23:04:40.255000, 2015-09-25 23:08:15.002000, 2015-09-25 23:08:16.078000
unit.000035, 1, sim, 2015-09-25 23:04:36.797000, 2015-09-25 23:04:40.574000, 2015-09-25 23:04:41.630000, 2015-09-25 23:08:14.910000, 2015-09-25 23:11:49.001000, 2015-09-25 23:11:50.212000
