uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446661162.81, 1446661163.64, 1446661170.77, 1446661171.0, 1446661171.56, 1446661184.67
unit.000001, step_1, 1446661162.81, 1446661163.64, 1446661171.17, 1446661171.37, 1446661171.96, 1446661186.05
unit.000002, step_1, 1446661162.82, 1446661163.65, 1446661172.79, 1446661173.05, 1446661173.57, 1446661191.6
unit.000003, step_1, 1446661162.82, 1446661163.65, 1446661172.59, 1446661172.8, 1446661173.37, 1446661191.06
unit.000004, step_1, 1446661162.82, 1446661163.64, 1446661171.38, 1446661171.58, 1446661172.16, 1446661186.91
unit.000005, step_1, 1446661162.82, 1446661163.66, 1446661175.43, 1446661175.64, 1446661176.29, 1446661201.17
unit.000006, step_1, 1446661162.82, 1446661163.64, 1446661169.26, 1446661169.46, 1446661170.15, 1446661179.81
unit.000007, step_1, 1446661162.82, 1446661163.66, 1446661175.08, 1446661175.23, 1446661175.89, 1446661199.78
unit.000008, step_1, 1446661162.83, 1446661163.66, 1446661175.64, 1446661175.84, 1446661176.49, 1446661201.66
unit.000009, step_1, 1446661162.83, 1446661163.66, 1446661176.11, 1446661176.25, 1446661176.89, 1446661203.09
unit.000010, step_1, 1446661162.83, 1446661163.67, 1446661176.65, 1446661176.86, 1446661177.5, 1446661205.42
unit.000011, step_1, 1446661162.83, 1446661163.63, 1446661167.83, 1446661168.03, 1446661168.85, 1446661175.04
unit.000012, step_1, 1446661162.83, 1446661163.63, 1446661168.83, 1446661169.03, 1446661169.65, 1446661178.04
unit.000013, step_1, 1446661162.83, 1446661163.64, 1446661169.46, 1446661169.66, 1446661170.25, 1446661180.39
unit.000014, step_1, 1446661162.84, 1446661163.64, 1446661170.12, 1446661170.32, 1446661170.99, 1446661182.7
unit.000015, step_1, 1446661162.84, 1446661163.64, 1446661170.56, 1446661170.76, 1446661171.36, 1446661184.15
unit.000016, step_1, 1446661162.84, 1446661163.64, 1446661171.0, 1446661171.17, 1446661171.76, 1446661185.53
unit.000017, step_1, 1446661162.84, 1446661163.65, 1446661171.78, 1446661172.04, 1446661172.57, 1446661188.29
unit.000018, step_1, 1446661162.84, 1446661163.63, 1446661167.43, 1446661167.63, 1446661168.54, 1446661173.56
unit.000019, step_1, 1446661162.84, 1446661163.65, 1446661173.2, 1446661173.4, 1446661174.08, 1446661193.15
unit.000020, step_1, 1446661162.85, 1446661163.65, 1446661173.81, 1446661174.08, 1446661174.58, 1446661195.55
unit.000021, step_1, 1446661162.85, 1446661163.66, 1446661174.62, 1446661174.83, 1446661175.48, 1446661198.39
unit.000022, step_1, 1446661162.85, 1446661163.65, 1446661173.05, 1446661173.2, 1446661173.77, 1446661192.65
unit.000023, step_1, 1446661162.85, 1446661163.66, 1446661176.45, 1446661176.65, 1446661177.29, 1446661204.49
unit.000024, step_1, 1446661162.85, 1446661163.64, 1446661170.33, 1446661170.53, 1446661171.16, 1446661183.28
unit.000025, step_1, 1446661162.85, 1446661163.66, 1446661174.42, 1446661174.62, 1446661175.28, 1446661197.44
unit.000026, step_1, 1446661162.86, 1446661163.63, 1446661167.23, 1446661167.48, 1446661168.14, 1446661172.43
unit.000027, step_1, 1446661162.86, 1446661163.64, 1446661169.04, 1446661169.24, 1446661169.85, 1446661178.79
unit.000028, step_1, 1446661162.86, 1446661163.65, 1446661173.4, 1446661173.61, 1446661174.18, 1446661194.09
unit.000029, step_1, 1446661162.86, 1446661163.64, 1446661169.7, 1446661169.9, 1446661170.55, 1446661181.26
unit.000030, step_1, 1446661162.86, 1446661163.65, 1446661172.19, 1446661172.39, 1446661172.97, 1446661189.67
unit.000031, step_1, 1446661162.86, 1446661163.63, 1446661168.24, 1446661168.49, 1446661169.05, 1446661176.53
unit.000032, step_1, 1446661162.87, 1446661163.65, 1446661171.58, 1446661171.78, 1446661172.37, 1446661187.44
unit.000033, step_1, 1446661162.87, 1446661163.65, 1446661172.39, 1446661172.59, 1446661173.17, 1446661190.21
unit.000034, step_1, 1446661162.87, 1446661163.64, 1446661169.9, 1446661170.1, 1446661170.76, 1446661181.84
unit.000035, step_1, 1446661162.87, 1446661163.65, 1446661173.6, 1446661173.81, 1446661174.48, 1446661194.6
unit.000036, step_1, 1446661162.87, 1446661163.66, 1446661174.22, 1446661174.42, 1446661175.08, 1446661196.99
unit.000037, step_1, 1446661162.87, 1446661163.66, 1446661174.83, 1446661175.08, 1446661175.68, 1446661198.84
unit.000038, step_1, 1446661162.88, 1446661163.66, 1446661175.23, 1446661175.43, 1446661176.11, 1446661200.24
unit.000039, step_1, 1446661162.88, 1446661163.66, 1446661175.84, 1446661176.11, 1446661176.69, 1446661202.64
unit.000040, step_1, 1446661162.88, 1446661163.66, 1446661176.25, 1446661176.45, 1446661177.14, 1446661204.04
unit.000041, step_1, 1446661162.88, 1446661163.67, 1446661176.86, 1446661177.06, 1446661177.7, 1446661205.87
unit.000042, step_1, 1446661162.88, 1446661163.63, 1446661167.63, 1446661167.83, 1446661168.74, 1446661174.29
unit.000043, step_1, 1446661162.88, 1446661163.63, 1446661168.04, 1446661168.24, 1446661168.99, 1446661175.78
unit.000044, step_1, 1446661162.89, 1446661163.63, 1446661168.58, 1446661168.78, 1446661169.35, 1446661177.27
unit.000045, step_1, 1446661162.89, 1446661163.65, 1446661172.04, 1446661172.19, 1446661172.77, 1446661188.83
unit.000046, step_1, 1446661162.89, 1446661163.67, 1446661177.13, 1446661177.26, 1446661177.9, 1446661206.81
unit.000047, step_1, 1446661162.89, 1446661163.65, 1446661174.07, 1446661174.21, 1446661174.88, 1446661196.05
unit.000048, step_2, 1446661209.73, 1446661210.79, 1446661213.42, 1446661213.72, 1446661215.77, 1446661220.4
unit.000049, step_2, 1446661209.73, 1446661210.79, 1446661213.73, 1446661213.94, 1446661215.87, 1446661221.79
unit.000050, step_2, 1446661209.74, 1446661212.9, 1446661214.39, 1446661214.59, 1446661216.47, 1446661221.61
unit.000051, step_2, 1446661209.74, 1446661213.05, 1446661214.59, 1446661214.79, 1446661216.57, 1446661222.7
unit.000052, step_2, 1446661209.75, 1446661213.83, 1446661215.31, 1446661215.51, 1446661217.58, 1446661222.88
unit.000053, step_2, 1446661209.75, 1446661213.97, 1446661215.51, 1446661215.75, 1446661217.68, 1446661223.82
unit.000054, step_2, 1446661209.75, 1446661214.7, 1446661216.41, 1446661216.61, 1446661218.48, 1446661223.97
unit.000055, step_2, 1446661209.75, 1446661214.84, 1446661216.61, 1446661216.81, 1446661218.68, 1446661224.91
unit.000056, step_2, 1446661209.75, 1446661215.76, 1446661217.41, 1446661217.54, 1446661219.38, 1446661225.06
unit.000057, step_2, 1446661209.76, 1446661215.77, 1446661217.53, 1446661217.74, 1446661219.59, 1446661226.0
unit.000058, step_2, 1446661209.76, 1446661216.79, 1446661219.53, 1446661219.73, 1446661221.59, 1446661226.19
unit.000059, step_2, 1446661209.77, 1446661216.79, 1446661219.73, 1446661219.93, 1446661221.79, 1446661227.09
unit.000060, step_2, 1446661209.77, 1446661218.97, 1446661220.52, 1446661220.65, 1446661223.5, 1446661227.28
unit.000061, step_2, 1446661209.77, 1446661219.02, 1446661220.65, 1446661220.85, 1446661223.6, 1446661228.19
unit.000062, step_2, 1446661209.77, 1446661219.91, 1446661221.58, 1446661221.78, 1446661223.98, 1446661228.37
unit.000063, step_2, 1446661209.78, 1446661219.96, 1446661221.78, 1446661221.99, 1446661224.08, 1446661229.29
unit.000064, step_2, 1446661209.78, 1446661220.84, 1446661222.65, 1446661222.85, 1446661225.49, 1446661229.47
unit.000065, step_2, 1446661209.79, 1446661220.91, 1446661222.96, 1446661223.49, 1446661225.59, 1446661230.39
unit.000066, step_2, 1446661209.79, 1446661222.01, 1446661224.13, 1446661224.33, 1446661231.5, 1446661234.49
unit.000067, step_2, 1446661209.8, 1446661222.3, 1446661224.61, 1446661224.81, 1446661231.71, 1446661235.57
unit.000068, step_2, 1446661209.8, 1446661223.51, 1446661225.1, 1446661225.3, 1446661231.61, 1446661235.58
unit.000069, step_2, 1446661209.8, 1446661224.01, 1446661225.58, 1446661225.78, 1446661235.24, 1446661237.7
unit.000070, step_2, 1446661209.8, 1446661224.52, 1446661226.06, 1446661226.26, 1446661236.41, 1446661239.54
unit.000071, step_2, 1446661209.81, 1446661224.97, 1446661226.37, 1446661232.98, 1446661239.05, 1446661240.86
unit.000072, step_2, 1446661209.81, 1446661225.47, 1446661231.08, 1446661235.31, 1446661239.15, 1446661240.95
unit.000073, step_2, 1446661209.82, 1446661225.88, 1446661232.83, 1446661235.37, 1446661240.45, 1446661242.96
unit.000074, step_2, 1446661209.82, 1446661230.26, 1446661233.36, 1446661236.4, 1446661240.55, 1446661243.07
unit.000075, step_2, 1446661209.82, 1446661231.51, 1446661235.9, 1446661236.45, 1446661240.86, 1446661244.05
unit.000076, step_2, 1446661209.82, 1446661232.76, 1446661236.1, 1446661238.98, 1446661240.96, 1446661244.17
unit.000077, step_2, 1446661209.83, 1446661235.26, 1446661239.08, 1446661239.28, 1446661241.16, 1446661245.15
unit.000078, step_2, 1446661209.84, 1446661235.26, 1446661239.28, 1446661239.48, 1446661241.36, 1446661245.26
unit.000079, step_2, 1446661209.84, 1446661237.77, 1446661240.63, 1446661240.79, 1446661242.66, 1446661246.24
unit.000080, step_2, 1446661209.84, 1446661237.77, 1446661240.79, 1446661240.99, 1446661242.76, 1446661246.36
unit.000081, step_2, 1446661209.84, 1446661240.04, 1446661241.66, 1446661241.86, 1446661243.77, 1446661247.33
unit.000082, step_2, 1446661209.84, 1446661240.11, 1446661241.86, 1446661242.06, 1446661243.97, 1446661249.61
unit.000083, step_2, 1446661209.85, 1446661241.01, 1446661242.58, 1446661242.79, 1446661244.87, 1446661248.42
unit.000084, step_2, 1446661209.85, 1446661241.07, 1446661242.79, 1446661243.05, 1446661244.97, 1446661249.51
unit.000085, step_2, 1446661209.86, 1446661241.96, 1446661243.51, 1446661243.71, 1446661245.84, 1446661250.59
unit.000086, step_2, 1446661209.86, 1446661242.03, 1446661243.71, 1446661243.91, 1446661245.88, 1446661250.69
unit.000087, step_2, 1446661209.87, 1446661242.99, 1446661244.61, 1446661244.81, 1446661246.78, 1446661251.68
unit.000088, step_2, 1446661209.87, 1446661243.04, 1446661244.81, 1446661245.01, 1446661246.98, 1446661251.78
unit.000089, step_2, 1446661209.87, 1446661243.97, 1446661245.36, 1446661245.57, 1446661252.84, 1446661255.78
unit.000090, step_2, 1446661209.87, 1446661244.0, 1446661245.56, 1446661245.77, 1446661252.89, 1446661255.87
unit.000091, step_2, 1446661209.88, 1446661244.87, 1446661246.46, 1446661246.66, 1446661255.5, 1446661257.87
unit.000092, step_2, 1446661209.88, 1446661244.94, 1446661246.66, 1446661246.86, 1446661256.8, 1446661259.96
unit.000093, step_2, 1446661209.88, 1446661245.91, 1446661249.33, 1446661252.77, 1446661258.15, 1446661260.97
unit.000094, step_2, 1446661209.88, 1446661245.92, 1446661249.53, 1446661255.49, 1446661259.11, 1446661262.1
unit.000095, step_2, 1446661209.89, 1446661246.87, 1446661255.06, 1446661256.74, 1446661259.41, 1446661262.1
