uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1468423359.65, 1468423367.04, 1468423367.04, 1468423368.4, 1468423368.41, 1468423368.41, 1468423368.41,1468423368.43, 1468423380.37, 1468423380.58, 1468423380.59, 1468423385.16, 1468423385.26
unit.000001, 1, sim, 1468423359.65, 1468423364.89, 1468423364.89, 1468423366.77, 1468423366.77, 1468423366.78, 1468423366.78,1468423367.7, 1468423380.25, 1468423380.31, 1468423380.32, 1468423383.02, 1468423383.12
unit.000002, 1, sim, 1468423359.65, 1468423367.2, 1468423367.2, 1468423368.54, 1468423368.61, 1468423368.61, 1468423368.61,1468423368.61, 1468423380.39, 1468423380.67, 1468423380.68, 1468423385.31, 1468423385.41
unit.000003, 1, sim, 1468423359.65, 1468423363.92, 1468423363.92, 1468423366.7, 1468423366.71, 1468423366.71, 1468423366.71,1468423367.35, 1468423380.49, 1468423380.95, 1468423380.96, 1468423382.04, 1468423382.14
unit.000004, 1, sim, 1468423359.65, 1468423365.62, 1468423365.62, 1468423367.06, 1468423367.06, 1468423367.07, 1468423367.07,1468423367.79, 1468423380.38, 1468423380.62, 1468423380.63, 1468423383.76, 1468423383.86
unit.000005, 1, sim, 1468423359.65, 1468423364.64, 1468423364.64, 1468423366.75, 1468423366.75, 1468423366.76, 1468423366.76,1468423367.7, 1468423380.47, 1468423380.79, 1468423380.8, 1468423382.78, 1468423382.87
unit.000006, 1, sim, 1468423359.65, 1468423365.02, 1468423365.02, 1468423366.77, 1468423366.78, 1468423366.78, 1468423366.78,1468423367.7, 1468423380.36, 1468423380.5, 1468423380.5, 1468423383.16, 1468423383.27
unit.000007, 1, sim, 1468423359.65, 1468423365.28, 1468423365.28, 1468423366.8, 1468423366.8, 1468423366.8, 1468423366.8,1468423367.72, 1468423380.49, 1468423380.96, 1468423380.97, 1468423383.41, 1468423383.51
unit.000008, 1, sim, 1468423359.65, 1468423365.66, 1468423365.66, 1468423367.07, 1468423367.07, 1468423367.07, 1468423367.07,1468423367.82, 1468423380.37, 1468423380.5, 1468423380.52, 1468423383.8, 1468423383.89
unit.000009, 1, sim, 1468423359.65, 1468423366.02, 1468423366.02, 1468423367.36, 1468423367.36, 1468423367.37, 1468423367.37,1468423367.91, 1468423380.38, 1468423380.63, 1468423380.65, 1468423384.15, 1468423384.24
unit.000010, 1, sim, 1468423359.65, 1468423366.42, 1468423366.42, 1468423367.8, 1468423367.81, 1468423367.81, 1468423367.81,1468423368.04, 1468423380.37, 1468423380.56, 1468423380.57, 1468423384.54, 1468423384.64
unit.000011, 1, sim, 1468423359.65, 1468423366.65, 1468423366.65, 1468423367.96, 1468423367.96, 1468423367.96, 1468423367.96,1468423368.11, 1468423380.38, 1468423380.66, 1468423380.67, 1468423384.77, 1468423384.87
