uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446638596.47, 1446638597.1, 1446638607.0, 1446638607.2, 1446638607.93, 1446638609.14
unit.000001, 1, sim, 1446638610.87, 1446638611.54, 1446638621.53, 1446638621.73, 1446638650.91, 1446638653.32
unit.000002, 1, sim, 1446638610.87, 1446638611.46, 1446638612.94, 1446638613.15, 1446638640.65, 1446638642.23
unit.000003, 1, sim, 1446638610.87, 1446638611.52, 1446638619.2, 1446638619.4, 1446638648.8, 1446638650.29
unit.000004, 1, sim, 1446638610.87, 1446638611.53, 1446638619.82, 1446638620.05, 1446638649.9, 1446638651.3
unit.000005, 1, sim, 1446638610.87, 1446638611.54, 1446638620.89, 1446638621.09, 1446638650.2, 1446638651.3
unit.000006, 1, sim, 1446638610.88, 1446638611.5, 1446638616.72, 1446638616.92, 1446638646.59, 1446638649.28
unit.000007, 1, sim, 1446638610.88, 1446638611.48, 1446638615.43, 1446638615.64, 1446638645.88, 1446638647.26
unit.000008, 1, sim, 1446638610.88, 1446638611.47, 1446638614.4, 1446638614.6, 1446638644.77, 1446638646.25
unit.000009, 1, sim, 1446638610.89, 1446638611.47, 1446638613.98, 1446638614.18, 1446638643.36, 1446638644.24
unit.000010, 1, sim, 1446638610.89, 1446638611.46, 1446638613.36, 1446638613.56, 1446638642.76, 1446638644.24
unit.000011, 1, sim, 1446638610.89, 1446638611.46, 1446638612.74, 1446638612.94, 1446638638.34, 1446638640.22
unit.000012, 1, sim, 1446638610.9, 1446638611.55, 1446638622.36, 1446638622.57, 1446638651.01, 1446638653.32
unit.000013, 1, sim, 1446638610.9, 1446638611.53, 1446638620.14, 1446638620.35, 1446638650.41, 1446638652.31
unit.000014, 1, sim, 1446638610.9, 1446638611.53, 1446638619.61, 1446638619.81, 1446638650.1, 1446638651.3
unit.000015, 1, sim, 1446638610.9, 1446638611.54, 1446638621.12, 1446638621.32, 1446638650.51, 1446638652.31
unit.000016, 1, sim, 1446638610.91, 1446638611.45, 1446638612.33, 1446638612.53, 1446638635.32, 1446638637.21
unit.000017, 1, sim, 1446638610.92, 1446638611.51, 1446638617.76, 1446638617.96, 1446638644.87, 1446638646.25
unit.000018, 1, sim, 1446638610.92, 1446638611.45, 1446638612.53, 1446638612.73, 1446638635.42, 1446638637.22
unit.000019, 1, sim, 1446638610.92, 1446638611.51, 1446638617.96, 1446638618.16, 1446638646.69, 1446638649.28
unit.000020, 1, sim, 1446638610.92, 1446638611.49, 1446638615.85, 1446638616.09, 1446638645.98, 1446638647.26
unit.000021, 1, sim, 1446638610.93, 1446638611.48, 1446638615.23, 1446638615.43, 1446638645.47, 1446638647.26
unit.000022, 1, sim, 1446638610.93, 1446638611.5, 1446638617.13, 1446638617.34, 1446638646.99, 1446638649.29
unit.000023, 1, sim, 1446638610.93, 1446638611.49, 1446638616.1, 1446638616.3, 1446638645.78, 1446638647.26
unit.000024, 1, sim, 1446638610.94, 1446638611.47, 1446638614.61, 1446638614.81, 1446638644.57, 1446638646.25
unit.000025, 1, sim, 1446638610.94, 1446638611.51, 1446638617.55, 1446638617.75, 1446638635.63, 1446638637.22
unit.000026, 1, sim, 1446638610.94, 1446638611.5, 1446638616.93, 1446638617.13, 1446638646.18, 1446638648.27
unit.000027, 1, sim, 1446638610.94, 1446638611.52, 1446638618.17, 1446638618.37, 1446638646.28, 1446638648.27
unit.000028, 1, sim, 1446638610.95, 1446638611.55, 1446638621.95, 1446638622.15, 1446638651.11, 1446638653.33
unit.000029, 1, sim, 1446638610.95, 1446638611.49, 1446638616.31, 1446638616.51, 1446638646.79, 1446638649.28
unit.000030, 1, sim, 1446638610.96, 1446638611.46, 1446638613.15, 1446638613.35, 1446638638.74, 1446638640.23
unit.000031, 1, sim, 1446638610.96, 1446638611.48, 1446638615.65, 1446638615.85, 1446638646.48, 1446638648.27
unit.000032, 1, sim, 1446638610.96, 1446638611.47, 1446638613.77, 1446638613.97, 1446638643.46, 1446638644.24
unit.000033, 1, sim, 1446638610.97, 1446638611.47, 1446638614.19, 1446638614.39, 1446638644.47, 1446638645.25
unit.000034, 1, sim, 1446638610.97, 1446638611.49, 1446638616.51, 1446638616.72, 1446638646.08, 1446638648.27
