iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-09-26 03:02:29.561219
None,pre_loop,None,wait_time,2015-09-26 03:02:29.569340
None,pre_loop,None,res_time,2015-09-26 03:02:39.957404
None,pre_loop,None,stop_time,2015-09-26 03:02:39.958519
1,sim,kernel_0,start_time,2015-09-26 03:02:39.963898
1,sim,kernel_0,wait_time,2015-09-26 03:02:40.376533
1,sim,kernel_0,res_time,2015-09-26 03:09:17.917804
1,sim,kernel_0,stop_time,2015-09-26 03:09:17.918842
1,sim,kernel_1,start_time,2015-09-26 03:09:17.918890
1,sim,kernel_1,wait_time,2015-09-26 03:09:18.333923
1,sim,kernel_1,res_time,2015-09-26 03:16:33.570261
1,sim,kernel_1,stop_time,2015-09-26 03:16:33.570985
1,sim,post,start_time,2015-09-26 03:16:33.571013
1,sim,post,stop_time,2015-09-26 03:16:33.574269
1,ana,kernel_0,start_time,2015-09-26 03:16:33.576534
1,ana,kernel_0,wait_time,2015-09-26 03:16:33.595592
1,ana,kernel_0,res_time,2015-09-26 03:21:09.587317
1,ana,kernel_0,stop_time,2015-09-26 03:21:09.587939
1,ana,kernel_1,start_time,2015-09-26 03:21:09.587964
1,ana,kernel_1,wait_time,2015-09-26 03:21:09.624865
1,ana,kernel_1,res_time,2015-09-26 03:21:24.799358
1,ana,kernel_1,stop_time,2015-09-26 03:21:24.799991
1,ana,post,start_time,2015-09-26 03:21:24.800017
1,ana,post,stop_time,2015-09-26 03:21:24.800264
