uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446305562.39, 1446305562.63, 1446305573.01, 1446305573.21, 1446305574.34, 1446305575.68
unit.000001, 1, sim, 1446305709.5, 1446305752.45, 1446305772.54, 1446306340.1, 1446306530.82, 1446306532.23
unit.000002, 1, sim, 1446305709.53, 1446305754.22, 1446305776.41, 1446306525.6, 1446306721.25, 1446306722.9
unit.000003, 1, sim, 1446305709.53, 1446305754.1, 1446305774.58, 1446306352.53, 1446306544.06, 1446306545.13
unit.000004, 1, sim, 1446305709.55, 1446305752.23, 1446305769.68, 1446306331.94, 1446306524.98, 1446306526.65
unit.000005, 1, sim, 1446305709.56, 1446305754.29, 1446305777.43, 1446306530.12, 1446306721.15, 1446306722.93
unit.000006, 1, sim, 1446305709.56, 1446305754.13, 1446305775.19, 1446306357.64, 1446306552.19, 1446306553.66
unit.000007, 1, sim, 1446305709.59, 1446305765.13, 1446305865.81, 1446309113.01, 1446309305.55, 1446309306.47
unit.000008, 1, sim, 1446305709.59, 1446305752.34, 1446305770.9, 1446306338.97, 1446306531.42, 1446306532.19
unit.000009, 1, sim, 1446305709.62, 1446305752.28, 1446305770.3, 1446306333.45, 1446306525.99, 1446306527.67
unit.000010, 1, sim, 1446305709.62, 1446305754.36, 1446305778.45, 1446306531.08, 1446306727.21, 1446306728.25
unit.000011, 1, sim, 1446305709.63, 1446305751.26, 1446305751.87, 1446305752.07, 1446305964.51, 1446305965.94
unit.000012, 1, sim, 1446305709.64, 1446305754.5, 1446305780.5, 1446306539.6, 1446306732.81, 1446306734.78
unit.000013, 1, sim, 1446305709.66, 1446305751.26, 1446305752.07, 1446305752.27, 1446305976.84, 1446305978.82
unit.000014, 1, sim, 1446305709.67, 1446305754.56, 1446305781.52, 1446306549.39, 1446306743.53, 1446306745.11
unit.000015, 1, sim, 1446305709.7, 1446305751.28, 1446305752.27, 1446305752.48, 1446305945.23, 1446305946.22
unit.000016, 1, sim, 1446305709.7, 1446305754.75, 1446305784.17, 1446306723.38, 1446306914.41, 1446306915.31
unit.000017, 1, sim, 1446305709.71, 1446305764.47, 1446305857.85, 1446308913.33, 1446309104.46, 1446309106.42
unit.000018, 1, sim, 1446305709.73, 1446305754.23, 1446305776.62, 1446306526.05, 1446306720.95, 1446306722.91
unit.000019, 1, sim, 1446305709.73, 1446305752.56, 1446305773.56, 1446306344.19, 1446306536.54, 1446306539.26
unit.000020, 1, sim, 1446305709.73, 1446305765.27, 1446305867.67, 1446309232.77, 1446309425.33, 1446309426.69
unit.000021, 1, sim, 1446305709.75, 1446305765.4, 1446305869.71, 1446309269.96, 1446309464.23, 1446309466.04
unit.000022, 1, sim, 1446305709.77, 1446305751.28, 1446305752.48, 1446305752.68, 1446305945.63, 1446305947.62
unit.000023, 1, sim, 1446305709.78, 1446305754.34, 1446305778.05, 1446306530.81, 1446306723.06, 1446306725.62
unit.000024, 1, sim, 1446305709.78, 1446305765.34, 1446305868.49, 1446309249.11, 1446309444.48, 1446309446.45
unit.000025, 1, sim, 1446305709.8, 1446305765.57, 1446305871.55, 1446309299.37, 1446309490.61, 1446309492.72
unit.000026, 1, sim, 1446305709.81, 1446305765.67, 1446305872.37, 1446309305.66, 1446309498.43, 1446309499.46
unit.000027, 1, sim, 1446305709.81, 1446305765.69, 1446305872.78, 1446309319.19, 1446309511.86, 1446309513.96
unit.000028, 1, sim, 1446305709.83, 1446305765.79, 1446305873.8, 1446309422.13, 1446309614.48, 1446309616.57
unit.000029, 1, sim, 1446305709.84, 1446305767.49, 1446305875.43, 1446309450.31, 1446309645.16, 1446309646.33
unit.000030, 1, sim, 1446305709.86, 1446305751.75, 1446305762.33, 1446305974.75, 1446306166.78, 1446306168.55
unit.000031, 1, sim, 1446305709.86, 1446305754.75, 1446305783.97, 1446306723.18, 1446306916.22, 1446306917.35
unit.000032, 1, sim, 1446305709.88, 1446305754.68, 1446305783.15, 1446306721.2, 1446306915.31, 1446306916.33
unit.000033, 1, sim, 1446305709.88, 1446305767.64, 1446305877.06, 1446309480.61, 1446309674.34, 1446309676.07
unit.000034, 1, sim, 1446305709.9, 1446305767.73, 1446305878.49, 1446309497.24, 1446309690.78, 1446309692.8
unit.000035, 1, sim, 1446305709.91, 1446305765.82, 1446305874.82, 1446309441.99, 1446309635.24, 1446309637.05
unit.000036, 1, sim, 1446305709.92, 1446305767.75, 1446305878.9, 1446309498.54, 1446309691.19, 1446309692.8
unit.000037, 1, sim, 1446305709.93, 1446305765.43, 1446305869.92, 1446309272.57, 1446309465.55, 1446309467.43
unit.000038, 1, sim, 1446305709.94, 1446305765.53, 1446305870.73, 1446309296.43, 1446309488.6, 1446309490.7
unit.000039, 1, sim, 1446305709.95, 1446305767.89, 1446305880.95, 1446309622.64, 1446309816.37, 1446309818.04
unit.000040, 1, sim, 1446305709.97, 1446305767.94, 1446305881.97, 1446309645.39, 1446309840.75, 1446309842.62
unit.000041, 1, sim, 1446305709.97, 1446305768.01, 1446305882.79, 1446309655.8, 1446309848.15, 1446309849.81
unit.000042, 1, sim, 1446305709.99, 1446305768.07, 1446305883.4, 1446309669.04, 1446309862.08, 1446309863.49
unit.000043, 1, sim, 1446305710.01, 1446305768.16, 1446305884.42, 1446309685.33, 1446309877.92, 1446309879.2
unit.000044, 1, sim, 1446305710.01, 1446305767.51, 1446305875.63, 1446309456.92, 1446309650.37, 1446309652.44
unit.000045, 1, sim, 1446305710.02, 1446305767.55, 1446305875.84, 1446309462.04, 1446309655.29, 1446309656.46
unit.000046, 1, sim, 1446305710.02, 1446305767.47, 1446305875.02, 1446309444.59, 1446309638.04, 1446309639.12
unit.000047, 1, sim, 1446305710.05, 1446305768.29, 1446305886.26, 1446309715.35, 1446309908.2, 1446309909.7
unit.000048, 1, sim, 1446305710.05, 1446305768.39, 1446305887.48, 1446309816.48, 1446310009.62, 1446310011.42
unit.000049, 1, sim, 1446305710.06, 1446305768.42, 1446305888.3, 1446309839.73, 1446310034.88, 1446310036.06
unit.000050, 1, sim, 1446305710.08, 1446305768.33, 1446305887.07, 1446309809.66, 1446310002.6, 1446310004.05
unit.000051, 1, sim, 1446305710.09, 1446305767.84, 1446305880.33, 1446309614.59, 1446309809.55, 1446309810.75
unit.000052, 1, sim, 1446305710.1, 1446305767.65, 1446305877.27, 1446309488.72, 1446309683.46, 1446309684.44
unit.000053, 1, sim, 1446305710.11, 1446305751.99, 1446305767.43, 1446306154.16, 1446306348.9, 1446306350.24
unit.000054, 1, sim, 1446305710.12, 1446305754.5, 1446305780.29, 1446306539.46, 1446306732.7, 1446306734.77
unit.000055, 1, sim, 1446305710.13, 1446305754.77, 1446305784.37, 1446306723.52, 1446306915.41, 1446306916.33
unit.000056, 1, sim, 1446305710.14, 1446305755.07, 1446305788.05, 1446306743.64, 1446306940.6, 1446306942.41
unit.000057, 1, sim, 1446305710.16, 1446305756.02, 1446305791.72, 1446306917.43, 1446307108.26, 1446307109.41
unit.000058, 1, sim, 1446305710.16, 1446305768.23, 1446305885.44, 1446309691.3, 1446309885.58, 1446309887.14
unit.000059, 1, sim, 1446305710.17, 1446305768.21, 1446305885.03, 1446309690.69, 1446309885.35, 1446309887.12
unit.000060, 1, sim, 1446305710.17, 1446305768.21, 1446305885.24, 1446309690.89, 1446309885.15, 1446309886.08
unit.000061, 1, sim, 1446305710.19, 1446305755.35, 1446305790.29, 1446306914.52, 1446307105.85, 1446307107.23
unit.000062, 1, sim, 1446305710.21, 1446305756.05, 1446305792.13, 1446306918.28, 1446307109.47, 1446307111.7
unit.000063, 1, sim, 1446305710.22, 1446305758.74, 1446305822.95, 1446307900.64, 1446308093.82, 1446308095.0
unit.000064, 1, sim, 1446305710.23, 1446305758.5, 1446305819.47, 1446307763.66, 1446307954.79, 1446307956.83
unit.000065, 1, sim, 1446305710.23, 1446305756.15, 1446305793.56, 1446306927.37, 1446307119.51, 1446307121.46
unit.000066, 1, sim, 1446305710.25, 1446305752.49, 1446305773.15, 1446306341.68, 1446306532.93, 1446306535.15
unit.000067, 1, sim, 1446305710.27, 1446305755.02, 1446305787.03, 1446306732.95, 1446306927.26, 1446306927.84
unit.000068, 1, sim, 1446305710.27, 1446305764.58, 1446305859.08, 1446308917.94, 1446309109.68, 1446309111.49
unit.000069, 1, sim, 1446305710.29, 1446305761.21, 1446305838.26, 1446308337.48, 1446308528.9, 1446308530.69
unit.000070, 1, sim, 1446305710.29, 1446305761.51, 1446305842.34, 1446308477.98, 1446308669.52, 1446308671.27
unit.000071, 1, sim, 1446305710.3, 1446305761.78, 1446305846.02, 1446308532.23, 1446308723.37, 1446308724.53
unit.000072, 1, sim, 1446305710.3, 1446305752.44, 1446305772.33, 1446306339.97, 1446306530.61, 1446306532.22
unit.000073, 1, sim, 1446305710.34, 1446305755.97, 1446305791.11, 1446306916.33, 1446307107.66, 1446307109.41
unit.000074, 1, sim, 1446305710.35, 1446305755.37, 1446305790.7, 1446306915.42, 1446307106.35, 1446307108.39
unit.000075, 1, sim, 1446305710.35, 1446305757.05, 1446305806.82, 1446307312.71, 1446307505.72, 1446307506.9
unit.000076, 1, sim, 1446305710.35, 1446305765.06, 1446305864.59, 1446309106.29, 1446309298.62, 1446309299.78
unit.000077, 1, sim, 1446305710.38, 1446305765.19, 1446305866.65, 1446309134.45, 1446309329.71, 1446309331.1
unit.000078, 1, sim, 1446305710.39, 1446305756.75, 1446305803.15, 1446307297.52, 1446307490.2, 1446307492.65
unit.000079, 1, sim, 1446305710.4, 1446305751.3, 1446305752.68, 1446305752.88, 1446305969.02, 1446305970.65
unit.000080, 1, sim, 1446305710.41, 1446305756.32, 1446305796.41, 1446307105.56, 1446307297.41, 1446307298.17
unit.000081, 1, sim, 1446305710.42, 1446305759.23, 1446305830.1, 1446308107.16, 1446308299.93, 1446308301.96
unit.000082, 1, sim, 1446305710.42, 1446305751.3, 1446305752.89, 1446305753.09, 1446305969.12, 1446305970.65
unit.000083, 1, sim, 1446305710.44, 1446305751.31, 1446305753.09, 1446305753.29, 1446305944.92, 1446305946.21
unit.000084, 1, sim, 1446305710.44, 1446305751.31, 1446305753.3, 1446305753.5, 1446305945.33, 1446305946.26
unit.000085, 1, sim, 1446305710.47, 1446305751.32, 1446305753.5, 1446305753.7, 1446305945.43, 1446305946.27
unit.000086, 1, sim, 1446305710.47, 1446305751.33, 1446305753.71, 1446305753.91, 1446305970.32, 1446305971.87
unit.000087, 1, sim, 1446305710.49, 1446305751.34, 1446305753.91, 1446305754.11, 1446305945.12, 1446305946.31
unit.000088, 1, sim, 1446305710.5, 1446305764.59, 1446305859.28, 1446308919.17, 1446309112.89, 1446309114.73
unit.000089, 1, sim, 1446305710.5, 1446305764.44, 1446305857.65, 1446308906.62, 1446309101.66, 1446309103.39
unit.000090, 1, sim, 1446305710.51, 1446305756.18, 1446305793.97, 1446306928.98, 1446307120.61, 1446307122.77
unit.000091, 1, sim, 1446305710.53, 1446305751.34, 1446305754.12, 1446305754.32, 1446305961.3, 1446305963.57
unit.000092, 1, sim, 1446305710.53, 1446305768.33, 1446305887.28, 1446309812.87, 1446310005.61, 1446310007.38
unit.000093, 1, sim, 1446305710.56, 1446305754.55, 1446305781.11, 1446306544.22, 1446306737.42, 1446306738.39
unit.000094, 1, sim, 1446305710.57, 1446305751.36, 1446305754.32, 1446305754.52, 1446305969.62, 1446305970.66
unit.000095, 1, sim, 1446305710.57, 1446305752.3, 1446305770.7, 1446306337.07, 1446306529.81, 1446306532.19
unit.000096, 1, sim, 1446305710.59, 1446305751.37, 1446305754.53, 1446305754.73, 1446305948.14, 1446305949.91
unit.000097, 1, sim, 1446305710.59, 1446305751.38, 1446305754.73, 1446305754.93, 1446305961.5, 1446305963.57
unit.000098, 1, sim, 1446305710.62, 1446305751.38, 1446305754.94, 1446305755.14, 1446305974.64, 1446305976.43
unit.000099, 1, sim, 1446305710.62, 1446305751.4, 1446305755.14, 1446305755.34, 1446305953.86, 1446305957.16
unit.000100, 1, sim, 1446305710.65, 1446305751.4, 1446305755.35, 1446305755.55, 1446305955.88, 1446305958.57
unit.000101, 1, sim, 1446305710.65, 1446305751.44, 1446305755.55, 1446305755.75, 1446305955.77, 1446305957.17
unit.000102, 1, sim, 1446305710.68, 1446305751.44, 1446305755.77, 1446305755.96, 1446305956.08, 1446305958.57
unit.000103, 1, sim, 1446305710.68, 1446305751.45, 1446305755.96, 1446305756.16, 1446305955.98, 1446305958.6
unit.000104, 1, sim, 1446305710.71, 1446305751.46, 1446305756.17, 1446305756.37, 1446305956.28, 1446305958.6
unit.000105, 1, sim, 1446305710.72, 1446305751.47, 1446305756.37, 1446305756.57, 1446305953.56, 1446305954.61
unit.000106, 1, sim, 1446305710.73, 1446305751.47, 1446305756.57, 1446305756.77, 1446305953.96, 1446305957.21
unit.000107, 1, sim, 1446305710.74, 1446305751.49, 1446305756.78, 1446305756.98, 1446305954.77, 1446305957.21
unit.000108, 1, sim, 1446305710.75, 1446305751.5, 1446305756.98, 1446305757.19, 1446305956.18, 1446305958.6
unit.000109, 1, sim, 1446305710.76, 1446305751.51, 1446305757.19, 1446305757.4, 1446305957.39, 1446305958.61
unit.000110, 1, sim, 1446305710.76, 1446305751.51, 1446305757.4, 1446305757.6, 1446305953.66, 1446305954.61
unit.000111, 1, sim, 1446305710.78, 1446305751.53, 1446305757.61, 1446305757.82, 1446305954.06, 1446305957.24
unit.000112, 1, sim, 1446305710.79, 1446305751.54, 1446305757.82, 1446305758.02, 1446305954.17, 1446305957.24
unit.000113, 1, sim, 1446305710.81, 1446305751.55, 1446305758.03, 1446305758.23, 1446305953.76, 1446305957.29
unit.000114, 1, sim, 1446305710.82, 1446305758.34, 1446305817.02, 1446307720.42, 1446307913.26, 1446307915.07
unit.000115, 1, sim, 1446305710.82, 1446305751.56, 1446305758.24, 1446305758.44, 1446305954.47, 1446305957.29
unit.000116, 1, sim, 1446305710.84, 1446305751.57, 1446305758.45, 1446305945.07, 1446306140.78, 1446306142.49
unit.000117, 1, sim, 1446305710.86, 1446305754.83, 1446305785.39, 1446306725.48, 1446306920.44, 1446306922.06
unit.000118, 1, sim, 1446305710.86, 1446305751.57, 1446305758.65, 1446305945.3, 1446306138.27, 1446306139.7
unit.000119, 1, sim, 1446305710.87, 1446305751.58, 1446305758.85, 1446305945.87, 1446306138.47, 1446306139.7
unit.000120, 1, sim, 1446305710.89, 1446305755.14, 1446305788.45, 1446306750.36, 1446306944.81, 1446306946.53
unit.000121, 1, sim, 1446305710.89, 1446305755.1, 1446305788.25, 1446306747.75, 1446306940.1, 1446306942.41
unit.000122, 1, sim, 1446305710.91, 1446305756.49, 1446305799.27, 1446307111.65, 1446307302.74, 1446307304.08
unit.000123, 1, sim, 1446305710.92, 1446305751.6, 1446305759.06, 1446305946.09, 1446306140.38, 1446306141.48
unit.000124, 1, sim, 1446305710.94, 1446305756.02, 1446305791.92, 1446306917.83, 1446307110.28, 1446307111.69
unit.000125, 1, sim, 1446305710.94, 1446305757.34, 1446305810.7, 1446307491.51, 1446307763.62, 1446307765.65
unit.000126, 1, sim, 1446305710.96, 1446305756.14, 1446305793.15, 1446306922.87, 1446307115.3, 1446307117.23
unit.000127, 1, sim, 1446305710.97, 1446305756.16, 1446305793.76, 1446306928.58, 1446307119.61, 1446307121.46
unit.000128, 1, sim, 1446305710.98, 1446305756.2, 1446305794.37, 1446306932.79, 1446307126.03, 1446307128.32
unit.000129, 1, sim, 1446305710.99, 1446305754.88, 1446305786.62, 1446306730.3, 1446306922.74, 1446306924.59
unit.000130, 1, sim, 1446305711.02, 1446305754.87, 1446305786.01, 1446306726.8, 1446306918.63, 1446306919.83
unit.000131, 1, sim, 1446305711.02, 1446305754.85, 1446305785.6, 1446306725.99, 1446306916.92, 1446306917.36
unit.000132, 1, sim, 1446305711.03, 1446305756.38, 1446305797.64, 1446307107.81, 1446307298.72, 1446307299.52
unit.000133, 1, sim, 1446305711.05, 1446305756.47, 1446305798.87, 1446307110.4, 1446307302.94, 1446307304.08
unit.000134, 1, sim, 1446305711.06, 1446305754.27, 1446305777.23, 1446306529.92, 1446306721.05, 1446306722.91
unit.000135, 1, sim, 1446305711.06, 1446305761.74, 1446305845.41, 1446308531.62, 1446308723.06, 1446308724.53
unit.000136, 1, sim, 1446305711.09, 1446305763.16, 1446305853.97, 1446308774.89, 1446308967.84, 1446308968.94
unit.000137, 1, sim, 1446305711.09, 1446305761.94, 1446305847.65, 1446308649.28, 1446308842.12, 1446308843.71
unit.000138, 1, sim, 1446305711.09, 1446305755.17, 1446305788.66, 1446306753.27, 1446306948.62, 1446306950.96
unit.000139, 1, sim, 1446305711.11, 1446305768.3, 1446305886.46, 1446309737.8, 1446309931.35, 1446309933.24
unit.000140, 1, sim, 1446305711.12, 1446305765.35, 1446305868.69, 1446309254.02, 1446309448.69, 1446309450.68
unit.000141, 1, sim, 1446305711.13, 1446305756.69, 1446305802.13, 1446307296.42, 1446307489.69, 1446307490.44
unit.000142, 1, sim, 1446305711.15, 1446305756.73, 1446305802.94, 1446307296.91, 1446307488.58, 1446307489.43
unit.000143, 1, sim, 1446305711.16, 1446305768.26, 1446305885.65, 1446309702.12, 1446309895.47, 1446309896.69
unit.000144, 1, sim, 1446305711.17, 1446305767.91, 1446305881.36, 1446309635.35, 1446309829.0, 1446309830.32
unit.000145, 1, sim, 1446305711.18, 1446305756.33, 1446305796.86, 1446307106.36, 1446307297.51, 1446307298.17
unit.000146, 1, sim, 1446305711.2, 1446305759.07, 1446305828.26, 1446308073.45, 1446308264.93, 1446308266.45
unit.000147, 1, sim, 1446305711.2, 1446305756.36, 1446305797.23, 1446307106.67, 1446307297.81, 1446307298.18
unit.000148, 1, sim, 1446305711.2, 1446305751.6, 1446305759.26, 1446305948.26, 1446306141.99, 1446306144.18
unit.000149, 1, sim, 1446305711.23, 1446305756.54, 1446305799.68, 1446307116.35, 1446307314.98, 1446307316.28
unit.000150, 1, sim, 1446305711.24, 1446305756.56, 1446305800.09, 1446307119.63, 1446307312.28, 1446307313.25
unit.000151, 1, sim, 1446305711.24, 1446305751.61, 1446305759.47, 1446305953.73, 1446306146.81, 1446306148.63
unit.000152, 1, sim, 1446305711.24, 1446305751.62, 1446305759.72, 1446305954.1, 1446306144.8, 1446306146.59
unit.000153, 1, sim, 1446305711.26, 1446305751.63, 1446305759.87, 1446305954.34, 1446306145.91, 1446306147.62
unit.000154, 1, sim, 1446305711.28, 1446305751.64, 1446305760.08, 1446305954.95, 1446306147.51, 1446306150.46
unit.000155, 1, sim, 1446305711.29, 1446305751.66, 1446305760.28, 1446305955.33, 1446306148.22, 1446306150.46
unit.000156, 1, sim, 1446305711.3, 1446305751.66, 1446305760.49, 1446305956.38, 1446306147.92, 1446306150.48
unit.000157, 1, sim, 1446305711.3, 1446305751.67, 1446305760.73, 1446305956.73, 1446306149.44, 1446306151.89
unit.000158, 1, sim, 1446305711.32, 1446305756.83, 1446305804.58, 1446307299.87, 1446307491.2, 1446307493.68
unit.000159, 1, sim, 1446305711.32, 1446305751.67, 1446305760.9, 1446305961.41, 1446306155.75, 1446306156.97
unit.000160, 1, sim, 1446305711.35, 1446305751.69, 1446305761.1, 1446305961.61, 1446306154.05, 1446306155.45
unit.000161, 1, sim, 1446305711.35, 1446305751.71, 1446305761.31, 1446305964.62, 1446306157.86, 1446306159.13
unit.000162, 1, sim, 1446305711.35, 1446305751.71, 1446305761.51, 1446305969.14, 1446306160.56, 1446306162.48
unit.000163, 1, sim, 1446305711.38, 1446305751.71, 1446305761.73, 1446305969.27, 1446306160.97, 1446306162.48
unit.000164, 1, sim, 1446305711.39, 1446305751.73, 1446305761.92, 1446305969.73, 1446306162.17, 1446306163.51
unit.000165, 1, sim, 1446305711.41, 1446305751.74, 1446305762.13, 1446305970.43, 1446306164.48, 1446306166.47
unit.000166, 1, sim, 1446305711.42, 1446305751.75, 1446305762.53, 1446305976.95, 1446306169.59, 1446306170.9
unit.000167, 1, sim, 1446305711.42, 1446305751.77, 1446305762.74, 1446306137.68, 1446306330.22, 1446306331.74
unit.000168, 1, sim, 1446305711.42, 1446305751.78, 1446305762.94, 1446306138.38, 1446306333.34, 1446306335.12
unit.000169, 1, sim, 1446305711.45, 1446305751.79, 1446305763.35, 1446306138.99, 1446306331.83, 1446306332.75
unit.000170, 1, sim, 1446305711.45, 1446305751.79, 1446305763.15, 1446306138.58, 1446306330.32, 1446306331.74
unit.000171, 1, sim, 1446305711.47, 1446305751.81, 1446305763.55, 1446306140.5, 1446306332.53, 1446306333.77
unit.000172, 1, sim, 1446305711.47, 1446305751.81, 1446305763.76, 1446306140.89, 1446306331.93, 1446306332.75
unit.000173, 1, sim, 1446305711.47, 1446305751.83, 1446305763.96, 1446306142.13, 1446306335.55, 1446306337.85
unit.000174, 1, sim, 1446305711.5, 1446305751.87, 1446305764.98, 1446306147.42, 1446306340.57, 1446306342.96
unit.000175, 1, sim, 1446305711.51, 1446305751.83, 1446305764.17, 1446306144.92, 1446306336.95, 1446306337.85
unit.000176, 1, sim, 1446305711.52, 1446305751.89, 1446305765.19, 1446306147.58, 1446306339.26, 1446306340.17
unit.000177, 1, sim, 1446305711.52, 1446305751.84, 1446305764.57, 1446306146.22, 1446306341.17, 1446306342.96
unit.000178, 1, sim, 1446305711.54, 1446305751.85, 1446305764.37, 1446306146.02, 1446306339.16, 1446306340.17
unit.000179, 1, sim, 1446305711.56, 1446305751.87, 1446305764.78, 1446306146.95, 1446306339.77, 1446306342.96
unit.000180, 1, sim, 1446305711.56, 1446305756.9, 1446305805.6, 1446307303.06, 1446307495.89, 1446307496.74
unit.000181, 1, sim, 1446305711.58, 1446305757.12, 1446305808.05, 1446307332.75, 1446307529.89, 1446307531.44
unit.000182, 1, sim, 1446305711.59, 1446305757.2, 1446305808.86, 1446307488.7, 1446307688.43, 1446307689.6
unit.000183, 1, sim, 1446305711.59, 1446305757.26, 1446305809.68, 1446307490.06, 1446307763.83, 1446307766.68
unit.000184, 1, sim, 1446305711.61, 1446305757.3, 1446305810.09, 1446307490.33, 1446307689.04, 1446307689.9
unit.000185, 1, sim, 1446305711.63, 1446305751.89, 1446305765.39, 1446306147.73, 1446306339.46, 1446306341.92
unit.000186, 1, sim, 1446305711.64, 1446305751.9, 1446305765.6, 1446306147.86, 1446306339.06, 1446306340.18
unit.000187, 1, sim, 1446305711.64, 1446305751.92, 1446305765.8, 1446306148.0, 1446306338.86, 1446306340.18
unit.000188, 1, sim, 1446305711.67, 1446305757.36, 1446305811.11, 1446307491.91, 1446307697.55, 1446307698.99
unit.000189, 1, sim, 1446305711.67, 1446305751.93, 1446305766.0, 1446306148.14, 1446306339.36, 1446306341.92
unit.000190, 1, sim, 1446305711.71, 1446305758.34, 1446305816.82, 1446307708.6, 1446307901.93, 1446307903.79
unit.000191, 1, sim, 1446305711.71, 1446305758.28, 1446305816.01, 1446307697.8, 1446307890.4, 1446307892.32
unit.000192, 1, sim, 1446305711.73, 1446305758.26, 1446305815.6, 1446307689.16, 1446307881.47, 1446307883.09
unit.000193, 1, sim, 1446305711.74, 1446305757.06, 1446305807.44, 1446307319.41, 1446307512.74, 1446307514.01
unit.000194, 1, sim, 1446305711.75, 1446305751.93, 1446305766.21, 1446306148.26, 1446306339.66, 1446306341.93
unit.000195, 1, sim, 1446305711.77, 1446305758.39, 1446305818.05, 1446307743.59, 1446307936.75, 1446307937.62
unit.000196, 1, sim, 1446305711.77, 1446305764.83, 1446305861.94, 1446309056.36, 1446309249.0, 1446309250.22
unit.000197, 1, sim, 1446305711.79, 1446305751.95, 1446305766.42, 1446306148.39, 1446306341.57, 1446306342.97
unit.000198, 1, sim, 1446305711.8, 1446305751.95, 1446305766.62, 1446306148.52, 1446306339.56, 1446306341.93
unit.000199, 1, sim, 1446305711.81, 1446305751.96, 1446305766.82, 1446306148.75, 1446306342.38, 1446306344.08
unit.000200, 1, sim, 1446305711.81, 1446305751.97, 1446305767.03, 1446306149.54, 1446306344.08, 1446306346.71
unit.000201, 1, sim, 1446305711.84, 1446305751.98, 1446305767.23, 1446306151.45, 1446306345.99, 1446306347.73
unit.000202, 1, sim, 1446305711.84, 1446305752.1, 1446305767.64, 1446306155.87, 1446306347.79, 1446306348.83
unit.000203, 1, sim, 1446305711.86, 1446305754.69, 1446305783.76, 1446306721.87, 1446306913.8, 1446306914.3
unit.000204, 1, sim, 1446305711.87, 1446305752.1, 1446305767.84, 1446306157.97, 1446306351.0, 1446306352.26
unit.000205, 1, sim, 1446305711.87, 1446305756.67, 1446305801.92, 1446307296.11, 1446307491.61, 1446307493.67
unit.000206, 1, sim, 1446305711.9, 1446305752.11, 1446305768.25, 1446306161.08, 1446306352.71, 1446306354.02
unit.000207, 1, sim, 1446305711.9, 1446305758.43, 1446305818.25, 1446307744.39, 1446307935.34, 1446307936.61
