uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-23 00:43:14.947000, 2015-09-23 00:43:15.974000, 2015-09-23 00:43:21.511000, 2015-09-23 00:43:21.523000, 2015-09-23 00:43:24.471000, 2015-09-23 00:43:25.864000
unit.000001, 1, sim, 2015-09-23 00:43:31.471000, 2015-09-23 00:43:43.254000, 2015-09-23 00:43:44.132000, 2015-09-23 00:46:55.527000, 2015-09-23 00:50:05.880000, 2015-09-23 00:50:07.810000
unit.000002, 1, sim, 2015-09-23 00:43:31.472000, 2015-09-23 00:43:40.967000, 2015-09-23 00:43:41.808000, 2015-09-23 00:43:41.827000, 2015-09-23 00:46:58.537000, 2015-09-23 00:47:01.561000
unit.000003, 1, sim, 2015-09-23 00:43:31.478000, 2015-09-23 00:43:43.794000, 2015-09-23 00:43:44.708000, 2015-09-23 00:46:55.668000, 2015-09-23 00:50:08.343000, 2015-09-23 00:50:09.982000
unit.000004, 1, sim, 2015-09-23 00:43:31.479000, 2015-09-23 00:43:44.150000, 2015-09-23 00:43:44.722000, 2015-09-23 00:46:55.943000, 2015-09-23 00:50:08.033000, 2015-09-23 00:50:10.159000
unit.000005, 1, sim, 2015-09-23 00:43:31.483000, 2015-09-23 00:43:35.971000, 2015-09-23 00:43:36.714000, 2015-09-23 00:43:36.743000, 2015-09-23 00:46:48.195000, 2015-09-23 00:46:49.947000
unit.000006, 1, sim, 2015-09-23 00:43:31.485000, 2015-09-23 00:43:44.326000, 2015-09-23 00:43:45.433000, 2015-09-23 00:46:56.056000, 2015-09-23 00:50:08.769000, 2015-09-23 00:50:10.336000
unit.000007, 1, sim, 2015-09-23 00:43:31.490000, 2015-09-23 00:43:44.694000, 2015-09-23 00:43:45.447000, 2015-09-23 00:46:57.676000, 2015-09-23 00:50:08.236000, 2015-09-23 00:50:10.508000
unit.000008, 1, sim, 2015-09-23 00:43:31.492000, 2015-09-23 00:43:44.870000, 2015-09-23 00:43:46.237000, 2015-09-23 00:46:57.886000, 2015-09-23 00:50:08.345000, 2015-09-23 00:50:10.686000
unit.000009, 1, sim, 2015-09-23 00:43:31.493000, 2015-09-23 00:43:45.046000, 2015-09-23 00:43:46.246000, 2015-09-23 00:46:57.904000, 2015-09-23 00:50:08.348000, 2015-09-23 00:50:10.865000
unit.000010, 1, sim, 2015-09-23 00:43:31.500000, 2015-09-23 00:43:41.508000, 2015-09-23 00:43:42.388000, 2015-09-23 00:46:48.308000, 2015-09-23 00:49:59.034000, 2015-09-23 00:49:59.852000
unit.000011, 1, sim, 2015-09-23 00:43:31.502000, 2015-09-23 00:43:45.811000, 2015-09-23 00:43:46.972000, 2015-09-23 00:46:58.221000, 2015-09-23 00:50:08.666000, 2015-09-23 00:50:11.575000
unit.000012, 1, sim, 2015-09-23 00:43:31.503000, 2015-09-23 00:43:44.508000, 2015-09-23 00:43:45.440000, 2015-09-23 00:46:57.265000, 2015-09-23 00:50:10.186000, 2015-09-23 00:50:11.221000
unit.000013, 1, sim, 2015-09-23 00:43:31.510000, 2015-09-23 00:43:46.191000, 2015-09-23 00:43:46.982000, 2015-09-23 00:46:58.341000, 2015-09-23 00:50:11.205000, 2015-09-23 00:50:13.018000
unit.000014, 1, sim, 2015-09-23 00:43:31.517000, 2015-09-23 00:43:45.633000, 2015-09-23 00:43:46.961000, 2015-09-23 00:46:58.028000, 2015-09-23 00:50:08.560000, 2015-09-23 00:50:11.398000
unit.000015, 1, sim, 2015-09-23 00:43:31.519000, 2015-09-23 00:43:40.790000, 2015-09-23 00:43:41.799000, 2015-09-23 00:43:41.810000, 2015-09-23 00:46:58.533000, 2015-09-23 00:47:01.381000
unit.000016, 1, sim, 2015-09-23 00:43:31.521000, 2015-09-23 00:43:40.974000, 2015-09-23 00:43:41.811000, 2015-09-23 00:46:47.888000, 2015-09-23 00:49:58.124000, 2015-09-23 00:49:59.499000
unit.000017, 1, sim, 2015-09-23 00:43:31.523000, 2015-09-23 00:43:41.154000, 2015-09-23 00:43:41.815000, 2015-09-23 00:46:47.993000, 2015-09-23 00:49:58.528000, 2015-09-23 00:49:59.675000
unit.000018, 1, sim, 2015-09-23 00:43:31.525000, 2015-09-23 00:43:41.331000, 2015-09-23 00:43:42.380000, 2015-09-23 00:46:48.100000, 2015-09-23 00:50:02.453000, 2015-09-23 00:50:03.479000
unit.000019, 1, sim, 2015-09-23 00:43:31.534000, 2015-09-23 00:43:41.332000, 2015-09-23 00:43:42.384000, 2015-09-23 00:46:48.204000, 2015-09-23 00:49:58.530000, 2015-09-23 00:49:59.689000
unit.000020, 1, sim, 2015-09-23 00:43:31.536000, 2015-09-23 00:43:41.508000, 2015-09-23 00:43:42.391000, 2015-09-23 00:46:49.719000, 2015-09-23 00:50:02.958000, 2015-09-23 00:50:04.594000
unit.000021, 1, sim, 2015-09-23 00:43:31.537000, 2015-09-23 00:43:45.226000, 2015-09-23 00:43:46.252000, 2015-09-23 00:46:57.999000, 2015-09-23 00:50:08.773000, 2015-09-23 00:50:11.044000
unit.000022, 1, sim, 2015-09-23 00:43:31.542000, 2015-09-23 00:43:43.970000, 2015-09-23 00:43:44.715000, 2015-09-23 00:46:55.741000, 2015-09-23 00:50:06.100000, 2015-09-23 00:50:08.540000
unit.000023, 1, sim, 2015-09-23 00:43:31.543000, 2015-09-23 00:43:41.991000, 2015-09-23 00:43:42.961000, 2015-09-23 00:46:55.152000, 2015-09-23 00:50:05.997000, 2015-09-23 00:50:06.947000
unit.000024, 1, sim, 2015-09-23 00:43:31.545000, 2015-09-23 00:43:40.613000, 2015-09-23 00:43:41.235000, 2015-09-23 00:43:41.265000, 2015-09-23 00:46:59.162000, 2015-09-23 00:47:01.067000
