uid, iter, step, uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000930, 1, sim, 1456349735.42, 1456349741.35, 1456349741.35, 1456349741.73, 1456349741.73, 1456349741.73, 1456349741.73,1456349741.74, 1456349754.23, 1456349763.47, 1456349763.48, 1456349772.36, 1456349772.46
unit.000931, 1, sim, 1456349735.42, 1456349739.88, 1456349739.88, 1456349741.43, 1456349741.44, 1456349741.44, 1456349741.44,1456349741.44, 1456349751.25, 1456349751.27, 1456349751.27, 1456349763.62, 1456349763.71
unit.000932, 1, sim, 1456349735.42, 1456349739.11, 1456349739.11, 1456349739.48, 1456349739.49, 1456349739.49, 1456349739.49,1456349739.51, 1456349750.41, 1456349750.42, 1456349750.42, 1456349753.1, 1456349753.2
unit.000933, 1, sim, 1456349735.42, 1456349741.54, 1456349741.54, 1456349741.87, 1456349741.87, 1456349741.87, 1456349741.87,1456349741.88, 1456349753.22, 1456349753.27, 1456349753.28, 1456349763.62, 1456349763.71
unit.000934, 1, sim, 1456349735.42, 1456349739.11, 1456349739.11, 1456349739.49, 1456349739.49, 1456349739.49, 1456349739.5,1456349739.51, 1456349750.06, 1456349750.08, 1456349750.08, 1456349753.28, 1456349753.38
unit.000935, 1, sim, 1456349735.42, 1456349739.88, 1456349739.88, 1456349741.43, 1456349741.43, 1456349741.43, 1456349741.43,1456349741.44, 1456349751.24, 1456349751.26, 1456349751.26, 1456349763.43, 1456349763.53
unit.000936, 1, sim, 1456349735.42, 1456349741.91, 1456349741.91, 1456349742.32, 1456349742.32, 1456349742.32, 1456349742.33,1456349742.34, 1456349763.42, 1456349763.48, 1456349763.48, 1456349772.55, 1456349772.64
unit.000937, 1, sim, 1456349735.42, 1456349741.72, 1456349741.72, 1456349742.02, 1456349742.02, 1456349742.03, 1456349742.03,1456349742.02, 1456349753.27, 1456349753.29, 1456349753.29, 1456349763.81, 1456349763.9
unit.000938, 1, sim, 1456349735.42, 1456349741.91, 1456349741.91, 1456349742.31, 1456349742.31, 1456349742.32, 1456349742.32,1456349742.32, 1456349763.47, 1456349763.48, 1456349763.49, 1456349772.55, 1456349772.64
unit.000939, 1, sim, 1456349735.43, 1456349743.44, 1456349743.44, 1456349743.77, 1456349743.77, 1456349743.78, 1456349743.78,1456349743.81, 1456349753.62, 1456349753.63, 1456349753.63, 1456349764.37, 1456349772.27
unit.000940, 1, sim, 1456349735.43, 1456349743.63, 1456349743.63, 1456349743.92, 1456349743.92, 1456349743.92, 1456349743.93,1456349743.95, 1456349754.13, 1456349754.13, 1456349754.13, 1456349772.92, 1456349773.02
unit.000941, 1, sim, 1456349735.43, 1456349739.49, 1456349739.49, 1456349739.84, 1456349739.85, 1456349739.85, 1456349739.85,1456349739.86, 1456349750.07, 1456349750.09, 1456349750.09, 1456349753.66, 1456349753.75
unit.000942, 1, sim, 1456349735.43, 1456349743.62, 1456349743.62, 1456349743.91, 1456349743.91, 1456349743.92, 1456349743.92,1456349743.92, 1456349753.28, 1456349753.3, 1456349753.3, 1456349764.37, 1456349772.27
