Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-06 12:38:28.136383; 2015-11-06 12:38:28.136392; 9e-06
cycle_1; pp_step_enmd_overhead; 2015-11-06 12:38:28.136383; 2015-11-06 12:38:28.136392; 9e-06
cycle_1; ex_step; 2015-11-06 12:38:03.589445; 2015-11-06 12:38:28.136189; 24.546744
cycle_1; ex_step_enmd_overhead; 2015-11-06 12:38:03.589445; 2015-11-06 12:38:03.749214; 0.159769
cycle_1; md_step; 2015-11-06 12:37:33.996279; 2015-11-06 12:38:03.589242; 29.592963
cycle_1; md_step_enmd_overhead; 2015-11-06 12:37:33.996279; 2015-11-06 12:37:34.197914; 0.201635
CU_ID; Scheduling; StagingInput; Allocating; Executing; AgentStagingOutputPending; Done; Cycle; Step;
unit.000025; 1446813483.97; 1446813489.01; 1446813490.51; 1446813490.71; 1446813492.54; 1446813498.49; cycle_1; ex_step
unit.000024; 1446813483.97; 1446813488.33; 1446813490.03; 1446813490.23; 1446813492.03; 1446813498.43; cycle_1; ex_step
unit.000027; 1446813483.97; 1446813490.01; 1446813494.72; 1446813494.97; 1446813496.75; 1446813499.57; cycle_1; ex_step
unit.000026; 1446813483.97; 1446813489.39; 1446813493.55; 1446813493.75; 1446813495.54; 1446813499.52; cycle_1; ex_step
unit.000047; 1446813484.01; 1446813488.01; 1446813489.55; 1446813489.75; 1446813491.66; 1446813497.41; cycle_1; ex_step
unit.000046; 1446813484.0; 1446813487.27; 1446813488.82; 1446813489.02; 1446813490.83; 1446813497.35; cycle_1; ex_step
unit.000045; 1446813484.0; 1446813487.02; 1446813488.51; 1446813488.71; 1446813490.59; 1446813496.26; cycle_1; ex_step
unit.000042; 1446813484.0; 1446813484.11; 1446813486.58; 1446813486.79; 1446813488.62; 1446813492.97; cycle_1; ex_step
unit.000029; 1446813483.98; 1446813494.07; 1446813495.71; 1446813495.92; 1446813497.75; 1446813500.6; cycle_1; ex_step
unit.000028; 1446813483.98; 1446813492.97; 1446813496.02; 1446813496.23; 1446813498.05; 1446813500.65; cycle_1; ex_step
unit.000040; 1446813483.99; 1446813500.49; 1446813502.08; 1446813502.28; 1446813504.07; 1446813507.09; cycle_1; ex_step
unit.000044; 1446813484.0; 1446813486.2; 1446813487.86; 1446813488.06; 1446813489.93; 1446813495.17; cycle_1; ex_step
unit.000043; 1446813484.0; 1446813486.02; 1446813487.55; 1446813487.75; 1446813489.63; 1446813494.08; cycle_1; ex_step
unit.000036; 1446813483.99; 1446813498.35; 1446813499.98; 1446813500.18; 1446813502.07; 1446813504.93; cycle_1; ex_step
unit.000037; 1446813483.99; 1446813498.73; 1446813500.29; 1446813500.49; 1446813502.37; 1446813504.98; cycle_1; ex_step
unit.000034; 1446813483.99; 1446813497.29; 1446813498.95; 1446813499.15; 1446813500.99; 1446813503.85; cycle_1; ex_step
unit.000035; 1446813483.99; 1446813497.67; 1446813499.26; 1446813499.46; 1446813501.26; 1446813503.9; cycle_1; ex_step
unit.000032; 1446813483.98; 1446813496.22; 1446813497.82; 1446813498.01; 1446813499.86; 1446813502.76; cycle_1; ex_step
unit.000033; 1446813483.98; 1446813496.6; 1446813498.29; 1446813498.49; 1446813500.36; 1446813502.82; cycle_1; ex_step
unit.000030; 1446813483.98; 1446813495.15; 1446813496.85; 1446813497.05; 1446813498.95; 1446813501.68; cycle_1; ex_step
unit.000031; 1446813483.98; 1446813495.53; 1446813497.16; 1446813497.36; 1446813499.26; 1446813501.73; cycle_1; ex_step
unit.000038; 1446813483.99; 1446813499.42; 1446813501.11; 1446813501.31; 1446813503.17; 1446813506.01; cycle_1; ex_step
unit.000039; 1446813483.99; 1446813499.81; 1446813501.42; 1446813501.63; 1446813503.47; 1446813506.06; cycle_1; ex_step
unit.000041; 1446813484.0; 1446813484.11; 1446813486.89; 1446813487.1; 1446813488.92; 1446813496.32; cycle_1; ex_step
unit.000021; 1446813454.45; 1446813455.03; 1446813460.91; 1446813461.11; 1446813461.76; 1446813472.36; cycle_1; md_step
unit.000020; 1446813454.44; 1446813455.03; 1446813460.5; 1446813460.7; 1446813461.35; 1446813470.84; cycle_1; md_step
unit.000009; 1446813454.43; 1446813455.04; 1446813462.13; 1446813462.33; 1446813462.96; 1446813476.97; cycle_1; md_step
unit.000008; 1446813454.42; 1446813455.04; 1446813461.52; 1446813461.72; 1446813462.36; 1446813474.2; cycle_1; md_step
unit.000007; 1446813454.42; 1446813455.03; 1446813461.11; 1446813461.31; 1446813461.96; 1446813472.62; cycle_1; md_step
unit.000006; 1446813454.42; 1446813455.03; 1446813460.7; 1446813460.91; 1446813461.56; 1446813471.05; cycle_1; md_step
unit.000005; 1446813454.42; 1446813455.03; 1446813460.3; 1446813460.5; 1446813461.15; 1446813469.47; cycle_1; md_step
unit.000004; 1446813454.42; 1446813455.02; 1446813459.89; 1446813460.09; 1446813460.75; 1446813467.8; cycle_1; md_step
unit.000003; 1446813454.42; 1446813455.02; 1446813459.49; 1446813459.69; 1446813460.35; 1446813466.29; cycle_1; md_step
unit.000002; 1446813454.42; 1446813455.02; 1446813459.69; 1446813459.89; 1446813460.55; 1446813467.89; cycle_1; md_step
unit.000001; 1446813454.41; 1446813455.04; 1446813461.72; 1446813461.92; 1446813462.56; 1446813475.45; cycle_1; md_step
unit.000000; 1446813454.41; 1446813455.05; 1446813463.75; 1446813463.95; 1446813464.57; 1446813483.0; cycle_1; md_step
unit.000023; 1446813454.45; 1446813455.04; 1446813461.92; 1446813462.13; 1446813462.76; 1446813475.85; cycle_1; md_step
unit.000022; 1446813454.45; 1446813455.03; 1446813461.31; 1446813461.52; 1446813462.16; 1446813473.94; cycle_1; md_step
unit.000018; 1446813454.44; 1446813455.05; 1446813463.14; 1446813463.34; 1446813463.97; 1446813480.72; cycle_1; md_step
unit.000019; 1446813454.44; 1446813455.03; 1446813460.1; 1446813460.3; 1446813460.95; 1446813469.32; cycle_1; md_step
