Start= 2015-09-02 23:39:20.197149
Allocating= 2015-09-02 23:39:20.221450
Allocated= 2015-09-02 23:39:24.612952
Executing= 2015-09-02 23:39:24.613107
Deallocating= 2015-09-03 00:06:38.321376
Done= 2015-09-03 00:06:56.667187
