Pilot wait= 2015-08-24 16:23:09.050864
Pilot active= 2015-08-24 16:25:28.005664
Preloop wait= 2015-08-24 16:25:28.484841
Preloop done= 2015-08-24 16:25:33.482201
Sims-1 wait= 2015-08-24 16:26:31.828396
Sims-1 done= 2015-08-24 16:26:46.164430
Sims-2 wait= 2015-08-24 16:27:45.708157
Sims-2 done= 2015-08-24 16:27:58.918188
Ana-1 wait= 2015-08-24 16:27:59.502125
Ana-1 done= 2015-08-24 16:28:04.665455
Ana-2 wait= 2015-08-24 16:28:05.165164
Ana-2 done= 2015-08-24 16:28:10.013711
Iter done= 2015-08-24 16:28:10.016925
Start= 2015-08-24 16:23:05.015186
Allocating= 2015-08-24 16:23:05.039718
Allocated= 2015-08-24 16:23:09.049577
Executing= 2015-08-24 16:23:09.049731
Deallocating= 2015-08-24 16:28:10.023257
Done= 2015-08-24 16:28:23.738687
