step,probe,timestamp

allocate,start_time,2015-09-23 01:05:13.297686
allocate,stop_time,2015-09-23 01:05:19.896174
deallocate,start_time,2015-09-23 02:21:57.097667
deallocate,stop_time,2015-09-23 02:22:26.695403
