Pilot wait= 2015-08-24 20:14:22.416254
Pilot active= 2015-08-24 20:18:26.882150
Preloop wait= 2015-08-24 20:18:27.381821
Preloop done= 2015-08-24 20:18:32.480902
Sims-1 wait= 2015-08-24 20:18:50.649226
Sims-1 done= 2015-08-24 20:18:58.826480
Sims-2 wait= 2015-08-24 20:19:18.474231
Sims-2 done= 2015-08-24 20:19:26.216861
Ana-1 wait= 2015-08-24 20:19:26.785017
Ana-1 done= 2015-08-24 20:19:30.931028
Ana-2 wait= 2015-08-24 20:19:31.465677
Ana-2 done= 2015-08-24 20:19:35.486226
Iter done= 2015-08-24 20:19:35.491836
Start= 2015-08-24 20:14:18.686180
Allocating= 2015-08-24 20:14:18.710795
Allocated= 2015-08-24 20:14:22.415061
Executing= 2015-08-24 20:14:22.415204
Deallocating= 2015-08-24 20:19:35.493670
Done= 2015-08-24 20:19:52.565568
