Start= 2015-09-03 01:18:47.138245
Allocating= 2015-09-03 01:18:47.162446
Allocated= 2015-09-03 01:18:55.071376
Executing= 2015-09-03 01:18:55.071534
Deallocating= 2015-09-03 01:45:59.041428
Done= 2015-09-03 01:46:13.835733
