Start= 2015-09-02 21:06:47.135121
Allocating= 2015-09-02 21:06:47.186666
Allocated= 2015-09-02 21:06:53.295214
Executing= 2015-09-02 21:06:53.295364
Deallocating= 2015-09-02 21:32:16.730638
Done= 2015-09-02 21:32:34.571120
