uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 1, sim, 1446310745.1, 1446310745.29, 1446310752.28, 1446310752.48, 1446310753.15, 1446310761.7
unit.000001, 1, sim, 1446310745.1, 1446310745.28, 1446310751.06, 1446310751.26, 1446310751.94, 1446310758.43
unit.000002, 1, sim, 1446310745.1, 1446310745.31, 1446310753.29, 1446310753.49, 1446310754.16, 1446310764.17
unit.000003, 1, sim, 1446310745.1, 1446310745.3, 1446310752.68, 1446310752.89, 1446310753.55, 1446310762.79
unit.000004, 1, sim, 1446310745.1, 1446310745.31, 1446310753.49, 1446310753.7, 1446310754.36, 1446310764.97
unit.000005, 1, sim, 1446310745.1, 1446310745.31, 1446310753.9, 1446310754.1, 1446310754.76, 1446310766.06
unit.000006, 1, sim, 1446310745.11, 1446310745.27, 1446310749.64, 1446310749.85, 1446310750.63, 1446310754.39
unit.000007, 1, sim, 1446310745.11, 1446310745.27, 1446310750.05, 1446310750.25, 1446310750.94, 1446310755.47
unit.000008, 1, sim, 1446310745.11, 1446310745.27, 1446310749.84, 1446310750.05, 1446310750.73, 1446310755.16
unit.000009, 1, sim, 1446310745.11, 1446310745.27, 1446310750.25, 1446310750.45, 1446310751.14, 1446310756.25
unit.000010, 1, sim, 1446310745.11, 1446310745.28, 1446310750.45, 1446310750.65, 1446310751.34, 1446310756.56
unit.000011, 1, sim, 1446310745.11, 1446310745.28, 1446310750.86, 1446310751.06, 1446310751.74, 1446310757.64
unit.000012, 1, sim, 1446310745.12, 1446310745.28, 1446310751.26, 1446310751.47, 1446310752.14, 1446310758.73
unit.000013, 1, sim, 1446310745.12, 1446310745.29, 1446310751.46, 1446310751.67, 1446310752.34, 1446310759.53
unit.000014, 1, sim, 1446310745.12, 1446310745.29, 1446310751.67, 1446310751.87, 1446310752.55, 1446310759.81
unit.000015, 1, sim, 1446310745.12, 1446310745.29, 1446310751.87, 1446310752.08, 1446310752.75, 1446310760.61
unit.000016, 1, sim, 1446310745.12, 1446310745.29, 1446310752.48, 1446310752.68, 1446310753.35, 1446310761.98
unit.000017, 1, sim, 1446310745.12, 1446310745.3, 1446310752.88, 1446310753.09, 1446310753.75, 1446310763.07
unit.000018, 1, sim, 1446310745.13, 1446310745.3, 1446310753.09, 1446310753.29, 1446310753.95, 1446310763.88
unit.000019, 1, sim, 1446310745.13, 1446310745.31, 1446310753.7, 1446310753.9, 1446310754.56, 1446310765.25
unit.000020, 1, sim, 1446310745.13, 1446310745.31, 1446310754.1, 1446310754.31, 1446310754.96, 1446310766.34
unit.000021, 1, sim, 1446310745.13, 1446310745.31, 1446310754.3, 1446310754.51, 1446310755.16, 1446310767.14
unit.000022, 1, sim, 1446310745.13, 1446310745.28, 1446310750.65, 1446310750.85, 1446310751.54, 1446310757.34
unit.000023, 1, sim, 1446310745.14, 1446310745.29, 1446310752.07, 1446310752.28, 1446310752.95, 1446310760.9
unit.000024, 1, ana, 1446310767.82, 1446310768.37, 1446310788.13, 1446310788.33, 1446310789.13, 1446310791.49
